"DateTime","(deg F) Mean Temperature (CFSR) at California, 2010-01-01 to 2019-03-14"
"2012-02-17:12 AM",45.8793
"2012-02-18:12 AM",45.4145
"2012-02-19:12 AM",42.4252
"2012-02-20:12 AM",43.1109
"2012-02-21:12 AM",47.5687
"2012-02-22:12 AM",52.7002
"2012-02-23:12 AM",52.4367
"2012-02-24:12 AM",52.7243
"2012-02-25:12 AM",48.2643
"2012-02-26:12 AM",43.4142
"2012-02-27:12 AM",40.7889
"2012-02-28:12 AM",38.1943
"2012-02-29:12 AM",39.2353
"2012-03-01:12 AM",40.861
"2012-03-02:12 AM",41.9576
"2012-03-03:12 AM",47.5516
"2012-03-04:12 AM",52.5463
"2012-03-05:12 AM",53.1696
"2012-03-06:12 AM",45.4854
"2012-03-07:12 AM",40.0795
"2012-03-08:12 AM",46.7895
"2012-03-09:12 AM",51.1257
"2012-03-10:12 AM",50.6066
"2012-03-11:12 AM",47.2048
"2012-03-12:12 AM",46.7958
"2012-03-13:12 AM",46.8759
"2012-03-14:12 AM",48.6982
"2012-03-15:12 AM",52.016
"2012-03-16:12 AM",51.0435
"2012-03-17:12 AM",43.5846
"2012-03-18:12 AM",36.7318
"2012-03-19:12 AM",37.7649
"2012-03-20:12 AM",43.7787
"2012-03-21:12 AM",51.0667
"2012-03-22:12 AM",51.8499
"2012-03-23:12 AM",48.4239
"2012-03-24:12 AM",47.556
"2012-03-25:12 AM",44.7276
"2012-03-26:12 AM",43.2284
"2012-03-27:12 AM",46.2857
"2012-03-28:12 AM",49.1664
"2012-03-29:12 AM",50.9013
"2012-03-30:12 AM",54.3335
"2012-03-31:12 AM",51.3516
"2012-04-01:12 AM",44.1727
"2012-04-02:12 AM",47.7831
"2012-04-03:12 AM",51.8088
"2012-04-04:12 AM",49.591
"2012-04-05:12 AM",44.3325
"2012-04-06:12 AM",43.0903
"2012-04-07:12 AM",49.9312
"2012-04-08:12 AM",53.4259
"2012-04-09:12 AM",54.7902
"2012-04-10:12 AM",52.1379
"2012-04-11:12 AM",47.5185
"2012-04-12:12 AM",44.487
"2012-04-13:12 AM",43.6363
"2012-04-14:12 AM",42.8434
"2012-04-15:12 AM",48.1824
"2012-04-16:12 AM",53.6338
"2012-04-17:12 AM",56.2206
"2012-04-18:12 AM",57.6613
"2012-04-19:12 AM",60.1945
"2012-04-20:12 AM",65.6389
"2012-04-21:12 AM",67.6533
"2012-04-22:12 AM",67.795
"2012-04-23:12 AM",63.4894
"2012-04-24:12 AM",59.2162
"2012-04-25:12 AM",59.2849
"2012-04-26:12 AM",54.1132
"2012-04-27:12 AM",52.7441
"2012-04-28:12 AM",58.0964
"2012-04-29:12 AM",61.7023
"2012-04-30:12 AM",62.1406
"2012-05-01:12 AM",59.3116
"2012-05-02:12 AM",56.3106
"2012-05-03:12 AM",54.6489
"2012-05-04:12 AM",55.2477
"2012-05-05:12 AM",55.7065
"2012-05-06:12 AM",59.3451
"2012-05-07:12 AM",62.4704
"2012-05-08:12 AM",64.9967
"2012-05-09:12 AM",66.1195
"2012-05-10:12 AM",64.2051
"2012-05-11:12 AM",64.3834
"2012-05-12:12 AM",65.9601
"2012-05-13:12 AM",67.1342
"2012-05-14:12 AM",63.979
"2012-05-15:12 AM",63.696
"2012-05-16:12 AM",67.1716
"2012-05-17:12 AM",65.3567
"2012-05-18:12 AM",60.3086
"2012-05-19:12 AM",62.7431
"2012-05-20:12 AM",67.5808
"2012-05-21:12 AM",68.3627
"2012-05-22:12 AM",66.1095
"2012-05-23:12 AM",62.4088
"2012-05-24:12 AM",59.8143
"2012-05-25:12 AM",52.2716
"2012-05-26:12 AM",50.8086
"2012-05-27:12 AM",55.0134
"2012-05-28:12 AM",59.3253
"2012-05-29:12 AM",61.7121
"2012-05-30:12 AM",65.8004
"2012-05-31:12 AM",71.7125
"2012-06-01:12 AM",74.0912
"2012-06-02:12 AM",70.2846
"2012-06-03:12 AM",67.6497
"2012-06-04:12 AM",62.6097
"2012-06-05:12 AM",55.3903
"2012-06-06:12 AM",58.4758
"2012-06-07:12 AM",63.3515
"2012-06-08:12 AM",64.0805
"2012-06-09:12 AM",61.4883
"2012-06-10:12 AM",64.7974
"2012-06-11:12 AM",68.8708
"2012-06-12:12 AM",69.9732
"2012-06-13:12 AM",69.6715
"2012-06-14:12 AM",69.1957
"2012-06-15:12 AM",69.3014
"2012-06-16:12 AM",73.9789
"2012-06-17:12 AM",75.4934
"2012-06-18:12 AM",71.8873
"2012-06-19:12 AM",68.6363
"2012-06-20:12 AM",71.3422
"2012-06-21:12 AM",70.2667
"2012-06-22:12 AM",63.7038
"2012-06-23:12 AM",61.86
"2012-06-24:12 AM",61.5801
"2012-06-25:12 AM",61.4269
"2012-06-26:12 AM",63.2739
"2012-06-27:12 AM",67.2004
"2012-06-28:12 AM",68.7569
"2012-06-29:12 AM",68.9106
"2012-06-30:12 AM",68.9778
"2012-07-01:12 AM",69.433
"2012-07-02:12 AM",70.2639
"2012-07-03:12 AM",69.5014
"2012-07-04:12 AM",69.039
"2012-07-05:12 AM",67.8119
"2012-07-06:12 AM",69.1232
"2012-07-07:12 AM",72.6499
"2012-07-08:12 AM",73.9944
"2012-07-09:12 AM",74.5491
"2012-07-10:12 AM",77.5468
"2012-07-11:12 AM",79.0066
"2012-07-12:12 AM",77.2669
"2012-07-13:12 AM",74.1504
"2012-07-14:12 AM",71.3475
"2012-07-15:12 AM",71.2459
"2012-07-16:12 AM",67.8949
"2012-07-17:12 AM",64.1457
"2012-07-18:12 AM",65.4084
"2012-07-19:12 AM",70.2507
"2012-07-20:12 AM",72.1899
"2012-07-21:12 AM",75.8448
"2012-07-22:12 AM",76.2838
"2012-07-23:12 AM",74.8105
"2012-07-24:12 AM",72.5286
"2012-07-25:12 AM",71.0922
"2012-07-26:12 AM",70.4628
"2012-07-27:12 AM",70.0862
"2012-07-28:12 AM",70.335
"2012-07-29:12 AM",71.1466
"2012-07-30:12 AM",72.6629
"2012-07-31:12 AM",72.8935
"2012-08-01:12 AM",72.8695
"2012-08-02:12 AM",74.8411
"2012-08-03:12 AM",75.2828
"2012-08-04:12 AM",74.0568
"2012-08-05:12 AM",74.6753
"2012-08-06:12 AM",74.309
"2012-08-07:12 AM",76.1245
"2012-08-08:12 AM",78.0481
"2012-08-09:12 AM",79.7153
"2012-08-10:12 AM",80.5167
"2012-08-11:12 AM",80.1671
"2012-08-12:12 AM",79.8919
"2012-08-13:12 AM",81.1198
"2012-08-14:12 AM",80.4508
"2012-08-15:12 AM",77.9848
"2012-08-16:12 AM",75.895
"2012-08-17:12 AM",75.8824
"2012-08-18:12 AM",75.7171
"2012-08-19:12 AM",75.123
"2012-08-20:12 AM",75.3483
"2012-08-21:12 AM",73.762
"2012-08-22:12 AM",72.4383
"2012-08-23:12 AM",71.2317
"2012-08-24:12 AM",72.448
"2012-08-25:12 AM",71.2233
"2012-08-26:12 AM",68.3139
"2012-08-27:12 AM",69.3099
"2012-08-28:12 AM",72.4471
"2012-08-29:12 AM",73.9216
"2012-08-30:12 AM",73.8615
"2012-08-31:12 AM",69.9492
"2012-09-01:12 AM",67.2337
"2012-09-02:12 AM",69.8974
"2012-09-03:12 AM",72.1546
"2012-09-04:12 AM",72.865
"2012-09-05:12 AM",71.764
"2012-09-06:12 AM",70.4363
"2012-09-07:12 AM",71.3489
"2012-09-08:12 AM",73.4518
"2012-09-09:12 AM",72.5252
"2012-09-10:12 AM",70.8654
"2012-09-11:12 AM",70.034
"2012-09-12:12 AM",70.5871
"2012-09-13:12 AM",73.4779
"2012-09-14:12 AM",73.9897
"2012-09-15:12 AM",72.5225
"2012-09-16:12 AM",71.287
"2012-09-17:12 AM",69.8522
"2012-09-18:12 AM",69.2026
"2012-09-19:12 AM",69.7485
"2012-09-20:12 AM",70.4629
"2012-09-21:12 AM",70.9057
"2012-09-22:12 AM",71.2589
"2012-09-23:12 AM",71.1
"2012-09-24:12 AM",68.7148
"2012-09-25:12 AM",67.8657
"2012-09-26:12 AM",68.5026
"2012-09-27:12 AM",69.6886
"2012-09-28:12 AM",69.9688
"2012-09-29:12 AM",70.7805
"2012-09-30:12 AM",73.2292
"2012-10-01:12 AM",75.715
"2012-10-02:12 AM",75.3976
"2012-10-03:12 AM",72.7684
"2012-10-04:12 AM",67.0312
"2012-10-05:12 AM",63.4876
"2012-10-06:12 AM",62.125
"2012-10-07:12 AM",61.8433
"2012-10-08:12 AM",59.7841
"2012-10-09:12 AM",58.7282
"2012-10-10:12 AM",58.7871
"2012-10-11:12 AM",55.8556
"2012-10-12:12 AM",53.7706
"2012-10-13:12 AM",56.9291
"2012-10-14:12 AM",62.4675
"2012-10-15:12 AM",64.4774
"2012-10-16:12 AM",66.495
"2012-10-17:12 AM",66.9416
"2012-10-18:12 AM",67.5856
"2012-10-19:12 AM",64.5031
"2012-10-20:12 AM",61.506
"2012-10-21:12 AM",55.6957
"2012-10-22:12 AM",51.2053
"2012-10-23:12 AM",49.075
"2012-10-24:12 AM",48.2317
"2012-10-25:12 AM",51.3297
"2012-10-26:12 AM",54.2579
"2012-10-27:12 AM",58.744
"2012-10-28:12 AM",61.2144
"2012-10-29:12 AM",60.7478
"2012-10-30:12 AM",59.882
"2012-10-31:12 AM",57.3926
"2012-11-01:12 AM",56.2087
"2012-11-02:12 AM",54.2986
"2012-11-03:12 AM",56.804
"2012-11-04:12 AM",60.4837
"2012-11-05:12 AM",63.4845
"2012-11-06:12 AM",63.0865
"2012-11-07:12 AM",59.3755
"2012-11-08:12 AM",51.4582
"2012-11-09:12 AM",43.4871
"2012-11-10:12 AM",39.0459
"2012-11-11:12 AM",39.1206
"2012-11-12:12 AM",43.853
"2012-11-13:12 AM",48.8516
"2012-11-14:12 AM",51.3838
"2012-11-15:12 AM",52.4055
"2012-11-16:12 AM",51.2069
"2012-11-17:12 AM",51.0247
"2012-11-18:12 AM",48.9076
"2012-11-19:12 AM",49.0723
"2012-11-20:12 AM",51.2031
"2012-11-21:12 AM",50.8858
"2012-11-22:12 AM",49.6101
"2012-11-23:12 AM",52.0444
"2012-11-24:12 AM",53.0164
"2012-11-25:12 AM",51.7122
"2012-11-26:12 AM",50.58
"2012-11-27:12 AM",50.3875
"2012-11-28:12 AM",49.2742
"2012-11-29:12 AM",51.2488
"2012-11-30:12 AM",52.3297
"2012-12-01:12 AM",51.688
"2012-12-02:12 AM",51.3439
"2012-12-03:12 AM",49.2733
"2012-12-04:12 AM",50.432
"2012-12-05:12 AM",51.9291
"2012-12-06:12 AM",50.1703
"2012-12-07:12 AM",47.8002
"2012-12-08:12 AM",45.8321
"2012-12-09:12 AM",46.7933
"2012-12-10:12 AM",47.7815
"2012-12-11:12 AM",47.1225
"2012-12-12:12 AM",43.9979
"2012-12-13:12 AM",39.9708
"2012-12-14:12 AM",37.4859
"2012-12-15:12 AM",36.1782
"2012-12-16:12 AM",39.6963
"2012-12-17:12 AM",44.3118
"2012-12-18:12 AM",39.717
"2012-12-19:12 AM",34.1494
"2012-12-20:12 AM",36.5931
"2012-12-21:12 AM",39.3939
"2012-12-22:12 AM",40.9023
"2012-12-23:12 AM",41.5204
"2012-12-24:12 AM",41.9175
"2012-12-25:12 AM",39.2623
"2012-12-26:12 AM",39.5015
"2012-12-27:12 AM",36.8236
"2012-12-28:12 AM",35.1433
"2012-12-29:12 AM",36.0745
"2012-12-30:12 AM",35.0112
"2012-12-31:12 AM",34.2536
"2013-01-01:12 AM",34.3593
"2013-01-02:12 AM",36.705
"2013-01-03:12 AM",38.3061
"2013-01-04:12 AM",38.9597
"2013-01-05:12 AM",39.6219
"2013-01-06:12 AM",39.4272
"2013-01-07:12 AM",40.1371
"2013-01-08:12 AM",45.0405
"2013-01-09:12 AM",45.7948
"2013-01-10:12 AM",37.6867
"2013-01-11:12 AM",32.2169
"2013-01-12:12 AM",31.0442
"2013-01-13:12 AM",29.761
"2013-01-14:12 AM",30.1647
"2013-01-15:12 AM",35.3147
"2013-01-16:12 AM",40.2687
"2013-01-17:12 AM",43.2898
"2013-01-18:12 AM",44.4259
"2013-01-19:12 AM",44.6263
"2013-01-20:12 AM",45.1744
"2013-01-21:12 AM",46.6329
"2013-01-22:12 AM",47.8261
"2013-01-23:12 AM",48.9007
"2013-01-24:12 AM",48.7288
"2013-01-25:12 AM",48.5595
"2013-01-26:12 AM",47.3072
"2013-01-27:12 AM",41.2516
"2013-01-28:12 AM",37.5175
"2013-01-29:12 AM",40.4424
"2013-01-30:12 AM",44.8588
"2013-01-31:12 AM",46.6338
"2013-02-01:12 AM",47.7657
"2013-02-02:12 AM",48.7956
"2013-02-03:12 AM",48.461
"2013-02-04:12 AM",48.2896
"2013-02-05:12 AM",46.9294
"2013-02-06:12 AM",44.3372
"2013-02-07:12 AM",42.3016
"2013-02-08:12 AM",37.6707
"2013-02-09:12 AM",36.9439
"2013-02-10:12 AM",38.4609
"2013-02-11:12 AM",40.0494
"2013-02-12:12 AM",41.5247
"2013-02-13:12 AM",44.7143
"2013-02-14:12 AM",47.8996
"2013-02-15:12 AM",50.4356
"2013-02-16:12 AM",51.0148
"2013-02-17:12 AM",47.6415
"2013-02-18:12 AM",45.054
"2013-02-19:12 AM",39.74
"2013-02-20:12 AM",37.5809
"2013-02-21:12 AM",38.5788
"2013-02-22:12 AM",41.6982
"2013-02-23:12 AM",42.7077
"2013-02-24:12 AM",41.4241
"2013-02-25:12 AM",43.1962
"2013-02-26:12 AM",43.9023
"2013-02-27:12 AM",45.73
"2013-02-28:12 AM",48.8208
"2013-03-01:12 AM",53.0388
"2013-03-02:12 AM",54.8937
"2013-03-03:12 AM",52.7079
"2013-03-04:12 AM",49.6486
"2013-03-05:12 AM",48.6217
"2013-03-06:12 AM",44.5725
"2013-03-07:12 AM",42.4692
"2013-03-08:12 AM",41.9808
"2013-03-09:12 AM",44.0087
"2013-03-10:12 AM",47.8195
"2013-03-11:12 AM",51.6781
"2013-03-12:12 AM",55.2358
"2013-03-13:12 AM",58.4587
"2013-03-14:12 AM",59.8519
"2013-03-15:12 AM",59.0067
"2013-03-16:12 AM",56.3648
"2013-03-17:12 AM",53.2648
"2013-03-18:12 AM",52.4345
"2013-03-19:12 AM",54.2107
"2013-03-20:12 AM",52.9221
"2013-03-21:12 AM",51.3963
"2013-03-22:12 AM",49.5288
"2013-03-23:12 AM",49.3675
"2013-03-24:12 AM",51.4719
"2013-03-25:12 AM",53.2051
"2013-03-26:12 AM",52.8555
"2013-03-27:12 AM",52.347
"2013-03-28:12 AM",53.6446
"2013-03-29:12 AM",56.8695
"2013-03-30:12 AM",58.7642
"2013-03-31:12 AM",54.7212
"2013-04-01:12 AM",51.3136
"2013-04-02:12 AM",53.6239
"2013-04-03:12 AM",57.533
"2013-04-04:12 AM",55.7083
"2013-04-05:12 AM",54.6598
"2013-04-06:12 AM",54.5623
"2013-04-07:12 AM",54.4822
"2013-04-08:12 AM",48.2108
"2013-04-09:12 AM",49.6839
"2013-04-10:12 AM",56.6083
"2013-04-11:12 AM",57.2646
"2013-04-12:12 AM",58.464
"2013-04-13:12 AM",57.9294
"2013-04-14:12 AM",54.608
"2013-04-15:12 AM",49.4047
"2013-04-16:12 AM",45.757
"2013-04-17:12 AM",47.0748
"2013-04-18:12 AM",51.6733
"2013-04-19:12 AM",56.2327
"2013-04-20:12 AM",59.5938
"2013-04-21:12 AM",61.9765
"2013-04-22:12 AM",62.8444
"2013-04-23:12 AM",60.9114
"2013-04-24:12 AM",58.9669
"2013-04-25:12 AM",58.4884
"2013-04-26:12 AM",60.7159
"2013-04-27:12 AM",64.2249
"2013-04-28:12 AM",66.0393
"2013-04-29:12 AM",67.0284
"2013-04-30:12 AM",63.2557
"2013-05-01:12 AM",62.0008
"2013-05-02:12 AM",64.4101
"2013-05-03:12 AM",66.2769
"2013-05-04:12 AM",65.4739
"2013-05-05:12 AM",58.5039
"2013-05-06:12 AM",54.9167
"2013-05-07:12 AM",53.5024
"2013-05-08:12 AM",56.0428
"2013-05-09:12 AM",58.896
"2013-05-10:12 AM",64.2276
"2013-05-11:12 AM",69.3991
"2013-05-12:12 AM",70.506
"2013-05-13:12 AM",70.4705
"2013-05-14:12 AM",67.9307
"2013-05-15:12 AM",63.9225
"2013-05-16:12 AM",60.2564
"2013-05-17:12 AM",58.5667
"2013-05-18:12 AM",58.3691
"2013-05-19:12 AM",62.2026
"2013-05-20:12 AM",65.7855
"2013-05-21:12 AM",63.4584
"2013-05-22:12 AM",56.9563
"2013-05-23:12 AM",54.6741
"2013-05-24:12 AM",57.2666
"2013-05-25:12 AM",58.3758
"2013-05-26:12 AM",58.779
"2013-05-27:12 AM",57.7816
"2013-05-28:12 AM",60.9388
"2013-05-29:12 AM",62.3901
"2013-05-30:12 AM",63.7345
"2013-05-31:12 AM",67.267
"2013-06-01:12 AM",72.5383
"2013-06-02:12 AM",71.9785
"2013-06-03:12 AM",70.3305
"2013-06-04:12 AM",69.5242
"2013-06-05:12 AM",70.448
"2013-06-06:12 AM",72.4156
"2013-06-07:12 AM",75.7459
"2013-06-08:12 AM",79.0749
"2013-06-09:12 AM",74.7302
"2013-06-10:12 AM",66.6306
"2013-06-11:12 AM",67.0813
"2013-06-12:12 AM",68.0536
"2013-06-13:12 AM",65.5452
"2013-06-14:12 AM",67.3322
"2013-06-15:12 AM",66.9369
"2013-06-16:12 AM",66.7222
"2013-06-17:12 AM",67.233
"2013-06-18:12 AM",64.8923
"2013-06-19:12 AM",61.6395
"2013-06-20:12 AM",63.2975
"2013-06-21:12 AM",65.7216
"2013-06-22:12 AM",68.491
"2013-06-23:12 AM",65.2631
"2013-06-24:12 AM",62.361
"2013-06-25:12 AM",64.634
"2013-06-26:12 AM",70.8406
"2013-06-27:12 AM",74.5869
"2013-06-28:12 AM",78.993
"2013-06-29:12 AM",81.1242
"2013-06-30:12 AM",81.6391
"2013-07-01:12 AM",81.4456
"2013-07-02:12 AM",81.9574
"2013-07-03:12 AM",81.4383
"2013-07-04:12 AM",81.8344
"2013-07-05:12 AM",76.384
"2013-07-06:12 AM",73.513
"2013-07-07:12 AM",74.048
"2013-07-08:12 AM",74.6602
"2013-07-09:12 AM",75.6487
"2013-07-10:12 AM",75.5627
"2013-07-11:12 AM",72.1542
"2013-07-12:12 AM",70.2473
"2013-07-13:12 AM",71.9544
"2013-07-14:12 AM",73.9373
"2013-07-15:12 AM",73.9861
"2013-07-16:12 AM",70.4808
"2013-07-17:12 AM",70.3355
"2013-07-18:12 AM",74.0604
"2013-07-19:12 AM",76.8272
"2013-07-20:12 AM",77.443
"2013-07-21:12 AM",75.8602
"2013-07-22:12 AM",72.8015
"2013-07-23:12 AM",73.7854
"2013-07-24:12 AM",75.5888
"2013-07-25:12 AM",77.326
"2013-07-26:12 AM",76.0896
"2013-07-27:12 AM",75.3179
"2013-07-28:12 AM",73.7679
"2013-07-29:12 AM",71.2607
"2013-07-30:12 AM",70.8982
"2013-07-31:12 AM",71.5852
"2013-08-01:12 AM",69.1673
"2013-08-02:12 AM",69.46
"2013-08-03:12 AM",70.3229
"2013-08-04:12 AM",70.8555
"2013-08-05:12 AM",70.8552
"2013-08-06:12 AM",70.2448
"2013-08-07:12 AM",68.6413
"2013-08-08:12 AM",67.1491
"2013-08-09:12 AM",66.7517
"2013-08-10:12 AM",66.8088
"2013-08-11:12 AM",68.67
"2013-08-12:12 AM",70.0538
"2013-08-13:12 AM",72.3299
"2013-08-14:12 AM",73.3122
"2013-08-15:12 AM",73.8819
"2013-08-16:12 AM",75.2626
"2013-08-17:12 AM",75.6954
"2013-08-18:12 AM",76.8547
"2013-08-19:12 AM",77.934
"2013-08-20:12 AM",76.7955
"2013-08-21:12 AM",75.5614
"2013-08-22:12 AM",73.4527
"2013-08-23:12 AM",71.5908
"2013-08-24:12 AM",70.2604
"2013-08-25:12 AM",68.8032
"2013-08-26:12 AM",68.5162
"2013-08-27:12 AM",70.2019
"2013-08-28:12 AM",72.3178
"2013-08-29:12 AM",73.1581
"2013-08-30:12 AM",73.8072
"2013-08-31:12 AM",74.1837
"2013-09-01:12 AM",72.7668
"2013-09-02:12 AM",72.1173
"2013-09-03:12 AM",72.1785
"2013-09-04:12 AM",72.2631
"2013-09-05:12 AM",71.8342
"2013-09-06:12 AM",73.306
"2013-09-07:12 AM",74.3526
"2013-09-08:12 AM",74.0521
"2013-09-09:12 AM",74.9057
"2013-09-10:12 AM",73.4697
"2013-09-11:12 AM",70.3679
"2013-09-12:12 AM",70.4624
"2013-09-13:12 AM",72.4725
"2013-09-14:12 AM",73.5636
"2013-09-15:12 AM",71.5374
"2013-09-16:12 AM",70.6554
"2013-09-17:12 AM",67.0262
"2013-09-18:12 AM",65.0658
"2013-09-19:12 AM",68.1071
"2013-09-20:12 AM",66.3325
"2013-09-21:12 AM",61.3236
"2013-09-22:12 AM",57.6604
"2013-09-23:12 AM",63.3006
"2013-09-24:12 AM",64.2456
"2013-09-25:12 AM",58.5936
"2013-09-26:12 AM",54.5214
"2013-09-27:12 AM",56.7871
"2013-09-28:12 AM",60.5311
"2013-09-29:12 AM",61.9648
"2013-09-30:12 AM",63.4966
"2013-10-01:12 AM",61.905
"2013-10-02:12 AM",61.0273
"2013-10-03:12 AM",57.1105
"2013-10-04:12 AM",58.0336
"2013-10-05:12 AM",60.978
"2013-10-06:12 AM",63.4948
"2013-10-07:12 AM",62.7809
"2013-10-08:12 AM",58.8965
"2013-10-09:12 AM",51.9442
"2013-10-10:12 AM",52.3141
"2013-10-11:12 AM",53.8131
"2013-10-12:12 AM",54.9376
"2013-10-13:12 AM",54.3065
"2013-10-14:12 AM",56.3392
"2013-10-15:12 AM",58.1122
"2013-10-16:12 AM",58.7649
"2013-10-17:12 AM",58.8412
"2013-10-18:12 AM",61.1141
"2013-10-19:12 AM",61.3164
"2013-10-20:12 AM",61.3519
"2013-10-21:12 AM",61.7508
"2013-10-22:12 AM",62.0938
"2013-10-23:12 AM",61.8132
"2013-10-24:12 AM",59.5058
"2013-10-25:12 AM",58.6209
"2013-10-26:12 AM",61.119
"2013-10-27:12 AM",58.2404
"2013-10-28:12 AM",48.8142
"2013-10-29:12 AM",47.6004
"2013-10-30:12 AM",48.6808
"2013-10-31:12 AM",52.295
"2013-11-01:12 AM",55.8379
"2013-11-02:12 AM",55.4407
"2013-11-03:12 AM",51.1257
"2013-11-04:12 AM",49.2562
"2013-11-05:12 AM",49.5194
"2013-11-06:12 AM",52.9941
"2013-11-07:12 AM",56.7948
"2013-11-08:12 AM",55.8043
"2013-11-09:12 AM",54.4406
"2013-11-10:12 AM",55.2513
"2013-11-11:12 AM",56.3094
"2013-11-12:12 AM",58.4879
"2013-11-13:12 AM",58.5657
"2013-11-14:12 AM",57.029
"2013-11-15:12 AM",51.2901
"2013-11-16:12 AM",48.3492
"2013-11-17:12 AM",47.9997
"2013-11-18:12 AM",48.2986
"2013-11-19:12 AM",49.258
"2013-11-20:12 AM",50.7245
"2013-11-21:12 AM",46.9891
"2013-11-22:12 AM",44.5989
"2013-11-23:12 AM",44.9906
"2013-11-24:12 AM",44.6324
"2013-11-25:12 AM",45.9304
"2013-11-26:12 AM",48.0808
"2013-11-27:12 AM",50.1411
"2013-11-28:12 AM",49.5966
"2013-11-29:12 AM",48.7591
"2013-11-30:12 AM",49.352
"2013-12-01:12 AM",50.4097
"2013-12-02:12 AM",51.0615
"2013-12-03:12 AM",46.0949
"2013-12-04:12 AM",37.1608
"2013-12-05:12 AM",32.2774
"2013-12-06:12 AM",31.7192
"2013-12-07:12 AM",33.386
"2013-12-08:12 AM",28.7296
"2013-12-09:12 AM",29.8855
"2013-12-10:12 AM",34.0988
"2013-12-11:12 AM",38.7446
"2013-12-12:12 AM",41.2857
"2013-12-13:12 AM",41.3388
"2013-12-14:12 AM",43.6948
"2013-12-15:12 AM",46.4065
"2013-12-16:12 AM",50.4217
"2013-12-17:12 AM",51.7759
"2013-12-18:12 AM",51.0591
"2013-12-19:12 AM",43.3108
"2013-12-20:12 AM",40.6074
"2013-12-21:12 AM",43.7473
"2013-12-22:12 AM",45.1677
"2013-12-23:12 AM",46.8885
"2013-12-24:12 AM",48.9045
"2013-12-25:12 AM",48.5634
"2013-12-26:12 AM",48.7931
"2013-12-27:12 AM",48.594
"2013-12-28:12 AM",47.8911
"2013-12-29:12 AM",46.978
"2013-12-30:12 AM",47.2917
"2013-12-31:12 AM",47.5741
"2014-01-01:12 AM",48.146
"2014-01-02:12 AM",49.4478
"2014-01-03:12 AM",49.4685
"2014-01-04:12 AM",47.8884
"2014-01-05:12 AM",47.0511
"2014-01-06:12 AM",46.7179
"2014-01-07:12 AM",47.5093
"2014-01-08:12 AM",46.0688
"2014-01-09:12 AM",45.496
"2014-01-10:12 AM",47.4811
"2014-01-11:12 AM",48.1471
"2014-01-12:12 AM",45.6429
"2014-01-13:12 AM",47.5385
"2014-01-14:12 AM",50.5065
"2014-01-15:12 AM",53.0946
"2014-01-16:12 AM",53.3714
"2014-01-17:12 AM",53.3872
"2014-01-18:12 AM",52.3483
"2014-01-19:12 AM",51.964
"2014-01-20:12 AM",50.785
"2014-01-21:12 AM",51.224
"2014-01-22:12 AM",52.7099
"2014-01-23:12 AM",49.4002
"2014-01-24:12 AM",51.4603
"2014-01-25:12 AM",52.9446
"2014-01-26:12 AM",51.1923
"2014-01-27:12 AM",50.1485
"2014-01-28:12 AM",51.8124
"2014-01-29:12 AM",53.7967
"2014-01-30:12 AM",49.4532
"2014-01-31:12 AM",44.1766
"2014-02-01:12 AM",40.2069
"2014-02-02:12 AM",37.8754
"2014-02-03:12 AM",38.9583
"2014-02-04:12 AM",39.038
"2014-02-05:12 AM",40.14
"2014-02-06:12 AM",40.5441
"2014-02-07:12 AM",43.1294
"2014-02-08:12 AM",46.7728
"2014-02-09:12 AM",49.4755
"2014-02-10:12 AM",50.9011
"2014-02-11:12 AM",49.8729
"2014-02-12:12 AM",51.9323
"2014-02-13:12 AM",54.6408
"2014-02-14:12 AM",56.475
"2014-02-15:12 AM",55.1061
"2014-02-16:12 AM",53.659
"2014-02-17:12 AM",50.707
"2014-02-18:12 AM",50.3388
"2014-02-19:12 AM",50.4192
"2014-02-20:12 AM",49.8546
"2014-02-21:12 AM",50.8656
"2014-02-22:12 AM",51.4958
"2014-02-23:12 AM",51.6169
"2014-02-24:12 AM",52.9023
"2014-02-25:12 AM",53.1824
"2014-02-26:12 AM",50.248
"2014-02-27:12 AM",50.329
"2014-02-28:12 AM",47.9577
"2014-03-01:12 AM",47.0934
"2014-03-02:12 AM",46.5892
"2014-03-03:12 AM",48.8178
"2014-03-04:12 AM",51.8146
"2014-03-05:12 AM",53.7579
"2014-03-06:12 AM",54.2215
"2014-03-07:12 AM",51.3147
"2014-03-08:12 AM",53.2888
"2014-03-09:12 AM",55.5494
"2014-03-10:12 AM",54.0356
"2014-03-11:12 AM",51.0822
"2014-03-12:12 AM",51.1012
"2014-03-13:12 AM",52.8822
"2014-03-14:12 AM",53.8263
"2014-03-15:12 AM",57.1627
"2014-03-16:12 AM",58.7939
"2014-03-17:12 AM",54.2667
"2014-03-18:12 AM",51.2296
"2014-03-19:12 AM",52.3296
"2014-03-20:12 AM",53.4276
"2014-03-21:12 AM",54.0401
"2014-03-22:12 AM",53.0607
"2014-03-23:12 AM",53.9922
"2014-03-24:12 AM",57.0128
"2014-03-25:12 AM",53.5084
"2014-03-26:12 AM",47.6191
"2014-03-27:12 AM",47.1486
"2014-03-28:12 AM",50.5809
"2014-03-29:12 AM",52.727
"2014-03-30:12 AM",48.8242
"2014-03-31:12 AM",45.3189
"2014-04-01:12 AM",42.7345
"2014-04-02:12 AM",43.011
"2014-04-03:12 AM",44.9125
"2014-04-04:12 AM",47.3034
"2014-04-05:12 AM",48.1213
"2014-04-06:12 AM",54.3762
