"DateTime","(deg F) Mean Temperature (CFSR) at Tennessee, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",49.4922
"2012-02-17:12 AM",45.244
"2012-02-18:12 AM",46.922
"2012-02-19:12 AM",39.7089
"2012-02-20:12 AM",35.1838
"2012-02-21:12 AM",44.8293
"2012-02-22:12 AM",49.4488
"2012-02-23:12 AM",58.4452
"2012-02-24:12 AM",49.0375
"2012-02-25:12 AM",36.3832
"2012-02-26:12 AM",39.6174
"2012-02-27:12 AM",47.7583
"2012-02-28:12 AM",52.3672
"2012-02-29:12 AM",61.6559
"2012-03-01:12 AM",53.5633
"2012-03-02:12 AM",60.0386
"2012-03-03:12 AM",43.6674
"2012-03-04:12 AM",39.2983
"2012-03-05:12 AM",38.6053
"2012-03-06:12 AM",43.4385
"2012-03-07:12 AM",51.7129
"2012-03-08:12 AM",56.5115
"2012-03-09:12 AM",43.8391
"2012-03-10:12 AM",43.3873
"2012-03-11:12 AM",50.4711
"2012-03-12:12 AM",58.8531
"2012-03-13:12 AM",63.3479
"2012-03-14:12 AM",64.8738
"2012-03-15:12 AM",65.6364
"2012-03-16:12 AM",64.4598
"2012-03-17:12 AM",64.7899
"2012-03-18:12 AM",65.8753
"2012-03-19:12 AM",66.2662
"2012-03-20:12 AM",67.7167
"2012-03-21:12 AM",67.2204
"2012-03-22:12 AM",64.6835
"2012-03-23:12 AM",62.287
"2012-03-24:12 AM",55.4509
"2012-03-25:12 AM",55.1842
"2012-03-26:12 AM",60.9112
"2012-03-27:12 AM",60.0705
"2012-03-28:12 AM",65.536
"2012-03-29:12 AM",65.2411
"2012-03-30:12 AM",63.8755
"2012-03-31:12 AM",63.8956
"2012-04-01:12 AM",66.0767
"2012-04-02:12 AM",68.6764
"2012-04-03:12 AM",67.9334
"2012-04-04:12 AM",66.5703
"2012-04-05:12 AM",61.3319
"2012-04-06:12 AM",51.6398
"2012-04-07:12 AM",53.5015
"2012-04-08:12 AM",58.2967
"2012-04-09:12 AM",54.7281
"2012-04-10:12 AM",54.4806
"2012-04-11:12 AM",46.5584
"2012-04-12:12 AM",45.3085
"2012-04-13:12 AM",53.1815
"2012-04-14:12 AM",63.0995
"2012-04-15:12 AM",66.5271
"2012-04-16:12 AM",64.5186
"2012-04-17:12 AM",57.5998
"2012-04-18:12 AM",56.0269
"2012-04-19:12 AM",57.8995
"2012-04-20:12 AM",60.2888
"2012-04-21:12 AM",52.7223
"2012-04-22:12 AM",48.9382
"2012-04-23:12 AM",46.2927
"2012-04-24:12 AM",51.9035
"2012-04-25:12 AM",63.1987
"2012-04-26:12 AM",68.7272
"2012-04-27:12 AM",61.5675
"2012-04-28:12 AM",67.8315
"2012-04-29:12 AM",70.4145
"2012-04-30:12 AM",71.3818
"2012-05-01:12 AM",72.8325
"2012-05-02:12 AM",74.9736
"2012-05-03:12 AM",70.8066
"2012-05-04:12 AM",72.6181
"2012-05-05:12 AM",74.2507
"2012-05-06:12 AM",74.4276
"2012-05-07:12 AM",70.4689
"2012-05-08:12 AM",68.4509
"2012-05-09:12 AM",63.1
"2012-05-10:12 AM",59.5537
"2012-05-11:12 AM",60.7487
"2012-05-12:12 AM",62.6342
"2012-05-13:12 AM",61.9088
"2012-05-14:12 AM",64.3098
"2012-05-15:12 AM",66.3564
"2012-05-16:12 AM",67.3806
"2012-05-17:12 AM",68.7758
"2012-05-18:12 AM",70.7589
"2012-05-19:12 AM",71.2915
"2012-05-20:12 AM",71.4277
"2012-05-21:12 AM",69.1839
"2012-05-22:12 AM",64.8081
"2012-05-23:12 AM",66.6451
"2012-05-24:12 AM",71.2659
"2012-05-25:12 AM",76.9881
"2012-05-26:12 AM",77.9515
"2012-05-27:12 AM",78.7161
"2012-05-28:12 AM",78.2101
"2012-05-29:12 AM",77.0382
"2012-05-30:12 AM",74.4561
"2012-05-31:12 AM",71.8354
"2012-06-01:12 AM",63.3072
"2012-06-02:12 AM",60.6216
"2012-06-03:12 AM",70.257
"2012-06-04:12 AM",72.5061
"2012-06-05:12 AM",69.7267
"2012-06-06:12 AM",66.3537
"2012-06-07:12 AM",67.3527
"2012-06-08:12 AM",71.0004
"2012-06-09:12 AM",73.4135
"2012-06-10:12 AM",68.3082
"2012-06-11:12 AM",73.0755
"2012-06-12:12 AM",74.3985
"2012-06-13:12 AM",72.3182
"2012-06-14:12 AM",74.4442
"2012-06-15:12 AM",76.0757
"2012-06-16:12 AM",76.118
"2012-06-17:12 AM",75.6039
"2012-06-18:12 AM",76.6279
"2012-06-19:12 AM",77.702
"2012-06-20:12 AM",78.5493
"2012-06-21:12 AM",79.9162
"2012-06-22:12 AM",79.1686
"2012-06-23:12 AM",78.2544
"2012-06-24:12 AM",79.9725
"2012-06-25:12 AM",80.877
"2012-06-26:12 AM",74.5124
"2012-06-27:12 AM",74.6415
"2012-06-28:12 AM",81.558
"2012-06-29:12 AM",86.7094
"2012-06-30:12 AM",88.6294
"2012-07-01:12 AM",88.4095
"2012-07-02:12 AM",84.481
"2012-07-03:12 AM",83.0197
"2012-07-04:12 AM",83.8949
"2012-07-05:12 AM",85.4472
"2012-07-06:12 AM",84.9094
"2012-07-07:12 AM",85.8612
"2012-07-08:12 AM",82.193
"2012-07-09:12 AM",78.3444
"2012-07-10:12 AM",74.354
"2012-07-11:12 AM",71.5249
"2012-07-12:12 AM",69.4555
"2012-07-13:12 AM",72.5398
"2012-07-14:12 AM",74.4557
"2012-07-15:12 AM",77.4844
"2012-07-16:12 AM",80.0247
"2012-07-17:12 AM",79.9178
"2012-07-18:12 AM",81.2311
"2012-07-19:12 AM",79.7171
"2012-07-20:12 AM",80.4645
"2012-07-21:12 AM",77.7195
"2012-07-22:12 AM",78.5215
"2012-07-23:12 AM",80.2416
"2012-07-24:12 AM",82.2659
"2012-07-25:12 AM",83.1542
"2012-07-26:12 AM",83.9543
"2012-07-27:12 AM",82.2742
"2012-07-28:12 AM",79.3571
"2012-07-29:12 AM",76.6926
"2012-07-30:12 AM",78.1475
"2012-07-31:12 AM",80.4709
"2012-08-01:12 AM",80.4987
"2012-08-02:12 AM",81.8863
"2012-08-03:12 AM",77.7517
"2012-08-04:12 AM",80.4681
"2012-08-05:12 AM",80.7402
"2012-08-06:12 AM",78.0516
"2012-08-07:12 AM",79.4215
"2012-08-08:12 AM",81.0527
"2012-08-09:12 AM",78.9436
"2012-08-10:12 AM",75.1584
"2012-08-11:12 AM",70.4959
"2012-08-12:12 AM",69.0852
"2012-08-13:12 AM",72.6166
"2012-08-14:12 AM",72.6843
"2012-08-15:12 AM",73.6342
"2012-08-16:12 AM",75.7908
"2012-08-17:12 AM",72.0963
"2012-08-18:12 AM",70.9718
"2012-08-19:12 AM",70.5475
"2012-08-20:12 AM",68.6881
"2012-08-21:12 AM",68.2889
"2012-08-22:12 AM",70.9687
"2012-08-23:12 AM",72.9534
"2012-08-24:12 AM",74.4215
"2012-08-25:12 AM",73.5892
"2012-08-26:12 AM",73.0022
"2012-08-27:12 AM",76.6962
"2012-08-28:12 AM",77.2144
"2012-08-29:12 AM",77.5357
"2012-08-30:12 AM",77.1433
"2012-08-31:12 AM",76.8463
"2012-09-01:12 AM",77.7335
"2012-09-02:12 AM",76.4314
"2012-09-03:12 AM",73.8207
"2012-09-04:12 AM",74.9178
"2012-09-05:12 AM",76.9316
"2012-09-06:12 AM",76.0501
"2012-09-07:12 AM",77.4898
"2012-09-08:12 AM",68.9506
"2012-09-09:12 AM",61.7461
"2012-09-10:12 AM",62.9812
"2012-09-11:12 AM",65.2422
"2012-09-12:12 AM",68.7171
"2012-09-13:12 AM",69.1752
"2012-09-14:12 AM",68.1667
"2012-09-15:12 AM",67.3376
"2012-09-16:12 AM",67.9473
"2012-09-17:12 AM",67.0307
"2012-09-18:12 AM",63.3578
"2012-09-19:12 AM",55.3953
"2012-09-20:12 AM",59.5805
"2012-09-21:12 AM",65.23
"2012-09-22:12 AM",65.4876
"2012-09-23:12 AM",53.9364
"2012-09-24:12 AM",52.6932
"2012-09-25:12 AM",64.8198
"2012-09-26:12 AM",69.9665
"2012-09-27:12 AM",68.9979
"2012-09-28:12 AM",67.1949
"2012-09-29:12 AM",64.3008
"2012-09-30:12 AM",60.3358
"2012-10-01:12 AM",58.4575
"2012-10-02:12 AM",59.1818
"2012-10-03:12 AM",59.8626
"2012-10-04:12 AM",62.4502
"2012-10-05:12 AM",63.7509
"2012-10-06:12 AM",52.5472
"2012-10-07:12 AM",47.793
"2012-10-08:12 AM",46.3752
"2012-10-09:12 AM",46.8633
"2012-10-10:12 AM",53.2877
"2012-10-11:12 AM",48.607
"2012-10-12:12 AM",57.0479
"2012-10-13:12 AM",61.6537
"2012-10-14:12 AM",64.5438
"2012-10-15:12 AM",58.0681
"2012-10-16:12 AM",54.6215
"2012-10-17:12 AM",59.8701
"2012-10-18:12 AM",57.2023
"2012-10-19:12 AM",52.5657
"2012-10-20:12 AM",48.6437
"2012-10-21:12 AM",54.54
"2012-10-22:12 AM",61.9777
"2012-10-23:12 AM",62.4974
"2012-10-24:12 AM",61.8841
"2012-10-25:12 AM",63.4716
"2012-10-26:12 AM",56.4957
"2012-10-27:12 AM",47.5162
"2012-10-28:12 AM",44.8936
"2012-10-29:12 AM",41.8136
"2012-10-30:12 AM",42.0768
"2012-10-31:12 AM",42.2047
"2012-11-01:12 AM",42.0676
"2012-11-02:12 AM",51.6013
"2012-11-03:12 AM",54.8582
"2012-11-04:12 AM",47.9746
"2012-11-05:12 AM",42.3594
"2012-11-06:12 AM",44.9253
"2012-11-07:12 AM",43.8526
"2012-11-08:12 AM",41.324
"2012-11-09:12 AM",46.2956
"2012-11-10:12 AM",53.4227
"2012-11-11:12 AM",56.6602
"2012-11-12:12 AM",51.3311
"2012-11-13:12 AM",37.2807
"2012-11-14:12 AM",38.1826
"2012-11-15:12 AM",40.1436
"2012-11-16:12 AM",40.9613
"2012-11-17:12 AM",42.5707
"2012-11-18:12 AM",44.3077
"2012-11-19:12 AM",45.7788
"2012-11-20:12 AM",50.5602
"2012-11-21:12 AM",52.0592
"2012-11-22:12 AM",49.8763
"2012-11-23:12 AM",49.5426
"2012-11-24:12 AM",32.6703
"2012-11-25:12 AM",36.9698
"2012-11-26:12 AM",44.0155
"2012-11-27:12 AM",41.8377
"2012-11-28:12 AM",34.7054
"2012-11-29:12 AM",38.8445
"2012-11-30:12 AM",44.4664
"2012-12-01:12 AM",52.3431
"2012-12-02:12 AM",57.1649
"2012-12-03:12 AM",60.4569
"2012-12-04:12 AM",60.4618
"2012-12-05:12 AM",52.8598
"2012-12-06:12 AM",49.9923
"2012-12-07:12 AM",54.8611
"2012-12-08:12 AM",57.7139
"2012-12-09:12 AM",60.2607
"2012-12-10:12 AM",49.158
"2012-12-11:12 AM",32.7906
"2012-12-12:12 AM",34.4836
"2012-12-13:12 AM",34.9407
"2012-12-14:12 AM",40.2008
"2012-12-15:12 AM",48.3283
"2012-12-16:12 AM",56.613
"2012-12-17:12 AM",53.802
"2012-12-18:12 AM",44.5503
"2012-12-19:12 AM",49.1626
"2012-12-20:12 AM",47.6109
"2012-12-21:12 AM",31.8733
"2012-12-22:12 AM",31.9348
"2012-12-23:12 AM",41.1422
"2012-12-24:12 AM",47.4039
"2012-12-25:12 AM",41.414
"2012-12-26:12 AM",36.9221
"2012-12-27:12 AM",30.7324
"2012-12-28:12 AM",33.9096
"2012-12-29:12 AM",33.1308
"2012-12-30:12 AM",28.4425
"2012-12-31:12 AM",35.9233
"2013-01-01:12 AM",38.4417
"2013-01-02:12 AM",32.7776
"2013-01-03:12 AM",31.8223
"2013-01-04:12 AM",31.0939
"2013-01-05:12 AM",34.4392
"2013-01-06:12 AM",34.977
"2013-01-07:12 AM",32.6707
"2013-01-08:12 AM",39.8158
"2013-01-09:12 AM",49.3354
"2013-01-10:12 AM",56.6242
"2013-01-11:12 AM",59.8627
"2013-01-12:12 AM",63.7736
"2013-01-13:12 AM",54.765
"2013-01-14:12 AM",34.3108
"2013-01-15:12 AM",33.8533
"2013-01-16:12 AM",35.4328
"2013-01-17:12 AM",34.7657
"2013-01-18:12 AM",31.1407
"2013-01-19:12 AM",38.1105
"2013-01-20:12 AM",39.2059
"2013-01-21:12 AM",31.9896
"2013-01-22:12 AM",25.3569
"2013-01-23:12 AM",31.273
"2013-01-24:12 AM",31.5358
"2013-01-25:12 AM",32.8761
"2013-01-26:12 AM",33.935
"2013-01-27:12 AM",39.177
"2013-01-28:12 AM",48.7906
"2013-01-29:12 AM",57.6826
"2013-01-30:12 AM",55.2915
"2013-01-31:12 AM",33.7422
"2013-02-01:12 AM",23.0803
"2013-02-02:12 AM",30.2193
"2013-02-03:12 AM",33.1986
"2013-02-04:12 AM",35.2825
"2013-02-05:12 AM",43.3585
"2013-02-06:12 AM",43.6622
"2013-02-07:12 AM",48.7143
"2013-02-08:12 AM",42.1891
"2013-02-09:12 AM",37.2412
"2013-02-10:12 AM",46.5849
"2013-02-11:12 AM",47.7378
"2013-02-12:12 AM",43.3512
"2013-02-13:12 AM",40.4109
"2013-02-14:12 AM",41.5494
"2013-02-15:12 AM",41.3836
"2013-02-16:12 AM",31.2152
"2013-02-17:12 AM",30.2112
"2013-02-18:12 AM",40.9122
"2013-02-19:12 AM",38.9199
"2013-02-20:12 AM",31.0564
"2013-02-21:12 AM",35.4918
"2013-02-22:12 AM",44.2884
"2013-02-23:12 AM",41.8111
"2013-02-24:12 AM",38.5785
"2013-02-25:12 AM",43.0551
"2013-02-26:12 AM",44.7663
"2013-02-27:12 AM",38.3752
"2013-02-28:12 AM",34.5603
"2013-03-01:12 AM",34.3216
"2013-03-02:12 AM",31.7471
"2013-03-03:12 AM",28.9663
"2013-03-04:12 AM",38.0588
"2013-03-05:12 AM",45.4465
"2013-03-06:12 AM",32.3024
"2013-03-07:12 AM",33.7858
"2013-03-08:12 AM",35.701
"2013-03-09:12 AM",45.5295
"2013-03-10:12 AM",53.9818
"2013-03-11:12 AM",47.3034
"2013-03-12:12 AM",38.8774
"2013-03-13:12 AM",35.8788
"2013-03-14:12 AM",34.691
"2013-03-15:12 AM",49.4656
"2013-03-16:12 AM",59.0536
"2013-03-17:12 AM",53.8633
"2013-03-18:12 AM",55.0272
"2013-03-19:12 AM",43.0173
"2013-03-20:12 AM",39.508
"2013-03-21:12 AM",30.5101
"2013-03-22:12 AM",35.7105
"2013-03-23:12 AM",43.2855
"2013-03-24:12 AM",45.3823
"2013-03-25:12 AM",32.7722
"2013-03-26:12 AM",33.118
"2013-03-27:12 AM",35.2074
"2013-03-28:12 AM",39.7737
"2013-03-29:12 AM",43.7056
"2013-03-30:12 AM",48.2833
"2013-03-31:12 AM",54.4721
"2013-04-01:12 AM",48.9297
"2013-04-02:12 AM",40.7235
"2013-04-03:12 AM",42.1153
"2013-04-04:12 AM",41.6748
"2013-04-05:12 AM",46.501
"2013-04-06:12 AM",52.448
"2013-04-07:12 AM",57.4318
"2013-04-08:12 AM",60.4432
"2013-04-09:12 AM",64.8833
"2013-04-10:12 AM",68.6401
"2013-04-11:12 AM",63.1794
"2013-04-12:12 AM",51.0309
"2013-04-13:12 AM",49.9095
"2013-04-14:12 AM",56.5192
"2013-04-15:12 AM",60.5962
"2013-04-16:12 AM",66.9292
"2013-04-17:12 AM",69.067
"2013-04-18:12 AM",69.1095
"2013-04-19:12 AM",49.3603
"2013-04-20:12 AM",45.063
"2013-04-21:12 AM",50.0923
"2013-04-22:12 AM",55.5463
"2013-04-23:12 AM",58.6227
"2013-04-24:12 AM",53.2994
"2013-04-25:12 AM",47.2563
"2013-04-26:12 AM",50.8138
"2013-04-27:12 AM",54.6539
"2013-04-28:12 AM",56.9538
"2013-04-29:12 AM",58.5221
"2013-04-30:12 AM",62.55
"2013-05-01:12 AM",65.4631
"2013-05-02:12 AM",63.2725
"2013-05-03:12 AM",59.2579
"2013-05-04:12 AM",48.6052
"2013-05-05:12 AM",48.6406
"2013-05-06:12 AM",53.4814
"2013-05-07:12 AM",56.2651
"2013-05-08:12 AM",61.3659
"2013-05-09:12 AM",65.0754
"2013-05-10:12 AM",64.344
"2013-05-11:12 AM",61.2297
"2013-05-12:12 AM",52.6874
"2013-05-13:12 AM",51.6902
"2013-05-14:12 AM",61.1258
"2013-05-15:12 AM",68.56
"2013-05-16:12 AM",68.5591
"2013-05-17:12 AM",64.8649
"2013-05-18:12 AM",69.6747
"2013-05-19:12 AM",71.9562
"2013-05-20:12 AM",73.7946
"2013-05-21:12 AM",74.2696
"2013-05-22:12 AM",70.3029
"2013-05-23:12 AM",67.505
"2013-05-24:12 AM",58.9068
"2013-05-25:12 AM",59.4892
"2013-05-26:12 AM",64.4191
"2013-05-27:12 AM",69.4225
"2013-05-28:12 AM",72.9477
"2013-05-29:12 AM",73.3059
"2013-05-30:12 AM",72.9876
"2013-05-31:12 AM",73.5872
"2013-06-01:12 AM",74.6112
"2013-06-02:12 AM",69.687
"2013-06-03:12 AM",67.1452
"2013-06-04:12 AM",68.7571
"2013-06-05:12 AM",71.0627
"2013-06-06:12 AM",71.4081
"2013-06-07:12 AM",68.5602
"2013-06-08:12 AM",69.04
"2013-06-09:12 AM",69.964
"2013-06-10:12 AM",72.5589
"2013-06-11:12 AM",75.2173
"2013-06-12:12 AM",78.8522
"2013-06-13:12 AM",77.2392
"2013-06-14:12 AM",70.7094
"2013-06-15:12 AM",71.3478
"2013-06-16:12 AM",73.8801
"2013-06-17:12 AM",74.1846
"2013-06-18:12 AM",71.6736
"2013-06-19:12 AM",73.2915
"2013-06-20:12 AM",74.3695
"2013-06-21:12 AM",74.7439
"2013-06-22:12 AM",75.5987
"2013-06-23:12 AM",74.9896
"2013-06-24:12 AM",75.6189
"2013-06-25:12 AM",76.815
"2013-06-26:12 AM",78.3892
"2013-06-27:12 AM",79.8237
"2013-06-28:12 AM",74.9574
"2013-06-29:12 AM",73.4652
"2013-06-30:12 AM",71.1426
"2013-07-01:12 AM",69.1911
"2013-07-02:12 AM",70.0795
"2013-07-03:12 AM",70.0219
"2013-07-04:12 AM",70.3387
"2013-07-05:12 AM",71.8849
"2013-07-06:12 AM",71.9532
"2013-07-07:12 AM",74.0394
"2013-07-08:12 AM",77.151
"2013-07-09:12 AM",78.4841
"2013-07-10:12 AM",79.5407
"2013-07-11:12 AM",77.3672
"2013-07-12:12 AM",72.0786
"2013-07-13:12 AM",70.2792
"2013-07-14:12 AM",73.7026
"2013-07-15:12 AM",76.8756
"2013-07-16:12 AM",78.6828
"2013-07-17:12 AM",79.3684
"2013-07-18:12 AM",79.8201
"2013-07-19:12 AM",78.3538
"2013-07-20:12 AM",78.2368
"2013-07-21:12 AM",76.2123
"2013-07-22:12 AM",74.3432
"2013-07-23:12 AM",76.9476
"2013-07-24:12 AM",76.143
"2013-07-25:12 AM",71.0236
"2013-07-26:12 AM",70.8951
"2013-07-27:12 AM",72.9979
"2013-07-28:12 AM",69.3433
"2013-07-29:12 AM",68.6989
"2013-07-30:12 AM",69.8452
"2013-07-31:12 AM",71.289
"2013-08-01:12 AM",74.1873
"2013-08-02:12 AM",72.5869
"2013-08-03:12 AM",73.7906
"2013-08-04:12 AM",74.0214
"2013-08-05:12 AM",70.9857
"2013-08-06:12 AM",74.4516
"2013-08-07:12 AM",75.6714
"2013-08-08:12 AM",76.851
"2013-08-09:12 AM",77.5603
"2013-08-10:12 AM",76.2116
"2013-08-11:12 AM",75.1217
"2013-08-12:12 AM",75.2952
"2013-08-13:12 AM",74.5678
"2013-08-14:12 AM",67.6026
"2013-08-15:12 AM",65.1654
"2013-08-16:12 AM",67.1905
"2013-08-17:12 AM",67.329
"2013-08-18:12 AM",67.9928
"2013-08-19:12 AM",70.0538
"2013-08-20:12 AM",71.7899
"2013-08-21:12 AM",73.2753
"2013-08-22:12 AM",74.8324
"2013-08-23:12 AM",74.9503
"2013-08-24:12 AM",73.9287
"2013-08-25:12 AM",72.7641
"2013-08-26:12 AM",71.8396
"2013-08-27:12 AM",72.0318
"2013-08-28:12 AM",75.0438
"2013-08-29:12 AM",77.1737
"2013-08-30:12 AM",77.1827
"2013-08-31:12 AM",78.3133
"2013-09-01:12 AM",77.3805
"2013-09-02:12 AM",75.722
"2013-09-03:12 AM",71.9393
"2013-09-04:12 AM",68.8577
"2013-09-05:12 AM",67.7878
"2013-09-06:12 AM",69.1277
"2013-09-07:12 AM",70.2345
"2013-09-08:12 AM",72.8004
"2013-09-09:12 AM",75.5537
"2013-09-10:12 AM",75.2857
"2013-09-11:12 AM",73.6855
"2013-09-12:12 AM",74.0527
"2013-09-13:12 AM",66.4401
"2013-09-14:12 AM",58.7194
"2013-09-15:12 AM",61.5843
"2013-09-16:12 AM",67.1481
"2013-09-17:12 AM",68.1859
"2013-09-18:12 AM",69.0604
"2013-09-19:12 AM",71.2963
"2013-09-20:12 AM",71.9724
"2013-09-21:12 AM",65.2861
"2013-09-22:12 AM",58.8823
"2013-09-23:12 AM",60.3066
"2013-09-24:12 AM",64.65
"2013-09-25:12 AM",65.8913
"2013-09-26:12 AM",65.0964
"2013-09-27:12 AM",63.896
"2013-09-28:12 AM",64.2398
"2013-09-29:12 AM",62.0377
"2013-09-30:12 AM",61.6595
"2013-10-01:12 AM",64.9053
"2013-10-02:12 AM",67.692
"2013-10-03:12 AM",69.5206
"2013-10-04:12 AM",69.8211
"2013-10-05:12 AM",71.2272
"2013-10-06:12 AM",65.3625
"2013-10-07:12 AM",54.621
"2013-10-08:12 AM",54.4672
"2013-10-09:12 AM",59.7162
"2013-10-10:12 AM",61.4764
"2013-10-11:12 AM",61.5906
"2013-10-12:12 AM",61.239
"2013-10-13:12 AM",62.9753
"2013-10-14:12 AM",63.7803
"2013-10-15:12 AM",64.5307
"2013-10-16:12 AM",60.2344
"2013-10-17:12 AM",56.7892
"2013-10-18:12 AM",51.1819
"2013-10-19:12 AM",50.1816
"2013-10-20:12 AM",44.6027
"2013-10-21:12 AM",50.454
"2013-10-22:12 AM",51.8086
"2013-10-23:12 AM",44.8873
"2013-10-24:12 AM",43.2565
"2013-10-25:12 AM",35.3811
"2013-10-26:12 AM",42.2366
"2013-10-27:12 AM",52.6631
"2013-10-28:12 AM",56.6982
"2013-10-29:12 AM",57.9783
"2013-10-30:12 AM",64.1615
"2013-10-31:12 AM",63.8071
"2013-11-01:12 AM",58.4542
"2013-11-02:12 AM",50.1334
"2013-11-03:12 AM",44.0499
"2013-11-04:12 AM",47.7606
"2013-11-05:12 AM",51.7696
"2013-11-06:12 AM",56.7975
"2013-11-07:12 AM",45.8557
"2013-11-08:12 AM",40.6436
"2013-11-09:12 AM",44.8475
"2013-11-10:12 AM",47.3407
"2013-11-11:12 AM",45.8384
"2013-11-12:12 AM",40.1545
"2013-11-13:12 AM",30.3958
"2013-11-14:12 AM",35.908
"2013-11-15:12 AM",42.6985
"2013-11-16:12 AM",53.8488
"2013-11-17:12 AM",62.2144
"2013-11-18:12 AM",52.3625
"2013-11-19:12 AM",41.1391
"2013-11-20:12 AM",42.2569
"2013-11-21:12 AM",50.3856
"2013-11-22:12 AM",54.2557
"2013-11-23:12 AM",40.6456
"2013-11-24:12 AM",26.8333
"2013-11-25:12 AM",31.5919
"2013-11-26:12 AM",34.6235
"2013-11-27:12 AM",27.3371
"2013-11-28:12 AM",27.5169
"2013-11-29:12 AM",32.2362
"2013-11-30:12 AM",37.3159
"2013-12-01:12 AM",41.95
"2013-12-02:12 AM",47.9149
"2013-12-03:12 AM",51.4414
"2013-12-04:12 AM",59.7115
"2013-12-05:12 AM",56.8888
"2013-12-06:12 AM",39.6446
"2013-12-07:12 AM",30.0396
"2013-12-08:12 AM",36.27
"2013-12-09:12 AM",36.2763
"2013-12-10:12 AM",29.7903
"2013-12-11:12 AM",31.4524
"2013-12-12:12 AM",27.19
"2013-12-13:12 AM",33.4411
"2013-12-14:12 AM",39.4734
"2013-12-15:12 AM",31.6951
"2013-12-16:12 AM",36.2712
"2013-12-17:12 AM",41.0855
"2013-12-18:12 AM",36.1177
"2013-12-19:12 AM",44.4474
"2013-12-20:12 AM",52.6422
"2013-12-21:12 AM",61.7589
"2013-12-22:12 AM",55.8284
"2013-12-23:12 AM",37.3343
"2013-12-24:12 AM",26.8594
"2013-12-25:12 AM",29.8479
"2013-12-26:12 AM",31.471
"2013-12-27:12 AM",33.3327
"2013-12-28:12 AM",37.2729
"2013-12-29:12 AM",40.3252
"2013-12-30:12 AM",33.4053
"2013-12-31:12 AM",30.3994
"2014-01-01:12 AM",34.6842
"2014-01-02:12 AM",32.7958
"2014-01-03:12 AM",20.1346
"2014-01-04:12 AM",29.5705
"2014-01-05:12 AM",37.8968
"2014-01-06:12 AM",10.9256
"2014-01-07:12 AM",8.6576
"2014-01-08:12 AM",23.3101
"2014-01-09:12 AM",33.0935
"2014-01-10:12 AM",43.3204
"2014-01-11:12 AM",48.3993
"2014-01-12:12 AM",40.8276
"2014-01-13:12 AM",45.1528
"2014-01-14:12 AM",43.5004
"2014-01-15:12 AM",32.8512
"2014-01-16:12 AM",31.4578
"2014-01-17:12 AM",30.0403
"2014-01-18:12 AM",29.3607
"2014-01-19:12 AM",33.9638
"2014-01-20:12 AM",39.5164
"2014-01-21:12 AM",31.0593
"2014-01-22:12 AM",19.996
"2014-01-23:12 AM",18.1177
"2014-01-24:12 AM",14.2558
"2014-01-25:12 AM",28.7548
"2014-01-26:12 AM",35.2972
"2014-01-27:12 AM",29.7466
"2014-01-28:12 AM",17.4072
"2014-01-29:12 AM",14.3825
"2014-01-30:12 AM",21.8538
"2014-01-31:12 AM",33.6582
"2014-02-01:12 AM",44.0629
"2014-02-02:12 AM",43.1971
"2014-02-03:12 AM",33.0525
"2014-02-04:12 AM",37.0693
"2014-02-05:12 AM",33.49
"2014-02-06:12 AM",25.3827
"2014-02-07:12 AM",23.5791
"2014-02-08:12 AM",29.8231
"2014-02-09:12 AM",33.4861
"2014-02-10:12 AM",28.2535
"2014-02-11:12 AM",25.4313
"2014-02-12:12 AM",29.6487
"2014-02-13:12 AM",31.3025
"2014-02-14:12 AM",37.0107
"2014-02-15:12 AM",26.5611
"2014-02-16:12 AM",36.2512
"2014-02-17:12 AM",42.1871
"2014-02-18:12 AM",44.6812
"2014-02-19:12 AM",56.4741
"2014-02-20:12 AM",60.0633
"2014-02-21:12 AM",44.6526
"2014-02-22:12 AM",44.4186
"2014-02-23:12 AM",46.794
"2014-02-24:12 AM",36.2934
"2014-02-25:12 AM",36.5209
"2014-02-26:12 AM",27.5326
"2014-02-27:12 AM",26.7501
"2014-02-28:12 AM",32.1958
"2014-03-01:12 AM",44.4411
"2014-03-02:12 AM",48.4165
"2014-03-03:12 AM",25.4194
"2014-03-04:12 AM",26.2713
"2014-03-05:12 AM",32.9068
"2014-03-06:12 AM",37.1608
"2014-03-07:12 AM",41.7699
"2014-03-08:12 AM",47.9984
"2014-03-09:12 AM",45.3175
"2014-03-10:12 AM",47.9512
"2014-03-11:12 AM",57.1345
"2014-03-12:12 AM",49.0674
"2014-03-13:12 AM",35.253
"2014-03-14:12 AM",45.8697
"2014-03-15:12 AM",51.2827
"2014-03-16:12 AM",48.6309
"2014-03-17:12 AM",36.4699
"2014-03-18:12 AM",41.8275
"2014-03-19:12 AM",49.0887
"2014-03-20:12 AM",44.4571
"2014-03-21:12 AM",49.2822
"2014-03-22:12 AM",52.7475
"2014-03-23:12 AM",42.631
"2014-03-24:12 AM",37.2353
"2014-03-25:12 AM",34.5025
"2014-03-26:12 AM",31.6576
"2014-03-27:12 AM",44.5525
"2014-03-28:12 AM",55.9274
"2014-03-29:12 AM",49.037
"2014-03-30:12 AM",41.2896
"2014-03-31:12 AM",49.1554
"2014-04-01:12 AM",60.7021
"2014-04-02:12 AM",64.1597
"2014-04-03:12 AM",65.5223
