"DateTime","(deg F) Mean Temperature (CFSR) at Vermont, 2010-01-01 to 2019-03-14"
"2012-02-15:12 AM",29.4154
"2012-02-16:12 AM",30.3022
"2012-02-17:12 AM",32.3998
"2012-02-18:12 AM",29.368
"2012-02-19:12 AM",25.4543
"2012-02-20:12 AM",22.2444
"2012-02-21:12 AM",26.3394
"2012-02-22:12 AM",33.7757
"2012-02-23:12 AM",33.0845
"2012-02-24:12 AM",30.1509
"2012-02-25:12 AM",25.1247
"2012-02-26:12 AM",14.6685
"2012-02-27:12 AM",21.8403
"2012-02-28:12 AM",24.0814
"2012-02-29:12 AM",23.032
"2012-03-01:12 AM",23.1732
"2012-03-02:12 AM",24.0615
"2012-03-03:12 AM",29.946
"2012-03-04:12 AM",26.4664
"2012-03-05:12 AM",14.7965
"2012-03-06:12 AM",16.1244
"2012-03-07:12 AM",31.7462
"2012-03-08:12 AM",44.8365
"2012-03-09:12 AM",29.4985
"2012-03-10:12 AM",24.8839
"2012-03-11:12 AM",31.4485
"2012-03-12:12 AM",40.9109
"2012-03-13:12 AM",46.5238
"2012-03-14:12 AM",42.1968
"2012-03-15:12 AM",38.9923
"2012-03-16:12 AM",39.2142
"2012-03-17:12 AM",43.2669
"2012-03-18:12 AM",50.974
"2012-03-19:12 AM",55.1341
"2012-03-20:12 AM",55.1572
"2012-03-21:12 AM",58.0725
"2012-03-22:12 AM",58.8265
"2012-03-23:12 AM",51.5359
"2012-03-24:12 AM",44.467
"2012-03-25:12 AM",43.6428
"2012-03-26:12 AM",30.8865
"2012-03-27:12 AM",24.9967
"2012-03-28:12 AM",34.185
"2012-03-29:12 AM",34.7009
"2012-03-30:12 AM",29.9619
"2012-03-31:12 AM",33.6157
"2012-04-01:12 AM",35.5653
"2012-04-02:12 AM",34.0158
"2012-04-03:12 AM",34.4784
"2012-04-04:12 AM",37.7958
"2012-04-05:12 AM",33.5361
"2012-04-06:12 AM",33.6657
"2012-04-07:12 AM",34.6525
"2012-04-08:12 AM",36.5866
"2012-04-09:12 AM",38.3
"2012-04-10:12 AM",39.2018
"2012-04-11:12 AM",38.3421
"2012-04-12:12 AM",39.1548
"2012-04-13:12 AM",42.4558
"2012-04-14:12 AM",46.8356
"2012-04-15:12 AM",54.6015
"2012-04-16:12 AM",65.3607
"2012-04-17:12 AM",56.6274
"2012-04-18:12 AM",41.1006
"2012-04-19:12 AM",48.7278
"2012-04-20:12 AM",57.3136
"2012-04-21:12 AM",52.7526
"2012-04-22:12 AM",36.6186
"2012-04-23:12 AM",38.8818
"2012-04-24:12 AM",41.2086
"2012-04-25:12 AM",39.4079
"2012-04-26:12 AM",42.0103
"2012-04-27:12 AM",36.8157
"2012-04-28:12 AM",32.5994
"2012-04-29:12 AM",34.8211
"2012-04-30:12 AM",40.3207
"2012-05-01:12 AM",41.8759
"2012-05-02:12 AM",44.8831
"2012-05-03:12 AM",48.7155
"2012-05-04:12 AM",52.2111
"2012-05-05:12 AM",49.2328
"2012-05-06:12 AM",47.6821
"2012-05-07:12 AM",51.8743
"2012-05-08:12 AM",48.2115
"2012-05-09:12 AM",55.1403
"2012-05-10:12 AM",48.7189
"2012-05-11:12 AM",47.1254
"2012-05-12:12 AM",52.623
"2012-05-13:12 AM",56.0755
"2012-05-14:12 AM",57.664
"2012-05-15:12 AM",56.8463
"2012-05-16:12 AM",60.7424
"2012-05-17:12 AM",49.9312
"2012-05-18:12 AM",51.6133
"2012-05-19:12 AM",59.4878
"2012-05-20:12 AM",66.5866
"2012-05-21:12 AM",64.153
"2012-05-22:12 AM",62.0469
"2012-05-23:12 AM",62.499
"2012-05-24:12 AM",64.8403
"2012-05-25:12 AM",65.1177
"2012-05-26:12 AM",67.5975
"2012-05-27:12 AM",62.6527
"2012-05-28:12 AM",65.6874
"2012-05-29:12 AM",69.4836
"2012-05-30:12 AM",65.2849
"2012-05-31:12 AM",58.3974
"2012-06-01:12 AM",57.0286
"2012-06-02:12 AM",50.1669
"2012-06-03:12 AM",54.1423
"2012-06-04:12 AM",48.198
"2012-06-05:12 AM",52.1559
"2012-06-06:12 AM",53.7195
"2012-06-07:12 AM",55.5526
"2012-06-08:12 AM",60.2236
"2012-06-09:12 AM",58.7687
"2012-06-10:12 AM",62.7804
"2012-06-11:12 AM",66.6208
"2012-06-12:12 AM",64.3856
"2012-06-13:12 AM",61.6514
"2012-06-14:12 AM",59.4172
"2012-06-15:12 AM",61.4763
"2012-06-16:12 AM",64.8446
"2012-06-17:12 AM",62.5428
"2012-06-18:12 AM",60.8358
"2012-06-19:12 AM",65.8067
"2012-06-20:12 AM",76.8605
"2012-06-21:12 AM",77.5243
"2012-06-22:12 AM",72.4001
"2012-06-23:12 AM",64.8527
"2012-06-24:12 AM",63.4316
"2012-06-25:12 AM",58.0131
"2012-06-26:12 AM",54.7245
"2012-06-27:12 AM",56.638
"2012-06-28:12 AM",64.1761
"2012-06-29:12 AM",71.2843
"2012-06-30:12 AM",70.7441
"2012-07-01:12 AM",68.272
"2012-07-02:12 AM",64.4929
"2012-07-03:12 AM",65.1274
"2012-07-04:12 AM",69.1621
"2012-07-05:12 AM",66.0798
"2012-07-06:12 AM",70.0736
"2012-07-07:12 AM",69.8002
"2012-07-08:12 AM",65.6811
"2012-07-09:12 AM",60.6654
"2012-07-10:12 AM",61.6919
"2012-07-11:12 AM",65.7273
"2012-07-12:12 AM",70.4881
"2012-07-13:12 AM",72.261
"2012-07-14:12 AM",73.1721
"2012-07-15:12 AM",71.9713
"2012-07-16:12 AM",69.7712
"2012-07-17:12 AM",74.4238
"2012-07-18:12 AM",70.2547
"2012-07-19:12 AM",62.0951
"2012-07-20:12 AM",62.3005
"2012-07-21:12 AM",63.1812
"2012-07-22:12 AM",70.0621
"2012-07-23:12 AM",71.4394
"2012-07-24:12 AM",67.1482
"2012-07-25:12 AM",61.7598
"2012-07-26:12 AM",63.187
"2012-07-27:12 AM",67.1868
"2012-07-28:12 AM",65.397
"2012-07-29:12 AM",65.3124
"2012-07-30:12 AM",67.0766
"2012-07-31:12 AM",69.6558
"2012-08-01:12 AM",67.177
"2012-08-02:12 AM",70.4982
"2012-08-03:12 AM",72.4678
"2012-08-04:12 AM",74.1315
"2012-08-05:12 AM",74.5117
"2012-08-06:12 AM",65.5095
"2012-08-07:12 AM",63.7725
"2012-08-08:12 AM",67.5189
"2012-08-09:12 AM",70.8046
"2012-08-10:12 AM",67.8542
"2012-08-11:12 AM",67.8205
"2012-08-12:12 AM",70.3886
"2012-08-13:12 AM",67.2777
"2012-08-14:12 AM",67.1914
"2012-08-15:12 AM",65.7374
"2012-08-16:12 AM",64.8919
"2012-08-17:12 AM",67.9251
"2012-08-18:12 AM",60.4927
"2012-08-19:12 AM",57.7056
"2012-08-20:12 AM",60.8925
"2012-08-21:12 AM",60.3714
"2012-08-22:12 AM",61.6986
"2012-08-23:12 AM",64.2488
"2012-08-24:12 AM",66.7452
"2012-08-25:12 AM",68.9484
"2012-08-26:12 AM",69.2524
"2012-08-27:12 AM",68.3454
"2012-08-28:12 AM",66.1222
"2012-08-29:12 AM",56.2332
"2012-08-30:12 AM",62.0773
"2012-08-31:12 AM",66.4864
"2012-09-01:12 AM",64.9845
"2012-09-02:12 AM",61.4874
"2012-09-03:12 AM",61.0371
"2012-09-04:12 AM",63.8474
"2012-09-05:12 AM",62.7778
"2012-09-06:12 AM",65.3819
"2012-09-07:12 AM",65.7648
"2012-09-08:12 AM",68.7124
"2012-09-09:12 AM",57.5062
"2012-09-10:12 AM",48.8719
"2012-09-11:12 AM",49.8945
"2012-09-12:12 AM",58.9881
"2012-09-13:12 AM",63.2147
"2012-09-14:12 AM",65.6334
"2012-09-15:12 AM",55.3098
"2012-09-16:12 AM",47.2647
"2012-09-17:12 AM",54.0898
"2012-09-18:12 AM",59.4945
"2012-09-19:12 AM",52.6986
"2012-09-20:12 AM",48.1487
"2012-09-21:12 AM",54.1341
"2012-09-22:12 AM",56.8708
"2012-09-23:12 AM",52.1082
"2012-09-24:12 AM",46.1185
"2012-09-25:12 AM",52.0617
"2012-09-26:12 AM",55.4799
"2012-09-27:12 AM",50.1438
"2012-09-28:12 AM",44.0442
"2012-09-29:12 AM",47.6758
"2012-09-30:12 AM",49.2112
"2012-10-01:12 AM",49.9343
"2012-10-02:12 AM",55.5242
"2012-10-03:12 AM",57.2178
"2012-10-04:12 AM",58.9986
"2012-10-05:12 AM",58.4724
"2012-10-06:12 AM",54.3868
"2012-10-07:12 AM",43.5951
"2012-10-08:12 AM",40.3056
"2012-10-09:12 AM",41.2138
"2012-10-10:12 AM",46.0416
"2012-10-11:12 AM",41.0724
"2012-10-12:12 AM",37.9792
"2012-10-13:12 AM",34.4556
"2012-10-14:12 AM",42.4983
"2012-10-15:12 AM",54.3938
"2012-10-16:12 AM",42.0537
"2012-10-17:12 AM",40.7674
"2012-10-18:12 AM",48.1843
"2012-10-19:12 AM",51.0953
"2012-10-20:12 AM",56.0725
"2012-10-21:12 AM",45.8812
"2012-10-22:12 AM",45.7486
"2012-10-23:12 AM",45.4973
"2012-10-24:12 AM",42.6157
"2012-10-25:12 AM",46.6498
"2012-10-26:12 AM",53.3874
"2012-10-27:12 AM",51.0802
"2012-10-28:12 AM",50.171
"2012-10-29:12 AM",50.2788
"2012-10-30:12 AM",56.6506
"2012-10-31:12 AM",49.8135
"2012-11-01:12 AM",41.8287
"2012-11-02:12 AM",39.4387
"2012-11-03:12 AM",35.8792
"2012-11-04:12 AM",34.3398
"2012-11-05:12 AM",30.0313
"2012-11-06:12 AM",27.3555
"2012-11-07:12 AM",28.9783
"2012-11-08:12 AM",30.7674
"2012-11-09:12 AM",31.8988
"2012-11-10:12 AM",34.1992
"2012-11-11:12 AM",40.879
"2012-11-12:12 AM",50.1868
"2012-11-13:12 AM",42.1738
"2012-11-14:12 AM",30.8356
"2012-11-15:12 AM",30.0967
"2012-11-16:12 AM",29.5228
"2012-11-17:12 AM",29.4442
"2012-11-18:12 AM",29.5426
"2012-11-19:12 AM",31.3387
"2012-11-20:12 AM",32.8005
"2012-11-21:12 AM",34.0169
"2012-11-22:12 AM",35.2265
"2012-11-23:12 AM",38.5176
"2012-11-24:12 AM",32.1638
"2012-11-25:12 AM",24.9591
"2012-11-26:12 AM",25.8966
"2012-11-27:12 AM",26.9992
"2012-11-28:12 AM",26.7688
"2012-11-29:12 AM",27.1161
"2012-11-30:12 AM",16.8499
"2012-12-01:12 AM",21.0349
"2012-12-02:12 AM",33.5311
"2012-12-03:12 AM",35.5791
"2012-12-04:12 AM",37.7586
"2012-12-05:12 AM",36.8587
"2012-12-06:12 AM",26.1259
"2012-12-07:12 AM",29.5821
"2012-12-08:12 AM",33.7906
"2012-12-09:12 AM",32.1548
"2012-12-10:12 AM",35.3309
"2012-12-11:12 AM",30.0931
"2012-12-12:12 AM",27.6634
"2012-12-13:12 AM",29.4861
"2012-12-14:12 AM",30.9358
"2012-12-15:12 AM",26.285
"2012-12-16:12 AM",25.9495
"2012-12-17:12 AM",26.5348
"2012-12-18:12 AM",31.7356
"2012-12-19:12 AM",31.7676
"2012-12-20:12 AM",29.3319
"2012-12-21:12 AM",34.144
"2012-12-22:12 AM",25.5452
"2012-12-23:12 AM",21.2814
"2012-12-24:12 AM",23.0815
"2012-12-25:12 AM",21.1039
"2012-12-26:12 AM",18.2347
"2012-12-27:12 AM",23.4478
"2012-12-28:12 AM",19.6077
"2012-12-29:12 AM",18.4273
"2012-12-30:12 AM",10.8624
"2012-12-31:12 AM",18.0867
"2013-01-01:12 AM",15.6506
"2013-01-02:12 AM",2.3626
"2013-01-03:12 AM",-1.3535
"2013-01-04:12 AM",20.9667
"2013-01-05:12 AM",18.3279
"2013-01-06:12 AM",24.4891
"2013-01-07:12 AM",19.1568
"2013-01-08:12 AM",22.8333
"2013-01-09:12 AM",27.9577
"2013-01-10:12 AM",29.6028
"2013-01-11:12 AM",26.8754
"2013-01-12:12 AM",33.6092
"2013-01-13:12 AM",35.7953
"2013-01-14:12 AM",36.7936
"2013-01-15:12 AM",28.9967
"2013-01-16:12 AM",26.688
"2013-01-17:12 AM",22.2246
"2013-01-18:12 AM",6.9636
"2013-01-19:12 AM",24.0996
"2013-01-20:12 AM",26.8669
"2013-01-21:12 AM",12.189
"2013-01-22:12 AM",8.7924
"2013-01-23:12 AM",-5.1682
"2013-01-24:12 AM",-8.0968
"2013-01-25:12 AM",-1.4849
"2013-01-26:12 AM",1.857
"2013-01-27:12 AM",3.8966
"2013-01-28:12 AM",12.915
"2013-01-29:12 AM",21.4417
"2013-01-30:12 AM",35.5888
"2013-01-31:12 AM",34.2149
"2013-02-01:12 AM",16.1319
"2013-02-02:12 AM",13.0446
"2013-02-03:12 AM",13.2742
"2013-02-04:12 AM",13.1401
"2013-02-05:12 AM",9.0588
"2013-02-06:12 AM",15.5071
"2013-02-07:12 AM",4.9078
"2013-02-08:12 AM",14.2376
"2013-02-09:12 AM",9.0336
"2013-02-10:12 AM",8.6166
"2013-02-11:12 AM",24.2571
"2013-02-12:12 AM",28.7076
"2013-02-13:12 AM",26.6662
"2013-02-14:12 AM",25.545
"2013-02-15:12 AM",29.561
"2013-02-16:12 AM",24.163
"2013-02-17:12 AM",12.7609
"2013-02-18:12 AM",9.1522
"2013-02-19:12 AM",21.9425
"2013-02-20:12 AM",23.0871
"2013-02-21:12 AM",13.383
"2013-02-22:12 AM",21.4511
"2013-02-23:12 AM",27.8458
"2013-02-24:12 AM",29.7644
"2013-02-25:12 AM",25.507
"2013-02-26:12 AM",26.0017
"2013-02-27:12 AM",30.0229
"2013-02-28:12 AM",29.0523
"2013-03-01:12 AM",29.2053
"2013-03-02:12 AM",27.2439
"2013-03-03:12 AM",24.1803
"2013-03-04:12 AM",21.1183
"2013-03-05:12 AM",25.255
"2013-03-06:12 AM",29.3248
"2013-03-07:12 AM",26.6027
"2013-03-08:12 AM",27.792
"2013-03-09:12 AM",30.1269
"2013-03-10:12 AM",32.5317
"2013-03-11:12 AM",35.7715
"2013-03-12:12 AM",37.8288
"2013-03-13:12 AM",32.2043
"2013-03-14:12 AM",21.5179
"2013-03-15:12 AM",21.5087
"2013-03-16:12 AM",21.0915
"2013-03-17:12 AM",17.195
"2013-03-18:12 AM",18.7781
"2013-03-19:12 AM",25.0099
"2013-03-20:12 AM",23.419
"2013-03-21:12 AM",21.6171
"2013-03-22:12 AM",20.7556
"2013-03-23:12 AM",25.2952
"2013-03-24:12 AM",27.4854
"2013-03-25:12 AM",29.4867
"2013-03-26:12 AM",30.6439
"2013-03-27:12 AM",33.3721
"2013-03-28:12 AM",34.2914
"2013-03-29:12 AM",35.2947
"2013-03-30:12 AM",35.1934
"2013-03-31:12 AM",37.7386
"2013-04-01:12 AM",34.0882
"2013-04-02:12 AM",24.4386
"2013-04-03:12 AM",25.4836
"2013-04-04:12 AM",31.5397
"2013-04-05:12 AM",35.3793
"2013-04-06:12 AM",25.7254
"2013-04-07:12 AM",37.9935
"2013-04-08:12 AM",41.5443
"2013-04-09:12 AM",43.6608
"2013-04-10:12 AM",42.3514
"2013-04-11:12 AM",34.9243
"2013-04-12:12 AM",29.6213
"2013-04-13:12 AM",36.6021
"2013-04-14:12 AM",34.8665
"2013-04-15:12 AM",39.511
"2013-04-16:12 AM",47.8242
"2013-04-17:12 AM",42.4762
"2013-04-18:12 AM",45.2462
"2013-04-19:12 AM",56.6733
"2013-04-20:12 AM",39.5866
"2013-04-21:12 AM",32.1001
"2013-04-22:12 AM",36.7698
"2013-04-23:12 AM",37.2243
"2013-04-24:12 AM",48.7177
"2013-04-25:12 AM",44.2272
"2013-04-26:12 AM",42.2015
"2013-04-27:12 AM",43.3747
"2013-04-28:12 AM",50.0682
"2013-04-29:12 AM",52.0808
"2013-04-30:12 AM",53.6049
"2013-05-01:12 AM",56.3153
"2013-05-02:12 AM",59.5063
"2013-05-03:12 AM",52.9632
"2013-05-04:12 AM",55.3768
"2013-05-05:12 AM",55.6808
"2013-05-06:12 AM",57.1753
"2013-05-07:12 AM",60.7885
"2013-05-08:12 AM",62.0163
"2013-05-09:12 AM",59.0389
"2013-05-10:12 AM",58.3817
"2013-05-11:12 AM",57.6289
"2013-05-12:12 AM",48.3953
"2013-05-13:12 AM",39.4614
"2013-05-14:12 AM",40.5412
"2013-05-15:12 AM",45.9819
"2013-05-16:12 AM",54.5479
"2013-05-17:12 AM",49.2935
"2013-05-18:12 AM",54.1099
"2013-05-19:12 AM",52.8951
"2013-05-20:12 AM",58.0458
"2013-05-21:12 AM",60.8913
"2013-05-22:12 AM",59.7447
"2013-05-23:12 AM",64.3915
"2013-05-24:12 AM",49.0867
"2013-05-25:12 AM",35.3266
"2013-05-26:12 AM",37.6966
"2013-05-27:12 AM",46.0809
"2013-05-28:12 AM",53.0546
"2013-05-29:12 AM",56.3124
"2013-05-30:12 AM",68.1357
"2013-05-31:12 AM",72.9381
"2013-06-01:12 AM",74.0502
"2013-06-02:12 AM",73.2441
"2013-06-03:12 AM",59.5249
"2013-06-04:12 AM",50.1865
"2013-06-05:12 AM",53.3973
"2013-06-06:12 AM",55.1613
"2013-06-07:12 AM",49.3727
"2013-06-08:12 AM",53.3104
"2013-06-09:12 AM",59.8631
"2013-06-10:12 AM",59.2185
"2013-06-11:12 AM",53.9292
"2013-06-12:12 AM",55.0593
"2013-06-13:12 AM",53.3453
"2013-06-14:12 AM",58.4649
"2013-06-15:12 AM",57.7792
"2013-06-16:12 AM",58.3614
"2013-06-17:12 AM",60.8108
"2013-06-18:12 AM",54.7552
"2013-06-19:12 AM",53.9287
"2013-06-20:12 AM",56.7104
"2013-06-21:12 AM",62.0308
"2013-06-22:12 AM",65.5565
"2013-06-23:12 AM",69.7741
"2013-06-24:12 AM",73.4943
"2013-06-25:12 AM",70.2356
"2013-06-26:12 AM",67.014
"2013-06-27:12 AM",68.8266
"2013-06-28:12 AM",60.6866
"2013-06-29:12 AM",64.0386
"2013-06-30:12 AM",67.2631
"2013-07-01:12 AM",63.972
"2013-07-02:12 AM",67.4911
"2013-07-03:12 AM",71.5739
"2013-07-04:12 AM",74.7804
"2013-07-05:12 AM",74.0291
"2013-07-06:12 AM",73.8723
"2013-07-07:12 AM",69.2803
"2013-07-08:12 AM",69.4071
"2013-07-09:12 AM",69.2503
"2013-07-10:12 AM",69.8536
"2013-07-11:12 AM",69.6909
"2013-07-12:12 AM",65.4339
"2013-07-13:12 AM",66.0328
"2013-07-14:12 AM",71.1388
"2013-07-15:12 AM",73.9049
"2013-07-16:12 AM",73.3183
"2013-07-17:12 AM",75.4534
"2013-07-18:12 AM",75.2445
"2013-07-19:12 AM",78.5163
"2013-07-20:12 AM",72.0734
"2013-07-21:12 AM",63.7732
"2013-07-22:12 AM",64.7422
"2013-07-23:12 AM",65.9028
"2013-07-24:12 AM",61.5094
"2013-07-25:12 AM",56.6622
"2013-07-26:12 AM",61.0488
"2013-07-27:12 AM",64.434
"2013-07-28:12 AM",65.2973
"2013-07-29:12 AM",66.8566
"2013-07-30:12 AM",61.6971
"2013-07-31:12 AM",63.3267
"2013-08-01:12 AM",64.2702
"2013-08-02:12 AM",65.228
"2013-08-03:12 AM",62.2476
"2013-08-04:12 AM",57.2232
"2013-08-05:12 AM",54.8928
"2013-08-06:12 AM",58.9226
"2013-08-07:12 AM",64.8343
"2013-08-08:12 AM",66.5559
"2013-08-09:12 AM",67.4827
"2013-08-10:12 AM",62.6531
"2013-08-11:12 AM",59.3078
"2013-08-12:12 AM",62.0724
"2013-08-13:12 AM",60.5419
"2013-08-14:12 AM",56.3421
"2013-08-15:12 AM",57.0943
"2013-08-16:12 AM",59.3242
"2013-08-17:12 AM",58.2498
"2013-08-18:12 AM",60.8742
"2013-08-19:12 AM",63.6858
"2013-08-20:12 AM",65.4658
"2013-08-21:12 AM",68.5677
"2013-08-22:12 AM",68.1714
"2013-08-23:12 AM",61.0281
"2013-08-24:12 AM",56.3509
"2013-08-25:12 AM",60.0051
"2013-08-26:12 AM",63.5407
"2013-08-27:12 AM",66.4259
"2013-08-28:12 AM",67.1052
"2013-08-29:12 AM",65.3475
"2013-08-30:12 AM",67.8565
"2013-08-31:12 AM",68.8167
"2013-09-01:12 AM",66.4452
"2013-09-02:12 AM",66.8259
"2013-09-03:12 AM",63.8866
"2013-09-04:12 AM",61.4151
"2013-09-05:12 AM",53.998
"2013-09-06:12 AM",49.0347
"2013-09-07:12 AM",57.4677
"2013-09-08:12 AM",52.0014
"2013-09-09:12 AM",49.6501
"2013-09-10:12 AM",59.3472
"2013-09-11:12 AM",73.848
"2013-09-12:12 AM",68.9488
"2013-09-13:12 AM",57.3415
"2013-09-14:12 AM",49.8879
"2013-09-15:12 AM",50.1294
"2013-09-16:12 AM",46.9009
"2013-09-17:12 AM",42.5347
"2013-09-18:12 AM",49.7302
"2013-09-19:12 AM",53.8327
"2013-09-20:12 AM",59.2878
"2013-09-21:12 AM",60.2213
"2013-09-22:12 AM",54.5205
"2013-09-23:12 AM",42.766
"2013-09-24:12 AM",44.3025
"2013-09-25:12 AM",48.7981
"2013-09-26:12 AM",50.108
"2013-09-27:12 AM",51.4022
"2013-09-28:12 AM",53.1831
"2013-09-29:12 AM",54.5488
"2013-09-30:12 AM",54.117
"2013-10-01:12 AM",55.9897
"2013-10-02:12 AM",58.4175
"2013-10-03:12 AM",54.892
"2013-10-04:12 AM",53.9215
"2013-10-05:12 AM",54.7606
"2013-10-06:12 AM",49.334
"2013-10-07:12 AM",54.3609
"2013-10-08:12 AM",47.3668
"2013-10-09:12 AM",45.1598
"2013-10-10:12 AM",48.9103
"2013-10-11:12 AM",52.5832
"2013-10-12:12 AM",52.3398
"2013-10-13:12 AM",51.4132
"2013-10-14:12 AM",48.9753
"2013-10-15:12 AM",54.2251
"2013-10-16:12 AM",54.025
"2013-10-17:12 AM",54.2023
"2013-10-18:12 AM",51.2665
"2013-10-19:12 AM",48.7134
"2013-10-20:12 AM",45.563
"2013-10-21:12 AM",45.9799
"2013-10-22:12 AM",45.3578
"2013-10-23:12 AM",38.0583
"2013-10-24:12 AM",34.9997
"2013-10-25:12 AM",34.3701
"2013-10-26:12 AM",35.3872
"2013-10-27:12 AM",36.2568
"2013-10-28:12 AM",33.9696
"2013-10-29:12 AM",30.1948
"2013-10-30:12 AM",34.4998
"2013-10-31:12 AM",40.8911
"2013-11-01:12 AM",55.2342
"2013-11-02:12 AM",44.9409
"2013-11-03:12 AM",29.4127
"2013-11-04:12 AM",28.1494
"2013-11-05:12 AM",32.5841
"2013-11-06:12 AM",39.4668
"2013-11-07:12 AM",45.4494
"2013-11-08:12 AM",31.6542
"2013-11-09:12 AM",31.5203
"2013-11-10:12 AM",35.9609
"2013-11-11:12 AM",32.6977
"2013-11-12:12 AM",25.2973
"2013-11-13:12 AM",21.6714
"2013-11-14:12 AM",30.6568
"2013-11-15:12 AM",35.1626
"2013-11-16:12 AM",38.356
"2013-11-17:12 AM",38.5603
"2013-11-18:12 AM",45.7371
"2013-11-19:12 AM",29.7606
"2013-11-20:12 AM",26.1412
"2013-11-21:12 AM",28.9366
"2013-11-22:12 AM",33.9316
"2013-11-23:12 AM",29.2154
"2013-11-24:12 AM",14.4226
"2013-11-25:12 AM",13.9372
"2013-11-26:12 AM",27.5887
"2013-11-27:12 AM",33.0049
"2013-11-28:12 AM",17.5473
"2013-11-29:12 AM",13.6603
"2013-11-30:12 AM",15.4868
"2013-12-01:12 AM",26.9051
"2013-12-02:12 AM",28.8268
"2013-12-03:12 AM",29.518
"2013-12-04:12 AM",29.0703
"2013-12-05:12 AM",33.0888
"2013-12-06:12 AM",33.9708
"2013-12-07:12 AM",26.454
"2013-12-08:12 AM",21.6113
"2013-12-09:12 AM",25.4979
"2013-12-10:12 AM",24.6436
"2013-12-11:12 AM",19.2875
"2013-12-12:12 AM",11.4661
"2013-12-13:12 AM",12.4005
"2013-12-14:12 AM",4.2485
"2013-12-15:12 AM",12.6738
"2013-12-16:12 AM",7.5193
"2013-12-17:12 AM",5.8359
"2013-12-18:12 AM",14.4306
"2013-12-19:12 AM",23.7322
"2013-12-20:12 AM",30.1701
"2013-12-21:12 AM",35.6853
"2013-12-22:12 AM",37.4283
"2013-12-23:12 AM",34.9936
"2013-12-24:12 AM",18.005
"2013-12-25:12 AM",7.7556
"2013-12-26:12 AM",18.588
"2013-12-27:12 AM",21.0054
"2013-12-28:12 AM",27.7043
"2013-12-29:12 AM",31.6485
"2013-12-30:12 AM",17.33
"2013-12-31:12 AM",8.6954
"2014-01-01:12 AM",8.1808
"2014-01-02:12 AM",0.2637
"2014-01-03:12 AM",-9.1574
"2014-01-04:12 AM",1.3021
"2014-01-05:12 AM",18.0399
"2014-01-06:12 AM",29.5101
"2014-01-07:12 AM",5.1818
"2014-01-08:12 AM",7.905
"2014-01-09:12 AM",10.9882
"2014-01-10:12 AM",18.1904
"2014-01-11:12 AM",33.4411
"2014-01-12:12 AM",32.1699
"2014-01-13:12 AM",31.0991
"2014-01-14:12 AM",35.1126
"2014-01-15:12 AM",32.6574
"2014-01-16:12 AM",29.3574
"2014-01-17:12 AM",27.7165
"2014-01-18:12 AM",26.8716
"2014-01-19:12 AM",24.0955
"2014-01-20:12 AM",19.7825
"2014-01-21:12 AM",0.7099
"2014-01-22:12 AM",-4.0052
"2014-01-23:12 AM",-0.5235
"2014-01-24:12 AM",-0.1473
"2014-01-25:12 AM",12.592
"2014-01-26:12 AM",5.1082
"2014-01-27:12 AM",15.1054
"2014-01-28:12 AM",4.3086
"2014-01-29:12 AM",4.5921
"2014-01-30:12 AM",9.9869
"2014-01-31:12 AM",20.1146
"2014-02-01:12 AM",24.514
"2014-02-02:12 AM",29.6775
"2014-02-03:12 AM",20.0464
"2014-02-04:12 AM",16.1184
"2014-02-05:12 AM",19.459
"2014-02-06:12 AM",7.637
"2014-02-07:12 AM",12.9726
"2014-02-08:12 AM",12.0177
"2014-02-09:12 AM",14.8368
"2014-02-10:12 AM",14.1127
"2014-02-11:12 AM",8.191
"2014-02-12:12 AM",5.6989
"2014-02-13:12 AM",16.3377
"2014-02-14:12 AM",21.988
"2014-02-15:12 AM",21.4313
"2014-02-16:12 AM",11.7072
"2014-02-17:12 AM",6.2157
"2014-02-18:12 AM",13.7431
"2014-02-19:12 AM",21.0139
"2014-02-20:12 AM",29.2021
"2014-02-21:12 AM",31.5262
"2014-02-22:12 AM",30.461
"2014-02-23:12 AM",29.6793
"2014-02-24:12 AM",20.4102
"2014-02-25:12 AM",14.1912
"2014-02-26:12 AM",10.112
"2014-02-27:12 AM",8.7132
"2014-02-28:12 AM",2.4753
"2014-03-01:12 AM",11.1591
"2014-03-02:12 AM",17.5494
"2014-03-03:12 AM",5.0616
"2014-03-04:12 AM",3.3661
"2014-03-05:12 AM",9.3618
"2014-03-06:12 AM",1.9161
"2014-03-07:12 AM",13.8931
"2014-03-08:12 AM",23.1048
"2014-03-09:12 AM",17.8392
"2014-03-10:12 AM",24.418
"2014-03-11:12 AM",32.3087
"2014-03-12:12 AM",26.0244
"2014-03-13:12 AM",6.9118
"2014-03-14:12 AM",13.831
"2014-03-15:12 AM",31.5451
"2014-03-16:12 AM",9.4491
"2014-03-17:12 AM",2.0059
"2014-03-18:12 AM",5.8584
"2014-03-19:12 AM",22.1801
"2014-03-20:12 AM",30.2531
"2014-03-21:12 AM",25.1274
"2014-03-22:12 AM",23.5
"2014-03-23:12 AM",18.2764
"2014-03-24:12 AM",8.9499
"2014-03-25:12 AM",12.9385
"2014-03-26:12 AM",16.7644
"2014-03-27:12 AM",16.0853
"2014-03-28:12 AM",31.7021
"2014-03-29:12 AM",33.8214
"2014-03-30:12 AM",31.206
"2014-03-31:12 AM",25.8274
"2014-04-01:12 AM",28.9697
"2014-04-02:12 AM",34.272
