"DateTime","(deg F) Mean Temperature (CFSR) at Oregon, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",30.8806
"2012-02-17:12 AM",36.0837
"2012-02-18:12 AM",33.5232
"2012-02-19:12 AM",30.9542
"2012-02-20:12 AM",32.7546
"2012-02-21:12 AM",39.0384
"2012-02-22:12 AM",41.3082
"2012-02-23:12 AM",33.7392
"2012-02-24:12 AM",36.2161
"2012-02-25:12 AM",31.1355
"2012-02-26:12 AM",28.5807
"2012-02-27:12 AM",28.4212
"2012-02-28:12 AM",28.225
"2012-02-29:12 AM",29.6782
"2012-03-01:12 AM",27.9799
"2012-03-02:12 AM",27.3159
"2012-03-03:12 AM",36.2538
"2012-03-04:12 AM",38.7459
"2012-03-05:12 AM",38.2914
"2012-03-06:12 AM",29.0529
"2012-03-07:12 AM",29.5819
"2012-03-08:12 AM",37.441
"2012-03-09:12 AM",41.43
"2012-03-10:12 AM",41.1982
"2012-03-11:12 AM",36.7583
"2012-03-12:12 AM",35.5082
"2012-03-13:12 AM",34.4287
"2012-03-14:12 AM",35.3188
"2012-03-15:12 AM",42.1927
"2012-03-16:12 AM",39.2443
"2012-03-17:12 AM",35.3844
"2012-03-18:12 AM",30.5028
"2012-03-19:12 AM",28.5814
"2012-03-20:12 AM",34.3981
"2012-03-21:12 AM",37.4637
"2012-03-22:12 AM",35.9391
"2012-03-23:12 AM",35.2933
"2012-03-24:12 AM",39.474
"2012-03-25:12 AM",39.4675
"2012-03-26:12 AM",37.1737
"2012-03-27:12 AM",38.3288
"2012-03-28:12 AM",39.6442
"2012-03-29:12 AM",39.3478
"2012-03-30:12 AM",43.2581
"2012-03-31:12 AM",42.3855
"2012-04-01:12 AM",34.2608
"2012-04-02:12 AM",38.2818
"2012-04-03:12 AM",41.0729
"2012-04-04:12 AM",34.6402
"2012-04-05:12 AM",31.0048
"2012-04-06:12 AM",31.4737
"2012-04-07:12 AM",36.8469
"2012-04-08:12 AM",44.6365
"2012-04-09:12 AM",48.297
"2012-04-10:12 AM",49.5691
"2012-04-11:12 AM",44.9593
"2012-04-12:12 AM",39.9511
"2012-04-13:12 AM",38.2104
"2012-04-14:12 AM",41.0702
"2012-04-15:12 AM",42.2526
"2012-04-16:12 AM",43.1665
"2012-04-17:12 AM",42.3635
"2012-04-18:12 AM",42.4971
"2012-04-19:12 AM",45.2673
"2012-04-20:12 AM",53.5039
"2012-04-21:12 AM",55.6666
"2012-04-22:12 AM",60.4562
"2012-04-23:12 AM",61.8589
"2012-04-24:12 AM",57.5262
"2012-04-25:12 AM",53.8695
"2012-04-26:12 AM",45.091
"2012-04-27:12 AM",39.7144
"2012-04-28:12 AM",44.843
"2012-04-29:12 AM",48.6948
"2012-04-30:12 AM",47.4982
"2012-05-01:12 AM",41.8057
"2012-05-02:12 AM",41.7974
"2012-05-03:12 AM",43.6622
"2012-05-04:12 AM",40.282
"2012-05-05:12 AM",39.3064
"2012-05-06:12 AM",43.6579
"2012-05-07:12 AM",50.3798
"2012-05-08:12 AM",54.6458
"2012-05-09:12 AM",51.2109
"2012-05-10:12 AM",43.5346
"2012-05-11:12 AM",46.8979
"2012-05-12:12 AM",53.8966
"2012-05-13:12 AM",59.8698
"2012-05-14:12 AM",61.9423
"2012-05-15:12 AM",61.8496
"2012-05-16:12 AM",58.9939
"2012-05-17:12 AM",51.7847
"2012-05-18:12 AM",46.5818
"2012-05-19:12 AM",49.6267
"2012-05-20:12 AM",55.2357
"2012-05-21:12 AM",56.6852
"2012-05-22:12 AM",48.8341
"2012-05-23:12 AM",44.0654
"2012-05-24:12 AM",43.6233
"2012-05-25:12 AM",43.5717
"2012-05-26:12 AM",45.1818
"2012-05-27:12 AM",48.2319
"2012-05-28:12 AM",49.7197
"2012-05-29:12 AM",52.9196
"2012-05-30:12 AM",55.0317
"2012-05-31:12 AM",59.7283
"2012-06-01:12 AM",61.5979
"2012-06-02:12 AM",57.5618
"2012-06-03:12 AM",53.7525
"2012-06-04:12 AM",52.8445
"2012-06-05:12 AM",43.4316
"2012-06-06:12 AM",45.3175
"2012-06-07:12 AM",47.313
"2012-06-08:12 AM",45.6107
"2012-06-09:12 AM",43.959
"2012-06-10:12 AM",49.4748
"2012-06-11:12 AM",55.8358
"2012-06-12:12 AM",57.0673
"2012-06-13:12 AM",56.6904
"2012-06-14:12 AM",54.826
"2012-06-15:12 AM",57.0389
"2012-06-16:12 AM",59.7519
"2012-06-17:12 AM",62.5836
"2012-06-18:12 AM",52.1206
"2012-06-19:12 AM",49.5136
"2012-06-20:12 AM",55.2961
"2012-06-21:12 AM",62.5478
"2012-06-22:12 AM",58.8951
"2012-06-23:12 AM",51.9039
"2012-06-24:12 AM",53.5482
"2012-06-25:12 AM",53.7435
"2012-06-26:12 AM",51.494
"2012-06-27:12 AM",55.1622
"2012-06-28:12 AM",59.7033
"2012-06-29:12 AM",61.5684
"2012-06-30:12 AM",62.0112
"2012-07-01:12 AM",62.2704
"2012-07-02:12 AM",60.5781
"2012-07-03:12 AM",58.0447
"2012-07-04:12 AM",57.6687
"2012-07-05:12 AM",61.4865
"2012-07-06:12 AM",65.2276
"2012-07-07:12 AM",68.875
"2012-07-08:12 AM",72.1423
"2012-07-09:12 AM",71.7994
"2012-07-10:12 AM",70.1035
"2012-07-11:12 AM",70.5592
"2012-07-12:12 AM",70.0293
"2012-07-13:12 AM",68.0671
"2012-07-14:12 AM",66.1824
"2012-07-15:12 AM",64.3557
"2012-07-16:12 AM",62.4151
"2012-07-17:12 AM",64.1775
"2012-07-18:12 AM",64.8968
"2012-07-19:12 AM",67.1774
"2012-07-20:12 AM",65.4316
"2012-07-21:12 AM",64.3498
"2012-07-22:12 AM",64.9227
"2012-07-23:12 AM",62.2281
"2012-07-24:12 AM",63.916
"2012-07-25:12 AM",67.5246
"2012-07-26:12 AM",68.1357
"2012-07-27:12 AM",67.2267
"2012-07-28:12 AM",64.427
"2012-07-29:12 AM",65.7392
"2012-07-30:12 AM",65.4379
"2012-07-31:12 AM",65.2064
"2012-08-01:12 AM",64.9614
"2012-08-02:12 AM",64.3802
"2012-08-03:12 AM",66.0681
"2012-08-04:12 AM",71.0294
"2012-08-05:12 AM",71.1586
"2012-08-06:12 AM",72.0633
"2012-08-07:12 AM",70.81
"2012-08-08:12 AM",68.7796
"2012-08-09:12 AM",67.656
"2012-08-10:12 AM",67.0298
"2012-08-11:12 AM",68.506
"2012-08-12:12 AM",72.0349
"2012-08-13:12 AM",73.3966
"2012-08-14:12 AM",72.6537
"2012-08-15:12 AM",71.9868
"2012-08-16:12 AM",71.5989
"2012-08-17:12 AM",72.2619
"2012-08-18:12 AM",70.2293
"2012-08-19:12 AM",67.8906
"2012-08-20:12 AM",67.1518
"2012-08-21:12 AM",66.5182
"2012-08-22:12 AM",63.9828
"2012-08-23:12 AM",61.3072
"2012-08-24:12 AM",59.3758
"2012-08-25:12 AM",62.4952
"2012-08-26:12 AM",62.4722
"2012-08-27:12 AM",62.6599
"2012-08-28:12 AM",61.0909
"2012-08-29:12 AM",58.6616
"2012-08-30:12 AM",60.4013
"2012-08-31:12 AM",61.3994
"2012-09-01:12 AM",58.8569
"2012-09-02:12 AM",58.5318
"2012-09-03:12 AM",61.1652
"2012-09-04:12 AM",62.7539
"2012-09-05:12 AM",64.7593
"2012-09-06:12 AM",63.1641
"2012-09-07:12 AM",64.425
"2012-09-08:12 AM",65.7693
"2012-09-09:12 AM",61.4838
"2012-09-10:12 AM",56.0766
"2012-09-11:12 AM",53.2323
"2012-09-12:12 AM",56.9415
"2012-09-13:12 AM",62.5822
"2012-09-14:12 AM",64.8432
"2012-09-15:12 AM",63.9844
"2012-09-16:12 AM",62.0352
"2012-09-17:12 AM",63.2241
"2012-09-18:12 AM",63.6571
"2012-09-19:12 AM",64.3969
"2012-09-20:12 AM",62.971
"2012-09-21:12 AM",60.5845
"2012-09-22:12 AM",58.0231
"2012-09-23:12 AM",56.3497
"2012-09-24:12 AM",56.1065
"2012-09-25:12 AM",58.0042
"2012-09-26:12 AM",57.6046
"2012-09-27:12 AM",60.3741
"2012-09-28:12 AM",62.0118
"2012-09-29:12 AM",60.624
"2012-09-30:12 AM",59.6554
"2012-10-01:12 AM",62.0078
"2012-10-02:12 AM",59.8935
"2012-10-03:12 AM",50.3019
"2012-10-04:12 AM",48.5184
"2012-10-05:12 AM",47.1592
"2012-10-06:12 AM",47.3468
"2012-10-07:12 AM",49.6049
"2012-10-08:12 AM",50.3026
"2012-10-09:12 AM",50.9247
"2012-10-10:12 AM",52.4703
"2012-10-11:12 AM",52.3701
"2012-10-12:12 AM",51.0496
"2012-10-13:12 AM",52.0066
"2012-10-14:12 AM",53.938
"2012-10-15:12 AM",56.2347
"2012-10-16:12 AM",53.5176
"2012-10-17:12 AM",45.284
"2012-10-18:12 AM",49.9347
"2012-10-19:12 AM",51.157
"2012-10-20:12 AM",46.0281
"2012-10-21:12 AM",38.863
"2012-10-22:12 AM",37.7195
"2012-10-23:12 AM",35.6425
"2012-10-24:12 AM",35.3127
"2012-10-25:12 AM",35.9521
"2012-10-26:12 AM",37.537
"2012-10-27:12 AM",41.9866
"2012-10-28:12 AM",50.3836
"2012-10-29:12 AM",52.2124
"2012-10-30:12 AM",52.0869
"2012-10-31:12 AM",51.2641
"2012-11-01:12 AM",46.6824
"2012-11-02:12 AM",44.3525
"2012-11-03:12 AM",48.1375
"2012-11-04:12 AM",50.7929
"2012-11-05:12 AM",52.4224
"2012-11-06:12 AM",52.1908
"2012-11-07:12 AM",46.9222
"2012-11-08:12 AM",36.678
"2012-11-09:12 AM",32.1274
"2012-11-10:12 AM",29.0124
"2012-11-11:12 AM",29.1537
"2012-11-12:12 AM",34.4687
"2012-11-13:12 AM",37.7636
"2012-11-14:12 AM",38.0475
"2012-11-15:12 AM",37.0252
"2012-11-16:12 AM",40.5862
"2012-11-17:12 AM",41.1784
"2012-11-18:12 AM",37.3332
"2012-11-19:12 AM",42.3972
"2012-11-20:12 AM",44.7616
"2012-11-21:12 AM",39.5897
"2012-11-22:12 AM",35.3169
"2012-11-23:12 AM",38.0181
"2012-11-24:12 AM",42.0125
"2012-11-25:12 AM",38.4114
"2012-11-26:12 AM",34.2401
"2012-11-27:12 AM",36.1902
"2012-11-28:12 AM",36.9705
"2012-11-29:12 AM",39.3087
"2012-11-30:12 AM",43.4167
"2012-12-01:12 AM",42.4026
"2012-12-02:12 AM",40.8105
"2012-12-03:12 AM",37.8169
"2012-12-04:12 AM",42.0733
"2012-12-05:12 AM",41.9256
"2012-12-06:12 AM",35.4517
"2012-12-07:12 AM",34.3054
"2012-12-08:12 AM",32.1692
"2012-12-09:12 AM",31.9746
"2012-12-10:12 AM",36.7801
"2012-12-11:12 AM",35.2135
"2012-12-12:12 AM",33.2328
"2012-12-13:12 AM",28.7992
"2012-12-14:12 AM",28.4529
"2012-12-15:12 AM",26.8765
"2012-12-16:12 AM",31.0053
"2012-12-17:12 AM",33.0917
"2012-12-18:12 AM",24.5237
"2012-12-19:12 AM",24.0395
"2012-12-20:12 AM",29.3833
"2012-12-21:12 AM",32.1937
"2012-12-22:12 AM",32.1894
"2012-12-23:12 AM",29.6006
"2012-12-24:12 AM",28.7712
"2012-12-25:12 AM",27.1758
"2012-12-26:12 AM",29.8346
"2012-12-27:12 AM",28.5343
"2012-12-28:12 AM",24.0139
"2012-12-29:12 AM",24.7057
"2012-12-30:12 AM",23.4646
"2012-12-31:12 AM",19.0278
"2013-01-01:12 AM",18.7585
"2013-01-02:12 AM",20.5891
"2013-01-03:12 AM",20.4098
"2013-01-04:12 AM",25.5798
"2013-01-05:12 AM",25.6377
"2013-01-06:12 AM",27.7817
"2013-01-07:12 AM",31.6276
"2013-01-08:12 AM",35.6329
"2013-01-09:12 AM",35.1239
"2013-01-10:12 AM",27.1234
"2013-01-11:12 AM",24.2044
"2013-01-12:12 AM",18.6571
"2013-01-13:12 AM",15.7197
"2013-01-14:12 AM",17.9411
"2013-01-15:12 AM",23.8705
"2013-01-16:12 AM",27.27
"2013-01-17:12 AM",27.7336
"2013-01-18:12 AM",28.675
"2013-01-19:12 AM",28.9679
"2013-01-20:12 AM",27.7155
"2013-01-21:12 AM",27.8208
"2013-01-22:12 AM",28.7917
"2013-01-23:12 AM",29.9705
"2013-01-24:12 AM",33.7802
"2013-01-25:12 AM",36.2143
"2013-01-26:12 AM",34.5124
"2013-01-27:12 AM",28.9656
"2013-01-28:12 AM",29.3758
"2013-01-29:12 AM",32.9997
"2013-01-30:12 AM",33.5556
"2013-01-31:12 AM",34.2005
"2013-02-01:12 AM",33.3527
"2013-02-02:12 AM",33.3941
"2013-02-03:12 AM",32.8721
"2013-02-04:12 AM",34.2775
"2013-02-05:12 AM",34.9043
"2013-02-06:12 AM",33.3144
"2013-02-07:12 AM",32.1971
"2013-02-08:12 AM",27.6586
"2013-02-09:12 AM",28.6039
"2013-02-10:12 AM",31.9825
"2013-02-11:12 AM",29.6557
"2013-02-12:12 AM",33.1707
"2013-02-13:12 AM",35.1396
"2013-02-14:12 AM",36.2111
"2013-02-15:12 AM",36.7362
"2013-02-16:12 AM",37.2438
"2013-02-17:12 AM",33.2096
"2013-02-18:12 AM",31.1338
"2013-02-19:12 AM",31.5918
"2013-02-20:12 AM",30.745
"2013-02-21:12 AM",30.4864
"2013-02-22:12 AM",32.2527
"2013-02-23:12 AM",30.6181
"2013-02-24:12 AM",29.9138
"2013-02-25:12 AM",31.1589
"2013-02-26:12 AM",29.8218
"2013-02-27:12 AM",32.6107
"2013-02-28:12 AM",37.6077
"2013-03-01:12 AM",41.7967
"2013-03-02:12 AM",39.7085
"2013-03-03:12 AM",36.7912
"2013-03-04:12 AM",33.5237
"2013-03-05:12 AM",35.0514
"2013-03-06:12 AM",35.2522
"2013-03-07:12 AM",34.2725
"2013-03-08:12 AM",33.8013
"2013-03-09:12 AM",35.4
"2013-03-10:12 AM",37.5935
"2013-03-11:12 AM",41.3229
"2013-03-12:12 AM",43.7491
"2013-03-13:12 AM",47.6962
"2013-03-14:12 AM",47.8465
"2013-03-15:12 AM",46.7521
"2013-03-16:12 AM",40.9608
"2013-03-17:12 AM",34.7081
"2013-03-18:12 AM",35.3466
"2013-03-19:12 AM",37.7046
"2013-03-20:12 AM",41.3524
"2013-03-21:12 AM",32.8246
"2013-03-22:12 AM",30.1678
"2013-03-23:12 AM",30.9479
"2013-03-24:12 AM",35.4454
"2013-03-25:12 AM",39.0619
"2013-03-26:12 AM",41.5548
"2013-03-27:12 AM",43.7598
"2013-03-28:12 AM",44.8232
"2013-03-29:12 AM",47.4714
"2013-03-30:12 AM",50.5373
"2013-03-31:12 AM",49.498
"2013-04-01:12 AM",47.2248
"2013-04-02:12 AM",47.8119
"2013-04-03:12 AM",50.0893
"2013-04-04:12 AM",49.3261
"2013-04-05:12 AM",45.2916
"2013-04-06:12 AM",43.1371
"2013-04-07:12 AM",40.5277
"2013-04-08:12 AM",35.8966
"2013-04-09:12 AM",40.6989
"2013-04-10:12 AM",43.7551
"2013-04-11:12 AM",41.9335
"2013-04-12:12 AM",42.4872
"2013-04-13:12 AM",39.8395
"2013-04-14:12 AM",34.9817
"2013-04-15:12 AM",33.4483
"2013-04-16:12 AM",34.3155
"2013-04-17:12 AM",35.7215
"2013-04-18:12 AM",40.1202
"2013-04-19:12 AM",42.7919
"2013-04-20:12 AM",44.3714
"2013-04-21:12 AM",44.5365
"2013-04-22:12 AM",43.2243
"2013-04-23:12 AM",43.0129
"2013-04-24:12 AM",46.3462
"2013-04-25:12 AM",50.5206
"2013-04-26:12 AM",54.6303
"2013-04-27:12 AM",54.5995
"2013-04-28:12 AM",50.5465
"2013-04-29:12 AM",47.4501
"2013-04-30:12 AM",39.1924
"2013-05-01:12 AM",41.8125
"2013-05-02:12 AM",50.4946
"2013-05-03:12 AM",53.6617
"2013-05-04:12 AM",53.7931
"2013-05-05:12 AM",56.451
"2013-05-06:12 AM",56.5551
"2013-05-07:12 AM",55.9915
"2013-05-08:12 AM",57.0382
"2013-05-09:12 AM",59.2171
"2013-05-10:12 AM",62.1441
"2013-05-11:12 AM",64.6698
"2013-05-12:12 AM",64.4707
"2013-05-13:12 AM",57.8365
"2013-05-14:12 AM",53.202
"2013-05-15:12 AM",51.2857
"2013-05-16:12 AM",49.7941
"2013-05-17:12 AM",47.9889
"2013-05-18:12 AM",45.6168
"2013-05-19:12 AM",48.0483
"2013-05-20:12 AM",51.8457
"2013-05-21:12 AM",47.4849
"2013-05-22:12 AM",38.3353
"2013-05-23:12 AM",41.4268
"2013-05-24:12 AM",44.8759
"2013-05-25:12 AM",48.9605
"2013-05-26:12 AM",49.4159
"2013-05-27:12 AM",45.7772
"2013-05-28:12 AM",47.9811
"2013-05-29:12 AM",47.104
"2013-05-30:12 AM",47.6233
"2013-05-31:12 AM",50.2241
"2013-06-01:12 AM",55.1223
"2013-06-02:12 AM",55.9602
"2013-06-03:12 AM",55.8291
"2013-06-04:12 AM",59.1429
"2013-06-05:12 AM",62.5818
"2013-06-06:12 AM",65.0543
"2013-06-07:12 AM",64.8415
"2013-06-08:12 AM",64.3262
"2013-06-09:12 AM",64.6428
"2013-06-10:12 AM",60.2251
"2013-06-11:12 AM",54.3436
"2013-06-12:12 AM",51.2685
"2013-06-13:12 AM",49.2465
"2013-06-14:12 AM",52.2658
"2013-06-15:12 AM",57.7477
"2013-06-16:12 AM",60.1623
"2013-06-17:12 AM",60.4868
"2013-06-18:12 AM",54.9696
"2013-06-19:12 AM",47.8686
"2013-06-20:12 AM",48.3186
"2013-06-21:12 AM",50.4716
"2013-06-22:12 AM",55.6066
"2013-06-23:12 AM",57.0943
"2013-06-24:12 AM",54.459
"2013-06-25:12 AM",53.3356
"2013-06-26:12 AM",57.52
"2013-06-27:12 AM",63.5936
"2013-06-28:12 AM",69.3754
"2013-06-29:12 AM",70.7119
"2013-06-30:12 AM",72.3783
"2013-07-01:12 AM",75.679
"2013-07-02:12 AM",76.6611
"2013-07-03:12 AM",73.8322
"2013-07-04:12 AM",67.746
"2013-07-05:12 AM",62.7346
"2013-07-06:12 AM",62.9883
"2013-07-07:12 AM",65.9008
"2013-07-08:12 AM",66.5267
"2013-07-09:12 AM",68.8294
"2013-07-10:12 AM",69.8907
"2013-07-11:12 AM",65.0224
"2013-07-12:12 AM",61.6406
"2013-07-13:12 AM",61.5956
"2013-07-14:12 AM",66.3084
"2013-07-15:12 AM",68.6172
"2013-07-16:12 AM",69.246
"2013-07-17:12 AM",67.5063
"2013-07-18:12 AM",67.6834
"2013-07-19:12 AM",69.5755
"2013-07-20:12 AM",69.8868
"2013-07-21:12 AM",69.7309
"2013-07-22:12 AM",69.602
"2013-07-23:12 AM",70.5715
"2013-07-24:12 AM",71.9872
"2013-07-25:12 AM",72.729
"2013-07-26:12 AM",72.2912
"2013-07-27:12 AM",68.4491
"2013-07-28:12 AM",63.3346
"2013-07-29:12 AM",63.1179
"2013-07-30:12 AM",65.3689
"2013-07-31:12 AM",65.9239
"2013-08-01:12 AM",60.0618
"2013-08-02:12 AM",59.1962
"2013-08-03:12 AM",62.37
"2013-08-04:12 AM",66.5402
"2013-08-05:12 AM",68.8912
"2013-08-06:12 AM",69.3838
"2013-08-07:12 AM",66.5686
"2013-08-08:12 AM",64.6423
"2013-08-09:12 AM",65.5086
"2013-08-10:12 AM",64.0101
"2013-08-11:12 AM",64.1383
"2013-08-12:12 AM",64.4866
"2013-08-13:12 AM",66.7494
"2013-08-14:12 AM",68.3496
"2013-08-15:12 AM",68.7423
"2013-08-16:12 AM",68.6298
"2013-08-17:12 AM",67.0962
"2013-08-18:12 AM",68.6467
"2013-08-19:12 AM",69.2254
"2013-08-20:12 AM",67.7289
"2013-08-21:12 AM",69.055
"2013-08-22:12 AM",68.358
"2013-08-23:12 AM",63.9077
"2013-08-24:12 AM",62.3212
"2013-08-25:12 AM",61.5927
"2013-08-26:12 AM",61.0441
"2013-08-27:12 AM",64.0042
"2013-08-28:12 AM",66.3022
"2013-08-29:12 AM",66.4608
"2013-08-30:12 AM",65.9023
"2013-08-31:12 AM",67.0437
"2013-09-01:12 AM",67.5797
"2013-09-02:12 AM",66.3348
"2013-09-03:12 AM",64.6918
"2013-09-04:12 AM",64.9171
"2013-09-05:12 AM",62.2553
"2013-09-06:12 AM",58.8009
"2013-09-07:12 AM",61.3189
"2013-09-08:12 AM",63.4221
"2013-09-09:12 AM",64.8538
"2013-09-10:12 AM",67.1756
"2013-09-11:12 AM",68.7551
"2013-09-12:12 AM",67.7646
"2013-09-13:12 AM",66.2889
"2013-09-14:12 AM",66.3208
"2013-09-15:12 AM",65.0691
"2013-09-16:12 AM",60.4845
"2013-09-17:12 AM",54.2655
"2013-09-18:12 AM",51.5251
"2013-09-19:12 AM",55.2643
"2013-09-20:12 AM",57.1444
"2013-09-21:12 AM",54.0766
"2013-09-22:12 AM",49.1641
"2013-09-23:12 AM",52.6489
"2013-09-24:12 AM",48.697
"2013-09-25:12 AM",43.6964
"2013-09-26:12 AM",43.2156
"2013-09-27:12 AM",44.0276
"2013-09-28:12 AM",50.8617
"2013-09-29:12 AM",50.2237
"2013-09-30:12 AM",48.495
"2013-10-01:12 AM",44.2386
"2013-10-02:12 AM",41.2435
"2013-10-03:12 AM",40.6364
"2013-10-04:12 AM",43.1584
"2013-10-05:12 AM",48.0591
"2013-10-06:12 AM",52.3593
"2013-10-07:12 AM",49.0073
"2013-10-08:12 AM",43.0014
"2013-10-09:12 AM",41.1726
"2013-10-10:12 AM",42.8936
"2013-10-11:12 AM",43.9216
"2013-10-12:12 AM",42.4242
"2013-10-13:12 AM",41.5017
"2013-10-14:12 AM",42.3302
"2013-10-15:12 AM",43.2194
"2013-10-16:12 AM",46.571
"2013-10-17:12 AM",46.1556
"2013-10-18:12 AM",47.2993
"2013-10-19:12 AM",49.2453
"2013-10-20:12 AM",49.4908
"2013-10-21:12 AM",51.2433
"2013-10-22:12 AM",51.5545
"2013-10-23:12 AM",50.6588
"2013-10-24:12 AM",50.043
"2013-10-25:12 AM",48.6025
"2013-10-26:12 AM",47.7439
"2013-10-27:12 AM",42.9525
"2013-10-28:12 AM",38.3144
"2013-10-29:12 AM",37.076
"2013-10-30:12 AM",37.2429
"2013-10-31:12 AM",41.974
"2013-11-01:12 AM",43.9021
"2013-11-02:12 AM",42.1356
"2013-11-03:12 AM",35.0215
"2013-11-04:12 AM",34.5814
"2013-11-05:12 AM",37.0656
"2013-11-06:12 AM",43.3859
"2013-11-07:12 AM",45.0426
"2013-11-08:12 AM",40.9222
"2013-11-09:12 AM",39.5463
"2013-11-10:12 AM",43.684
"2013-11-11:12 AM",44.562
"2013-11-12:12 AM",45.4775
"2013-11-13:12 AM",44.3593
"2013-11-14:12 AM",38.9124
"2013-11-15:12 AM",35.1808
"2013-11-16:12 AM",36.8488
"2013-11-17:12 AM",37.0238
"2013-11-18:12 AM",39.0369
"2013-11-19:12 AM",42.3032
"2013-11-20:12 AM",35.6077
"2013-11-21:12 AM",26.9814
"2013-11-22:12 AM",28.026
"2013-11-23:12 AM",30.6676
"2013-11-24:12 AM",32.4743
"2013-11-25:12 AM",34.4694
"2013-11-26:12 AM",35.3318
"2013-11-27:12 AM",36.5311
"2013-11-28:12 AM",36.4424
"2013-11-29:12 AM",35.4472
"2013-11-30:12 AM",36.8838
"2013-12-01:12 AM",41.6694
"2013-12-02:12 AM",39.6536
"2013-12-03:12 AM",26.2369
"2013-12-04:12 AM",18.0469
"2013-12-05:12 AM",15.3306
"2013-12-06:12 AM",16.3328
"2013-12-07:12 AM",12.2227
"2013-12-08:12 AM",5.6988
"2013-12-09:12 AM",13.3961
"2013-12-10:12 AM",19.8088
"2013-12-11:12 AM",23.2513
"2013-12-12:12 AM",25.5922
"2013-12-13:12 AM",31.0428
"2013-12-14:12 AM",31.3479
"2013-12-15:12 AM",32.8647
"2013-12-16:12 AM",33.2514
"2013-12-17:12 AM",33.7287
"2013-12-18:12 AM",32.7585
"2013-12-19:12 AM",26.5429
"2013-12-20:12 AM",25.0921
"2013-12-21:12 AM",35.8135
"2013-12-22:12 AM",36.3673
"2013-12-23:12 AM",37.3033
"2013-12-24:12 AM",32.6212
"2013-12-25:12 AM",31.9334
"2013-12-26:12 AM",33.5656
"2013-12-27:12 AM",33.7395
"2013-12-28:12 AM",31.707
"2013-12-29:12 AM",31.3376
"2013-12-30:12 AM",34.4674
"2013-12-31:12 AM",35.0249
"2014-01-01:12 AM",33.9759
"2014-01-02:12 AM",35.1246
"2014-01-03:12 AM",35.8
"2014-01-04:12 AM",29.0444
"2014-01-05:12 AM",30.5861
"2014-01-06:12 AM",31.9815
"2014-01-07:12 AM",33.9526
"2014-01-08:12 AM",36.7144
"2014-01-09:12 AM",34.9849
"2014-01-10:12 AM",37.5166
"2014-01-11:12 AM",38.6863
"2014-01-12:12 AM",34.5169
"2014-01-13:12 AM",36.8614
"2014-01-14:12 AM",35.3091
"2014-01-15:12 AM",36.1765
"2014-01-16:12 AM",36.0718
"2014-01-17:12 AM",36.435
"2014-01-18:12 AM",35.3442
"2014-01-19:12 AM",34.6896
"2014-01-20:12 AM",34.7792
"2014-01-21:12 AM",34.5524
"2014-01-22:12 AM",33.6099
"2014-01-23:12 AM",31.4713
"2014-01-24:12 AM",31.4348
"2014-01-25:12 AM",34.0425
"2014-01-26:12 AM",34.9345
"2014-01-27:12 AM",33.584
"2014-01-28:12 AM",34.7835
"2014-01-29:12 AM",39.2104
"2014-01-30:12 AM",35.0375
"2014-01-31:12 AM",31.237
"2014-02-01:12 AM",30.8363
"2014-02-02:12 AM",30.1505
"2014-02-03:12 AM",29.3661
"2014-02-04:12 AM",24.537
"2014-02-05:12 AM",19.6074
"2014-02-06:12 AM",18.64
"2014-02-07:12 AM",25.952
"2014-02-08:12 AM",29.7034
"2014-02-09:12 AM",34.2482
"2014-02-10:12 AM",32.8127
"2014-02-11:12 AM",37.0643
"2014-02-12:12 AM",39.8525
"2014-02-13:12 AM",41.1429
"2014-02-14:12 AM",40.8222
"2014-02-15:12 AM",40.4692
"2014-02-16:12 AM",36.1666
"2014-02-17:12 AM",36.5032
"2014-02-18:12 AM",38.1132
"2014-02-19:12 AM",32.5504
"2014-02-20:12 AM",32.9727
"2014-02-21:12 AM",35.3115
"2014-02-22:12 AM",34.6314
"2014-02-23:12 AM",36.9363
"2014-02-24:12 AM",40.6967
"2014-02-25:12 AM",41.2453
"2014-02-26:12 AM",39.7998
"2014-02-27:12 AM",40.5628
"2014-02-28:12 AM",39.0898
"2014-03-01:12 AM",38.003
"2014-03-02:12 AM",38.7099
"2014-03-03:12 AM",41.8311
"2014-03-04:12 AM",42.5971
"2014-03-05:12 AM",44.6909
"2014-03-06:12 AM",43.3015
"2014-03-07:12 AM",41.6511
"2014-03-08:12 AM",42.4702
"2014-03-09:12 AM",46.9413
"2014-03-10:12 AM",41.3564
"2014-03-11:12 AM",36.7711
"2014-03-12:12 AM",40.2179
"2014-03-13:12 AM",42.3318
"2014-03-14:12 AM",41.9016
"2014-03-15:12 AM",43.7272
"2014-03-16:12 AM",47.1124
"2014-03-17:12 AM",36.3477
"2014-03-18:12 AM",35.5417
"2014-03-19:12 AM",38.2818
"2014-03-20:12 AM",37.3219
"2014-03-21:12 AM",35.5194
"2014-03-22:12 AM",37.3676
"2014-03-23:12 AM",40.7581
"2014-03-24:12 AM",45.3756
"2014-03-25:12 AM",43.7959
"2014-03-26:12 AM",39.8478
"2014-03-27:12 AM",37.7739
"2014-03-28:12 AM",40.2784
"2014-03-29:12 AM",41.9835
"2014-03-30:12 AM",38.2986
"2014-03-31:12 AM",37.9315
"2014-04-01:12 AM",36.5497
"2014-04-02:12 AM",38.3353
"2014-04-03:12 AM",38.656
