"DateTime","(deg F) Mean Temperature (CFSR) at North Dakota, 2010-01-01 to 2019-03-14"
"2012-02-14:12 AM",26.9616
"2012-02-15:12 AM",28.0319
"2012-02-16:12 AM",26.2895
"2012-02-17:12 AM",26.3201
"2012-02-18:12 AM",27.1071
"2012-02-19:12 AM",30.358
"2012-02-20:12 AM",32.346
"2012-02-21:12 AM",29.9224
"2012-02-22:12 AM",29.8548
"2012-02-23:12 AM",28.1284
"2012-02-24:12 AM",19.8747
"2012-02-25:12 AM",16.1406
"2012-02-26:12 AM",17.0636
"2012-02-27:12 AM",9.8339
"2012-02-28:12 AM",18.9694
"2012-02-29:12 AM",24.2163
"2012-03-01:12 AM",25.9815
"2012-03-02:12 AM",24.3201
"2012-03-03:12 AM",18.1225
"2012-03-04:12 AM",25.0245
"2012-03-05:12 AM",30.5359
"2012-03-06:12 AM",35.7544
"2012-03-07:12 AM",26.4438
"2012-03-08:12 AM",27.9912
"2012-03-09:12 AM",29.2449
"2012-03-10:12 AM",43.4471
"2012-03-11:12 AM",46.0153
"2012-03-12:12 AM",46.9474
"2012-03-13:12 AM",46.5156
"2012-03-14:12 AM",47.8065
"2012-03-15:12 AM",47.3569
"2012-03-16:12 AM",56.6472
"2012-03-17:12 AM",58.6798
"2012-03-18:12 AM",62.8633
"2012-03-19:12 AM",62.8992
"2012-03-20:12 AM",47.1445
"2012-03-21:12 AM",52.975
"2012-03-22:12 AM",56.4199
"2012-03-23:12 AM",59.544
"2012-03-24:12 AM",50.2455
"2012-03-25:12 AM",39.2972
"2012-03-26:12 AM",43.6203
"2012-03-27:12 AM",46.8322
"2012-03-28:12 AM",42.9944
"2012-03-29:12 AM",45.3988
"2012-03-30:12 AM",51.4159
"2012-03-31:12 AM",59.7875
"2012-04-01:12 AM",60.8351
"2012-04-02:12 AM",49.0242
"2012-04-03:12 AM",46.6313
"2012-04-04:12 AM",48.7621
"2012-04-05:12 AM",53.6463
"2012-04-06:12 AM",55.4742
"2012-04-07:12 AM",44.6378
"2012-04-08:12 AM",43.7911
"2012-04-09:12 AM",37.81
"2012-04-10:12 AM",34.8085
"2012-04-11:12 AM",38.3506
"2012-04-12:12 AM",48.1356
"2012-04-13:12 AM",49.6404
"2012-04-14:12 AM",52.6231
"2012-04-15:12 AM",47.8058
"2012-04-16:12 AM",37.3231
"2012-04-17:12 AM",42.8554
"2012-04-18:12 AM",43.9405
"2012-04-19:12 AM",42.5055
"2012-04-20:12 AM",43.1037
"2012-04-21:12 AM",45.9907
"2012-04-22:12 AM",48.3118
"2012-04-23:12 AM",59.3375
"2012-04-24:12 AM",64.8957
"2012-04-25:12 AM",59.482
"2012-04-26:12 AM",44.7472
"2012-04-27:12 AM",40.6117
"2012-04-28:12 AM",39.1912
"2012-04-29:12 AM",44.0715
"2012-04-30:12 AM",51.4719
"2012-05-01:12 AM",58.3711
"2012-05-02:12 AM",54.7669
"2012-05-03:12 AM",54.8233
"2012-05-04:12 AM",51.8052
"2012-05-05:12 AM",53.4425
"2012-05-06:12 AM",51.4096
"2012-05-07:12 AM",48.4178
"2012-05-08:12 AM",48.2324
"2012-05-09:12 AM",53.8808
"2012-05-10:12 AM",59.6347
"2012-05-11:12 AM",49.8587
"2012-05-12:12 AM",54.5311
"2012-05-13:12 AM",62.5068
"2012-05-14:12 AM",67.5783
"2012-05-15:12 AM",61.1213
"2012-05-16:12 AM",62.2549
"2012-05-17:12 AM",70.1175
"2012-05-18:12 AM",66.2502
"2012-05-19:12 AM",56.0089
"2012-05-20:12 AM",56.1139
"2012-05-21:12 AM",61.1017
"2012-05-22:12 AM",66.9186
"2012-05-23:12 AM",61.7682
"2012-05-24:12 AM",53.4742
"2012-05-25:12 AM",46.4153
"2012-05-26:12 AM",44.5325
"2012-05-27:12 AM",51.9413
"2012-05-28:12 AM",47.8555
"2012-05-29:12 AM",46.1689
"2012-05-30:12 AM",47.8913
"2012-05-31:12 AM",53.2279
"2012-06-01:12 AM",57.8199
"2012-06-02:12 AM",64.1536
"2012-06-03:12 AM",67.6434
"2012-06-04:12 AM",69.0339
"2012-06-05:12 AM",72.212
"2012-06-06:12 AM",70.9489
"2012-06-07:12 AM",69.3343
"2012-06-08:12 AM",65.5345
"2012-06-09:12 AM",70.2217
"2012-06-10:12 AM",60.2812
"2012-06-11:12 AM",52.8564
"2012-06-12:12 AM",57.6799
"2012-06-13:12 AM",67.5795
"2012-06-14:12 AM",65.4809
"2012-06-15:12 AM",65.6728
"2012-06-16:12 AM",61.9545
"2012-06-17:12 AM",65.6049
"2012-06-18:12 AM",65.7558
"2012-06-19:12 AM",57.9852
"2012-06-20:12 AM",57.6572
"2012-06-21:12 AM",62.0235
"2012-06-22:12 AM",64.8046
"2012-06-23:12 AM",69.5827
"2012-06-24:12 AM",67.3083
"2012-06-25:12 AM",69.8331
"2012-06-26:12 AM",77.5494
"2012-06-27:12 AM",75.349
"2012-06-28:12 AM",71.7418
"2012-06-29:12 AM",72.0205
"2012-06-30:12 AM",74.0887
"2012-07-01:12 AM",76.4451
"2012-07-02:12 AM",79.7295
"2012-07-03:12 AM",78.5244
"2012-07-04:12 AM",79.5502
"2012-07-05:12 AM",71.0983
"2012-07-06:12 AM",67.9667
"2012-07-07:12 AM",71.2621
"2012-07-08:12 AM",74.178
"2012-07-09:12 AM",75.1509
"2012-07-10:12 AM",78.8581
"2012-07-11:12 AM",83.0637
"2012-07-12:12 AM",78.8643
"2012-07-13:12 AM",78.2739
"2012-07-14:12 AM",78.775
"2012-07-15:12 AM",81.0855
"2012-07-16:12 AM",80.5721
"2012-07-17:12 AM",73.5865
"2012-07-18:12 AM",78.1849
"2012-07-19:12 AM",86.5663
"2012-07-20:12 AM",82.4018
"2012-07-21:12 AM",79.6663
"2012-07-22:12 AM",83.3176
"2012-07-23:12 AM",74.1573
"2012-07-24:12 AM",72.0288
"2012-07-25:12 AM",73.699
"2012-07-26:12 AM",66.0038
"2012-07-27:12 AM",68.0661
"2012-07-28:12 AM",74.8103
"2012-07-29:12 AM",79.5972
"2012-07-30:12 AM",76.3578
"2012-07-31:12 AM",79.7914
"2012-08-01:12 AM",75.4716
"2012-08-02:12 AM",73.8437
"2012-08-03:12 AM",68.2353
"2012-08-04:12 AM",60.3268
"2012-08-05:12 AM",66.7384
"2012-08-06:12 AM",77.4972
"2012-08-07:12 AM",74.1884
"2012-08-08:12 AM",71.5206
"2012-08-09:12 AM",70.3639
"2012-08-10:12 AM",70.2523
"2012-08-11:12 AM",67.4825
"2012-08-12:12 AM",66.8111
"2012-08-13:12 AM",67.2415
"2012-08-14:12 AM",68.736
"2012-08-15:12 AM",64.1856
"2012-08-16:12 AM",60.8207
"2012-08-17:12 AM",64.1226
"2012-08-18:12 AM",67.2919
"2012-08-19:12 AM",66.2837
"2012-08-20:12 AM",69.0399
"2012-08-21:12 AM",76.0033
"2012-08-22:12 AM",76.9581
"2012-08-23:12 AM",76.6368
"2012-08-24:12 AM",79.3465
"2012-08-25:12 AM",71.4949
"2012-08-26:12 AM",69.5169
"2012-08-27:12 AM",71.1709
"2012-08-28:12 AM",79.2752
"2012-08-29:12 AM",85.3749
"2012-08-30:12 AM",76.3727
"2012-08-31:12 AM",71.1505
"2012-09-01:12 AM",77.8219
"2012-09-02:12 AM",78.3178
"2012-09-03:12 AM",72.7954
"2012-09-04:12 AM",68.43
"2012-09-05:12 AM",63.8046
"2012-09-06:12 AM",59.4174
"2012-09-07:12 AM",57.1179
"2012-09-08:12 AM",62.2913
"2012-09-09:12 AM",62.6833
"2012-09-10:12 AM",75.978
"2012-09-11:12 AM",68.8901
"2012-09-12:12 AM",59.9169
"2012-09-13:12 AM",58.1391
"2012-09-14:12 AM",59.3017
"2012-09-15:12 AM",69.2413
"2012-09-16:12 AM",58.4897
"2012-09-17:12 AM",49.3673
"2012-09-18:12 AM",56.5052
"2012-09-19:12 AM",60.5959
"2012-09-20:12 AM",56.0282
"2012-09-21:12 AM",53.5487
"2012-09-22:12 AM",44.2906
"2012-09-23:12 AM",48.0745
"2012-09-24:12 AM",61.1404
"2012-09-25:12 AM",56.2224
"2012-09-26:12 AM",56.4924
"2012-09-27:12 AM",62.3359
"2012-09-28:12 AM",65.2208
"2012-09-29:12 AM",67.9548
"2012-09-30:12 AM",67.5072
"2012-10-01:12 AM",56.5666
"2012-10-02:12 AM",62.0503
"2012-10-03:12 AM",45.9075
"2012-10-04:12 AM",35.2467
"2012-10-05:12 AM",32.5411
"2012-10-06:12 AM",33.8265
"2012-10-07:12 AM",41.6287
"2012-10-08:12 AM",47.2046
"2012-10-09:12 AM",38.8537
"2012-10-10:12 AM",39.8385
"2012-10-11:12 AM",36.3423
"2012-10-12:12 AM",40.8994
"2012-10-13:12 AM",50.4099
"2012-10-14:12 AM",48.7738
"2012-10-15:12 AM",58.3347
"2012-10-16:12 AM",58.8466
"2012-10-17:12 AM",48.2486
"2012-10-18:12 AM",40.289
"2012-10-19:12 AM",38.9872
"2012-10-20:12 AM",47.7433
"2012-10-21:12 AM",47.4426
"2012-10-22:12 AM",41.0882
"2012-10-23:12 AM",44.9155
"2012-10-24:12 AM",36.3342
"2012-10-25:12 AM",32.3402
"2012-10-26:12 AM",29.8047
"2012-10-27:12 AM",27.0937
"2012-10-28:12 AM",28.0679
"2012-10-29:12 AM",36.7075
"2012-10-30:12 AM",42.6546
"2012-10-31:12 AM",44.3593
"2012-11-01:12 AM",33.8788
"2012-11-02:12 AM",30.9681
"2012-11-03:12 AM",31.294
"2012-11-04:12 AM",30.3622
"2012-11-05:12 AM",35.3057
"2012-11-06:12 AM",39.5868
"2012-11-07:12 AM",40.0374
"2012-11-08:12 AM",39.3931
"2012-11-09:12 AM",28.4403
"2012-11-10:12 AM",25.664
"2012-11-11:12 AM",16.1496
"2012-11-12:12 AM",15.6123
"2012-11-13:12 AM",25.4275
"2012-11-14:12 AM",31.5307
"2012-11-15:12 AM",30.7704
"2012-11-16:12 AM",31.9919
"2012-11-17:12 AM",35.6684
"2012-11-18:12 AM",36.838
"2012-11-19:12 AM",37.5568
"2012-11-20:12 AM",40.0766
"2012-11-21:12 AM",44.0794
"2012-11-22:12 AM",32.9335
"2012-11-23:12 AM",18.468
"2012-11-24:12 AM",25.3827
"2012-11-25:12 AM",22.9383
"2012-11-26:12 AM",15.5505
"2012-11-27:12 AM",23.7202
"2012-11-28:12 AM",24.0845
"2012-11-29:12 AM",18.5851
"2012-11-30:12 AM",24.8459
"2012-12-01:12 AM",33.611
"2012-12-02:12 AM",38.7414
"2012-12-03:12 AM",41.3413
"2012-12-04:12 AM",26.9251
"2012-12-05:12 AM",30.1019
"2012-12-06:12 AM",32.0605
"2012-12-07:12 AM",23.8482
"2012-12-08:12 AM",20.0903
"2012-12-09:12 AM",5.2981
"2012-12-10:12 AM",12.7425
"2012-12-11:12 AM",15.3169
"2012-12-12:12 AM",21.9249
"2012-12-13:12 AM",17.1772
"2012-12-14:12 AM",24.4924
"2012-12-15:12 AM",23.2284
"2012-12-16:12 AM",19.067
"2012-12-17:12 AM",17.5908
"2012-12-18:12 AM",22.0123
"2012-12-19:12 AM",18.702
"2012-12-20:12 AM",8.4875
"2012-12-21:12 AM",14.2173
"2012-12-22:12 AM",13.5685
"2012-12-23:12 AM",4.1679
"2012-12-24:12 AM",-0.3375
"2012-12-25:12 AM",-2.6552
"2012-12-26:12 AM",1.6686
"2012-12-27:12 AM",5.4594
"2012-12-28:12 AM",7.7799
"2012-12-29:12 AM",9.4672
"2012-12-30:12 AM",18.527
"2012-12-31:12 AM",1.9621
"2013-01-01:12 AM",12.5902
"2013-01-02:12 AM",23.887
"2013-01-03:12 AM",15.1963
"2013-01-04:12 AM",20.4883
"2013-01-05:12 AM",19.3145
"2013-01-06:12 AM",20.6517
"2013-01-07:12 AM",27.005
"2013-01-08:12 AM",27.9131
"2013-01-09:12 AM",26.9276
"2013-01-10:12 AM",33.7143
"2013-01-11:12 AM",20.0237
"2013-01-12:12 AM",3.0205
"2013-01-13:12 AM",0.8874
"2013-01-14:12 AM",-2.8113
"2013-01-15:12 AM",13.3597
"2013-01-16:12 AM",24.516
"2013-01-17:12 AM",17.2963
"2013-01-18:12 AM",28.4668
"2013-01-19:12 AM",19.3613
"2013-01-20:12 AM",-1.1537
"2013-01-21:12 AM",-9.1831
"2013-01-22:12 AM",-0.2342
"2013-01-23:12 AM",0.1636
"2013-01-24:12 AM",0.5056
"2013-01-25:12 AM",8.053
"2013-01-26:12 AM",15.7104
"2013-01-27:12 AM",21.8001
"2013-01-28:12 AM",25.8341
"2013-01-29:12 AM",20.597
"2013-01-30:12 AM",-2.9277
"2013-01-31:12 AM",-16.5561
"2013-02-01:12 AM",2.0808
"2013-02-02:12 AM",11.993
"2013-02-03:12 AM",14.7558
"2013-02-04:12 AM",17.7001
"2013-02-05:12 AM",20.5736
"2013-02-06:12 AM",22.0212
"2013-02-07:12 AM",17.1363
"2013-02-08:12 AM",22.332
"2013-02-09:12 AM",21.7834
"2013-02-10:12 AM",22.8904
"2013-02-11:12 AM",18.4953
"2013-02-12:12 AM",25.7382
"2013-02-13:12 AM",31.1328
"2013-02-14:12 AM",21.1973
"2013-02-15:12 AM",13.46
"2013-02-16:12 AM",22.2841
"2013-02-17:12 AM",31.1967
"2013-02-18:12 AM",14.9536
"2013-02-19:12 AM",-5.4276
"2013-02-20:12 AM",0.9556
"2013-02-21:12 AM",13.2897
"2013-02-22:12 AM",15.9147
"2013-02-23:12 AM",21.5325
"2013-02-24:12 AM",26.5935
"2013-02-25:12 AM",24.4166
"2013-02-26:12 AM",23.7853
"2013-02-27:12 AM",26.6023
"2013-02-28:12 AM",22.7934
"2013-03-01:12 AM",20.8323
"2013-03-02:12 AM",27.41
"2013-03-03:12 AM",30.4101
"2013-03-04:12 AM",26.3275
"2013-03-05:12 AM",17.9425
"2013-03-06:12 AM",13.8661
"2013-03-07:12 AM",22.3032
"2013-03-08:12 AM",25.1512
"2013-03-09:12 AM",25.9048
"2013-03-10:12 AM",18.055
"2013-03-11:12 AM",21.4682
"2013-03-12:12 AM",20.097
"2013-03-13:12 AM",18.6867
"2013-03-14:12 AM",34.8278
"2013-03-15:12 AM",22.086
"2013-03-16:12 AM",9.4392
"2013-03-17:12 AM",14.1516
"2013-03-18:12 AM",13.339
"2013-03-19:12 AM",9.3664
"2013-03-20:12 AM",7.1681
"2013-03-21:12 AM",11.3736
"2013-03-22:12 AM",17.586
"2013-03-23:12 AM",19.5116
"2013-03-24:12 AM",19.0252
"2013-03-25:12 AM",17.3374
"2013-03-26:12 AM",16.4739
"2013-03-27:12 AM",25.3562
"2013-03-28:12 AM",31.2199
"2013-03-29:12 AM",31.9249
"2013-03-30:12 AM",34.2912
"2013-03-31:12 AM",26.683
"2013-04-01:12 AM",20.2887
"2013-04-02:12 AM",23.7211
"2013-04-03:12 AM",32.7466
"2013-04-04:12 AM",31.4082
"2013-04-05:12 AM",29.6974
"2013-04-06:12 AM",35.222
"2013-04-07:12 AM",33.4409
"2013-04-08:12 AM",26.5408
"2013-04-09:12 AM",18.5148
"2013-04-10:12 AM",25.5103
"2013-04-11:12 AM",28.684
"2013-04-12:12 AM",29.3544
"2013-04-13:12 AM",28.7667
"2013-04-14:12 AM",26.434
"2013-04-15:12 AM",28.627
"2013-04-16:12 AM",26.8714
"2013-04-17:12 AM",26.9533
"2013-04-18:12 AM",26.6374
"2013-04-19:12 AM",28.6358
"2013-04-20:12 AM",25.927
"2013-04-21:12 AM",32.7166
"2013-04-22:12 AM",27.365
"2013-04-23:12 AM",28.1399
"2013-04-24:12 AM",30.7261
"2013-04-25:12 AM",34.2543
"2013-04-26:12 AM",47.4159
"2013-04-27:12 AM",57.2029
"2013-04-28:12 AM",55.5409
"2013-04-29:12 AM",48.9781
"2013-04-30:12 AM",43.2552
"2013-05-01:12 AM",35.0751
"2013-05-02:12 AM",37.204
"2013-05-03:12 AM",40.1104
"2013-05-04:12 AM",43.6363
"2013-05-05:12 AM",47.6548
"2013-05-06:12 AM",54.1296
"2013-05-07:12 AM",59.5571
"2013-05-08:12 AM",56.7136
"2013-05-09:12 AM",49.1004
"2013-05-10:12 AM",51.9636
"2013-05-11:12 AM",44.6265
"2013-05-12:12 AM",49.0068
"2013-05-13:12 AM",69.8608
"2013-05-14:12 AM",68.0155
"2013-05-15:12 AM",63.763
"2013-05-16:12 AM",57.8442
"2013-05-17:12 AM",59.0239
"2013-05-18:12 AM",60.9699
"2013-05-19:12 AM",54.8537
"2013-05-20:12 AM",50.6419
"2013-05-21:12 AM",45.581
"2013-05-22:12 AM",52.4739
"2013-05-23:12 AM",54.6845
"2013-05-24:12 AM",52.8219
"2013-05-25:12 AM",57.2068
"2013-05-26:12 AM",55.1608
"2013-05-27:12 AM",57.0367
"2013-05-28:12 AM",59.3118
"2013-05-29:12 AM",60.4562
"2013-05-30:12 AM",59.0441
"2013-05-31:12 AM",53.5136
"2013-06-01:12 AM",50.3431
"2013-06-02:12 AM",51.6515
"2013-06-03:12 AM",49.5262
"2013-06-04:12 AM",49.6011
"2013-06-05:12 AM",53.1788
"2013-06-06:12 AM",55.8784
"2013-06-07:12 AM",59.4999
"2013-06-08:12 AM",58.9851
"2013-06-09:12 AM",60.2337
"2013-06-10:12 AM",62.3212
"2013-06-11:12 AM",63.8751
"2013-06-12:12 AM",62.2931
"2013-06-13:12 AM",63.1004
"2013-06-14:12 AM",64.4693
"2013-06-15:12 AM",62.253
"2013-06-16:12 AM",62.542
"2013-06-17:12 AM",60.6853
"2013-06-18:12 AM",62.8849
"2013-06-19:12 AM",68.8471
"2013-06-20:12 AM",70.9142
"2013-06-21:12 AM",65.3673
"2013-06-22:12 AM",66.0749
"2013-06-23:12 AM",64.2787
"2013-06-24:12 AM",67.7341
"2013-06-25:12 AM",70.6869
"2013-06-26:12 AM",70.9002
"2013-06-27:12 AM",69.8707
"2013-06-28:12 AM",68.1298
"2013-06-29:12 AM",66.355
"2013-06-30:12 AM",67.1846
"2013-07-01:12 AM",68.7679
"2013-07-02:12 AM",70.3783
"2013-07-03:12 AM",71.9494
"2013-07-04:12 AM",72.5673
"2013-07-05:12 AM",71.5827
"2013-07-06:12 AM",71.9625
"2013-07-07:12 AM",67.4492
"2013-07-08:12 AM",70.2543
"2013-07-09:12 AM",67.0642
"2013-07-10:12 AM",66.2551
"2013-07-11:12 AM",73.2983
"2013-07-12:12 AM",77.2693
"2013-07-13:12 AM",74.0235
"2013-07-14:12 AM",65.0725
"2013-07-15:12 AM",69.4414
"2013-07-16:12 AM",75.1024
"2013-07-17:12 AM",70.5189
"2013-07-18:12 AM",73.4241
"2013-07-19:12 AM",71.706
"2013-07-20:12 AM",64.8939
"2013-07-21:12 AM",67.3169
"2013-07-22:12 AM",65.0586
"2013-07-23:12 AM",61.718
"2013-07-24:12 AM",66.6613
"2013-07-25:12 AM",62.7834
"2013-07-26:12 AM",57.263
"2013-07-27:12 AM",57.4306
"2013-07-28:12 AM",60.6571
"2013-07-29:12 AM",63.459
"2013-07-30:12 AM",62.1165
"2013-07-31:12 AM",63.6822
"2013-08-01:12 AM",65.9152
"2013-08-02:12 AM",62.9521
"2013-08-03:12 AM",63.8206
"2013-08-04:12 AM",62.393
"2013-08-05:12 AM",66.3442
"2013-08-06:12 AM",65.2073
"2013-08-07:12 AM",60.0742
"2013-08-08:12 AM",61.5609
"2013-08-09:12 AM",59.6275
"2013-08-10:12 AM",62.9829
"2013-08-11:12 AM",64.1781
"2013-08-12:12 AM",64.3647
"2013-08-13:12 AM",64.6255
"2013-08-14:12 AM",64.3737
"2013-08-15:12 AM",68.9617
"2013-08-16:12 AM",73.1413
"2013-08-17:12 AM",75.5886
"2013-08-18:12 AM",76.8357
"2013-08-19:12 AM",78.9282
"2013-08-20:12 AM",82.1327
"2013-08-21:12 AM",71.2834
"2013-08-22:12 AM",68.9133
"2013-08-23:12 AM",74.9502
"2013-08-24:12 AM",79.9214
"2013-08-25:12 AM",79.9565
"2013-08-26:12 AM",79.9725
"2013-08-27:12 AM",79.1062
"2013-08-28:12 AM",79.1773
"2013-08-29:12 AM",79.551
"2013-08-30:12 AM",77.2617
"2013-08-31:12 AM",74.9547
"2013-09-01:12 AM",65.9836
"2013-09-02:12 AM",65.6982
"2013-09-03:12 AM",75.9994
"2013-09-04:12 AM",71.6
"2013-09-05:12 AM",75.0036
"2013-09-06:12 AM",81.5389
"2013-09-07:12 AM",74.6177
"2013-09-08:12 AM",66.5519
"2013-09-09:12 AM",65.9989
"2013-09-10:12 AM",66.8799
"2013-09-11:12 AM",67.0631
"2013-09-12:12 AM",60.786
"2013-09-13:12 AM",64.3539
"2013-09-14:12 AM",64.927
"2013-09-15:12 AM",55.2927
"2013-09-16:12 AM",56.777
"2013-09-17:12 AM",65.3175
"2013-09-18:12 AM",67.0125
"2013-09-19:12 AM",57.1575
"2013-09-20:12 AM",51.6234
"2013-09-21:12 AM",53.1064
"2013-09-22:12 AM",62.7489
"2013-09-23:12 AM",63.8541
"2013-09-24:12 AM",59.196
"2013-09-25:12 AM",62.586
"2013-09-26:12 AM",60.4008
"2013-09-27:12 AM",51.2888
"2013-09-28:12 AM",50.8073
"2013-09-29:12 AM",59.2986
"2013-09-30:12 AM",61.2347
"2013-10-01:12 AM",56.921
"2013-10-02:12 AM",53.2227
"2013-10-03:12 AM",48.6462
"2013-10-04:12 AM",39.7261
"2013-10-05:12 AM",39.1161
"2013-10-06:12 AM",45.9059
"2013-10-07:12 AM",52.7958
"2013-10-08:12 AM",56.755
"2013-10-09:12 AM",54.2185
"2013-10-10:12 AM",54.9419
"2013-10-11:12 AM",54.5432
"2013-10-12:12 AM",44.0218
"2013-10-13:12 AM",42.7984
"2013-10-14:12 AM",40.1293
"2013-10-15:12 AM",37.974
"2013-10-16:12 AM",41.1323
"2013-10-17:12 AM",39.7477
"2013-10-18:12 AM",37.9387
"2013-10-19:12 AM",38.6211
"2013-10-20:12 AM",36.6465
"2013-10-21:12 AM",33.388
"2013-10-22:12 AM",34.2826
"2013-10-23:12 AM",34.1512
"2013-10-24:12 AM",33.4652
"2013-10-25:12 AM",40.2561
"2013-10-26:12 AM",37.1122
"2013-10-27:12 AM",37.6984
"2013-10-28:12 AM",27.7774
"2013-10-29:12 AM",28.0719
"2013-10-30:12 AM",31.4182
"2013-10-31:12 AM",36.1515
"2013-11-01:12 AM",39.8509
"2013-11-02:12 AM",39.4227
"2013-11-03:12 AM",42.7239
"2013-11-04:12 AM",35.8367
"2013-11-05:12 AM",29.4055
"2013-11-06:12 AM",30.1386
"2013-11-07:12 AM",30.3683
"2013-11-08:12 AM",35.9895
"2013-11-09:12 AM",33.3464
"2013-11-10:12 AM",30.4939
"2013-11-11:12 AM",17.3318
"2013-11-12:12 AM",24.5921
"2013-11-13:12 AM",40.2386
"2013-11-14:12 AM",41.1751
"2013-11-15:12 AM",37.9719
"2013-11-16:12 AM",37.0501
"2013-11-17:12 AM",31.696
"2013-11-18:12 AM",27.5392
"2013-11-19:12 AM",34.3494
"2013-11-20:12 AM",26.2398
"2013-11-21:12 AM",11.2451
"2013-11-22:12 AM",13.3902
"2013-11-23:12 AM",5.8365
"2013-11-24:12 AM",24.5023
"2013-11-25:12 AM",28.9447
"2013-11-26:12 AM",18.1042
"2013-11-27:12 AM",20.3095
"2013-11-28:12 AM",19.7029
"2013-11-29:12 AM",21.9987
"2013-11-30:12 AM",26.7237
"2013-12-01:12 AM",27.8265
"2013-12-02:12 AM",27.3846
"2013-12-03:12 AM",15.584
"2013-12-04:12 AM",7.9767
"2013-12-05:12 AM",-1.7514
"2013-12-06:12 AM",-7.9836
"2013-12-07:12 AM",-13.1687
"2013-12-08:12 AM",-8.8928
"2013-12-09:12 AM",-2.9227
"2013-12-10:12 AM",3.1203
"2013-12-11:12 AM",-2.841
"2013-12-12:12 AM",13.0275
"2013-12-13:12 AM",4.1463
"2013-12-14:12 AM",3.9781
"2013-12-15:12 AM",5.7943
"2013-12-16:12 AM",26.335
"2013-12-17:12 AM",21.9907
"2013-12-18:12 AM",27.968
"2013-12-19:12 AM",5.1661
"2013-12-20:12 AM",0.8685
"2013-12-21:12 AM",-1.8148
"2013-12-22:12 AM",-3.7858
"2013-12-23:12 AM",-9.3305
"2013-12-24:12 AM",15.2298
"2013-12-25:12 AM",22.9168
"2013-12-26:12 AM",25.2972
"2013-12-27:12 AM",32.2297
"2013-12-28:12 AM",20.0734
"2013-12-29:12 AM",-2.5652
"2013-12-30:12 AM",1.2214
"2013-12-31:12 AM",-6.9344
"2014-01-01:12 AM",-7.5532
"2014-01-02:12 AM",-6.7142
"2014-01-03:12 AM",23.475
"2014-01-04:12 AM",2.638
"2014-01-05:12 AM",-15.0218
"2014-01-06:12 AM",-17.4897
"2014-01-07:12 AM",-5.867
"2014-01-08:12 AM",-7.5766
"2014-01-09:12 AM",22.5759
"2014-01-10:12 AM",28.3959
"2014-01-11:12 AM",25.4541
"2014-01-12:12 AM",32.1498
"2014-01-13:12 AM",23.6611
"2014-01-14:12 AM",16.4246
"2014-01-15:12 AM",21.7643
"2014-01-16:12 AM",18.6825
"2014-01-17:12 AM",17.2503
"2014-01-18:12 AM",27.6888
"2014-01-19:12 AM",32.2988
"2014-01-20:12 AM",9.7002
"2014-01-21:12 AM",7.588
"2014-01-22:12 AM",-1.439
"2014-01-23:12 AM",-3.1261
"2014-01-24:12 AM",30.0942
"2014-01-25:12 AM",17.7391
"2014-01-26:12 AM",11.9797
"2014-01-27:12 AM",-10.91
"2014-01-28:12 AM",-6.8876
"2014-01-29:12 AM",15.7012
"2014-01-30:12 AM",1.4772
"2014-01-31:12 AM",1.3777
"2014-02-01:12 AM",2.9898
"2014-02-02:12 AM",4.5711
"2014-02-03:12 AM",0.0216
"2014-02-04:12 AM",-7.7543
"2014-02-05:12 AM",-9.1082
"2014-02-06:12 AM",-6.3159
"2014-02-07:12 AM",-3.7673
"2014-02-08:12 AM",-4.8266
"2014-02-09:12 AM",-7.6185
"2014-02-10:12 AM",-10.5266
"2014-02-11:12 AM",13.1664
"2014-02-12:12 AM",6.6015
"2014-02-13:12 AM",10.5978
"2014-02-14:12 AM",4.7984
"2014-02-15:12 AM",16.6955
"2014-02-16:12 AM",9.5931
"2014-02-17:12 AM",28.1658
"2014-02-18:12 AM",31.6229
"2014-02-19:12 AM",28.6074
"2014-02-20:12 AM",19.9454
"2014-02-21:12 AM",6.3156
"2014-02-22:12 AM",4.3234
"2014-02-23:12 AM",2.7487
"2014-02-24:12 AM",-3.8702
"2014-02-25:12 AM",-4.1307
"2014-02-26:12 AM",5.5944
"2014-02-27:12 AM",-4.1521
"2014-02-28:12 AM",3.3318
"2014-03-01:12 AM",-16.9164
"2014-03-02:12 AM",-14.7829
"2014-03-03:12 AM",1.5372
"2014-03-04:12 AM",4.8697
"2014-03-05:12 AM",16.4772
"2014-03-06:12 AM",29.7246
"2014-03-07:12 AM",15.6063
"2014-03-08:12 AM",17.4079
"2014-03-09:12 AM",37.2214
"2014-03-10:12 AM",38.5205
"2014-03-11:12 AM",32.821
"2014-03-12:12 AM",32.2351
"2014-03-13:12 AM",39.0688
"2014-03-14:12 AM",34.4349
"2014-03-15:12 AM",22.9406
"2014-03-16:12 AM",26.3221
"2014-03-17:12 AM",36.1407
"2014-03-18:12 AM",32.886
"2014-03-19:12 AM",32.3902
"2014-03-20:12 AM",35.6083
"2014-03-21:12 AM",26.3277
"2014-03-22:12 AM",14.0713
"2014-03-23:12 AM",16.5733
"2014-03-24:12 AM",19.5769
"2014-03-25:12 AM",18.2129
"2014-03-26:12 AM",26.6945
"2014-03-27:12 AM",27.1688
"2014-03-28:12 AM",24.3889
"2014-03-29:12 AM",35.101
"2014-03-30:12 AM",37.7613
"2014-03-31:12 AM",18.1204
