"DateTime","(deg F) Mean Temperature (CFSR) at Florida, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",67.696
"2012-02-17:12 AM",67.0105
"2012-02-18:12 AM",67.0552
"2012-02-19:12 AM",68.7213
"2012-02-20:12 AM",58.307
"2012-02-21:12 AM",61.2372
"2012-02-22:12 AM",64.6308
"2012-02-23:12 AM",70.7515
"2012-02-24:12 AM",71.7249
"2012-02-25:12 AM",61.2518
"2012-02-26:12 AM",59.6856
"2012-02-27:12 AM",65.8558
"2012-02-28:12 AM",67.9516
"2012-02-29:12 AM",70.0497
"2012-03-01:12 AM",71.3853
"2012-03-02:12 AM",71.2438
"2012-03-03:12 AM",72.115
"2012-03-04:12 AM",61.0504
"2012-03-05:12 AM",57.7794
"2012-03-06:12 AM",60.6753
"2012-03-07:12 AM",65.3722
"2012-03-08:12 AM",68.9022
"2012-03-09:12 AM",69.179
"2012-03-10:12 AM",67.3605
"2012-03-11:12 AM",68.0207
"2012-03-12:12 AM",68.5242
"2012-03-13:12 AM",68.6831
"2012-03-14:12 AM",69.5196
"2012-03-15:12 AM",70.1677
"2012-03-16:12 AM",70.4815
"2012-03-17:12 AM",70.405
"2012-03-18:12 AM",70.6545
"2012-03-19:12 AM",70.7027
"2012-03-20:12 AM",71.3284
"2012-03-21:12 AM",72.3895
"2012-03-22:12 AM",73.7665
"2012-03-23:12 AM",73.5211
"2012-03-24:12 AM",71.8576
"2012-03-25:12 AM",70.4318
"2012-03-26:12 AM",68.9927
"2012-03-27:12 AM",69.7761
"2012-03-28:12 AM",71.2112
"2012-03-29:12 AM",71.4891
"2012-03-30:12 AM",71.8372
"2012-03-31:12 AM",72.021
"2012-04-01:12 AM",73.5813
"2012-04-02:12 AM",74.2797
"2012-04-03:12 AM",74.2883
"2012-04-04:12 AM",75.0159
"2012-04-05:12 AM",74.9082
"2012-04-06:12 AM",71.992
"2012-04-07:12 AM",67.6479
"2012-04-08:12 AM",68.0513
"2012-04-09:12 AM",70.3679
"2012-04-10:12 AM",72.0522
"2012-04-11:12 AM",71.7926
"2012-04-12:12 AM",68.7285
"2012-04-13:12 AM",69.5728
"2012-04-14:12 AM",70.673
"2012-04-15:12 AM",72.8092
"2012-04-16:12 AM",72.988
"2012-04-17:12 AM",73.2025
"2012-04-18:12 AM",73.2965
"2012-04-19:12 AM",72.0124
"2012-04-20:12 AM",72.8775
"2012-04-21:12 AM",70.3612
"2012-04-22:12 AM",69.5183
"2012-04-23:12 AM",64.3845
"2012-04-24:12 AM",61.0394
"2012-04-25:12 AM",66.3543
"2012-04-26:12 AM",71.3559
"2012-04-27:12 AM",72.9453
"2012-04-28:12 AM",74.0511
"2012-04-29:12 AM",74.4352
"2012-04-30:12 AM",76.0141
"2012-05-01:12 AM",76.4672
"2012-05-02:12 AM",77.2473
"2012-05-03:12 AM",76.2339
"2012-05-04:12 AM",75.5884
"2012-05-05:12 AM",77.0776
"2012-05-06:12 AM",77.9248
"2012-05-07:12 AM",76.6171
"2012-05-08:12 AM",75.825
"2012-05-09:12 AM",75.429
"2012-05-10:12 AM",74.6875
"2012-05-11:12 AM",74.5846
"2012-05-12:12 AM",76.0161
"2012-05-13:12 AM",75.4894
"2012-05-14:12 AM",75.493
"2012-05-15:12 AM",77.0565
"2012-05-16:12 AM",74.3617
"2012-05-17:12 AM",75.0387
"2012-05-18:12 AM",76.0991
"2012-05-19:12 AM",75.317
"2012-05-20:12 AM",75.079
"2012-05-21:12 AM",76.9179
"2012-05-22:12 AM",77.9212
"2012-05-23:12 AM",78.085
"2012-05-24:12 AM",79.3926
"2012-05-25:12 AM",80.4447
"2012-05-26:12 AM",81.1562
"2012-05-27:12 AM",80.197
"2012-05-28:12 AM",78.2283
"2012-05-29:12 AM",79.2457
"2012-05-30:12 AM",80.9141
"2012-05-31:12 AM",79.4903
"2012-06-01:12 AM",76.4902
"2012-06-02:12 AM",77.7691
"2012-06-03:12 AM",79.1767
"2012-06-04:12 AM",81.1751
"2012-06-05:12 AM",79.5085
"2012-06-06:12 AM",78.2895
"2012-06-07:12 AM",77.5638
"2012-06-08:12 AM",77.2459
"2012-06-09:12 AM",77.4433
"2012-06-10:12 AM",79.8024
"2012-06-11:12 AM",80.7966
"2012-06-12:12 AM",79.7936
"2012-06-13:12 AM",80.6904
"2012-06-14:12 AM",80.3194
"2012-06-15:12 AM",77.9646
"2012-06-16:12 AM",77.3159
"2012-06-17:12 AM",77.3181
"2012-06-18:12 AM",77.7205
"2012-06-19:12 AM",78.321
"2012-06-20:12 AM",78.2424
"2012-06-21:12 AM",77.6386
"2012-06-22:12 AM",78.4841
"2012-06-23:12 AM",78.4548
"2012-06-24:12 AM",77.0149
"2012-06-25:12 AM",77.6872
"2012-06-26:12 AM",78.6254
"2012-06-27:12 AM",77.6793
"2012-06-28:12 AM",78.5005
"2012-06-29:12 AM",79.9061
"2012-06-30:12 AM",80.6767
"2012-07-01:12 AM",81.6188
"2012-07-02:12 AM",82.3766
"2012-07-03:12 AM",82.02
"2012-07-04:12 AM",81.3814
"2012-07-05:12 AM",81.2712
"2012-07-06:12 AM",82.2569
"2012-07-07:12 AM",82.3455
"2012-07-08:12 AM",82.2598
"2012-07-09:12 AM",82.242
"2012-07-10:12 AM",81.869
"2012-07-11:12 AM",79.9196
"2012-07-12:12 AM",79.0066
"2012-07-13:12 AM",79.1265
"2012-07-14:12 AM",79.4907
"2012-07-15:12 AM",79.5281
"2012-07-16:12 AM",79.2327
"2012-07-17:12 AM",79.6827
"2012-07-18:12 AM",79.538
"2012-07-19:12 AM",80.569
"2012-07-20:12 AM",81.0126
"2012-07-21:12 AM",82.1284
"2012-07-22:12 AM",81.7754
"2012-07-23:12 AM",80.0098
"2012-07-24:12 AM",80.7759
"2012-07-25:12 AM",82.5834
"2012-07-26:12 AM",82.2092
"2012-07-27:12 AM",81.8627
"2012-07-28:12 AM",81.8406
"2012-07-29:12 AM",81.9601
"2012-07-30:12 AM",82.3176
"2012-07-31:12 AM",80.5701
"2012-08-01:12 AM",80.7728
"2012-08-02:12 AM",82.4902
"2012-08-03:12 AM",82.1167
"2012-08-04:12 AM",80.4234
"2012-08-05:12 AM",80.4483
"2012-08-06:12 AM",80.0355
"2012-08-07:12 AM",80.8633
"2012-08-08:12 AM",81.9594
"2012-08-09:12 AM",81.5716
"2012-08-10:12 AM",80.9573
"2012-08-11:12 AM",80.1799
"2012-08-12:12 AM",80.6511
"2012-08-13:12 AM",80.7451
"2012-08-14:12 AM",81.9072
"2012-08-15:12 AM",81.7833
"2012-08-16:12 AM",82.4626
"2012-08-17:12 AM",81.2669
"2012-08-18:12 AM",80.2596
"2012-08-19:12 AM",80.1721
"2012-08-20:12 AM",79.8345
"2012-08-21:12 AM",79.117
"2012-08-22:12 AM",78.384
"2012-08-23:12 AM",78.9735
"2012-08-24:12 AM",78.9246
"2012-08-25:12 AM",78.9345
"2012-08-26:12 AM",78.3207
"2012-08-27:12 AM",78.2793
"2012-08-28:12 AM",80.3453
"2012-08-29:12 AM",79.9421
"2012-08-30:12 AM",80.6216
"2012-08-31:12 AM",80.8318
"2012-09-01:12 AM",80.6772
"2012-09-02:12 AM",79.5501
"2012-09-03:12 AM",79.779
"2012-09-04:12 AM",79.5339
"2012-09-05:12 AM",79.0662
"2012-09-06:12 AM",78.9321
"2012-09-07:12 AM",79.0221
"2012-09-08:12 AM",79.6631
"2012-09-09:12 AM",79.0286
"2012-09-10:12 AM",77.0425
"2012-09-11:12 AM",76.5991
"2012-09-12:12 AM",76.879
"2012-09-13:12 AM",77.0603
"2012-09-14:12 AM",76.8848
"2012-09-15:12 AM",77.2794
"2012-09-16:12 AM",77.2801
"2012-09-17:12 AM",77.8069
"2012-09-18:12 AM",78.217
"2012-09-19:12 AM",77.0162
"2012-09-20:12 AM",76.7685
"2012-09-21:12 AM",76.4114
"2012-09-22:12 AM",76.2681
"2012-09-23:12 AM",76.7732
"2012-09-24:12 AM",73.6666
"2012-09-25:12 AM",74.2271
"2012-09-26:12 AM",77.0763
"2012-09-27:12 AM",77.8107
"2012-09-28:12 AM",77.3544
"2012-09-29:12 AM",77.2662
"2012-09-30:12 AM",77.9887
"2012-10-01:12 AM",77.8635
"2012-10-02:12 AM",76.7984
"2012-10-03:12 AM",76.0654
"2012-10-04:12 AM",77.1523
"2012-10-05:12 AM",77.1872
"2012-10-06:12 AM",76.9584
"2012-10-07:12 AM",76.2624
"2012-10-08:12 AM",74.8852
"2012-10-09:12 AM",73.4794
"2012-10-10:12 AM",72.7966
"2012-10-11:12 AM",72.2633
"2012-10-12:12 AM",72.2012
"2012-10-13:12 AM",73.4234
"2012-10-14:12 AM",75.4216
"2012-10-15:12 AM",75.8613
"2012-10-16:12 AM",72.3157
"2012-10-17:12 AM",70.981
"2012-10-18:12 AM",74.1074
"2012-10-19:12 AM",73.5215
"2012-10-20:12 AM",70.3571
"2012-10-21:12 AM",67.8468
"2012-10-22:12 AM",69.795
"2012-10-23:12 AM",71.6266
"2012-10-24:12 AM",73.7159
"2012-10-25:12 AM",74.4897
"2012-10-26:12 AM",74.6956
"2012-10-27:12 AM",71.4121
"2012-10-28:12 AM",65.7072
"2012-10-29:12 AM",57.8748
"2012-10-30:12 AM",56.568
"2012-10-31:12 AM",60.3511
"2012-11-01:12 AM",65.2413
"2012-11-02:12 AM",63.9563
"2012-11-03:12 AM",67.458
"2012-11-04:12 AM",68.5623
"2012-11-05:12 AM",67.1547
"2012-11-06:12 AM",65.1074
"2012-11-07:12 AM",59.3848
"2012-11-08:12 AM",55.7357
"2012-11-09:12 AM",57.099
"2012-11-10:12 AM",61.2329
"2012-11-11:12 AM",66.522
"2012-11-12:12 AM",69.1844
"2012-11-13:12 AM",67.2422
"2012-11-14:12 AM",65.6197
"2012-11-15:12 AM",63.5668
"2012-11-16:12 AM",60.0085
"2012-11-17:12 AM",61.2327
"2012-11-18:12 AM",62.7521
"2012-11-19:12 AM",60.6574
"2012-11-20:12 AM",61.9648
"2012-11-21:12 AM",62.6527
"2012-11-22:12 AM",59.3964
"2012-11-23:12 AM",57.9447
"2012-11-24:12 AM",58.807
"2012-11-25:12 AM",53.8804
"2012-11-26:12 AM",57.5703
"2012-11-27:12 AM",65.1805
"2012-11-28:12 AM",61.6921
"2012-11-29:12 AM",61.6318
"2012-11-30:12 AM",64.6918
"2012-12-01:12 AM",65.6524
"2012-12-02:12 AM",66.6649
"2012-12-03:12 AM",66.918
"2012-12-04:12 AM",66.909
"2012-12-05:12 AM",65.9611
"2012-12-06:12 AM",67.3047
"2012-12-07:12 AM",66.8764
"2012-12-08:12 AM",67.6283
"2012-12-09:12 AM",69.0447
"2012-12-10:12 AM",70.2628
"2012-12-11:12 AM",69.33
"2012-12-12:12 AM",65.0282
"2012-12-13:12 AM",60.3426
"2012-12-14:12 AM",59.0585
"2012-12-15:12 AM",62.1916
"2012-12-16:12 AM",66.7189
"2012-12-17:12 AM",69.5374
"2012-12-18:12 AM",67.4166
"2012-12-19:12 AM",61.3342
"2012-12-20:12 AM",66.7072
"2012-12-21:12 AM",54.8371
"2012-12-22:12 AM",47.0464
"2012-12-23:12 AM",50.4923
"2012-12-24:12 AM",59.3523
"2012-12-25:12 AM",64.566
"2012-12-26:12 AM",63.9838
"2012-12-27:12 AM",49.6792
"2012-12-28:12 AM",54.4397
"2012-12-29:12 AM",64.1793
"2012-12-30:12 AM",47.9694
"2012-12-31:12 AM",55.7933
"2013-01-01:12 AM",63.5774
"2013-01-02:12 AM",64.8577
"2013-01-03:12 AM",61.4179
"2013-01-04:12 AM",57.5992
"2013-01-05:12 AM",58.9759
"2013-01-06:12 AM",62.1144
"2013-01-07:12 AM",60.8256
"2013-01-08:12 AM",65.0439
"2013-01-09:12 AM",69.7154
"2013-01-10:12 AM",70.7457
"2013-01-11:12 AM",69.6468
"2013-01-12:12 AM",69.5448
"2013-01-13:12 AM",69.7732
"2013-01-14:12 AM",69.0822
"2013-01-15:12 AM",68.6712
"2013-01-16:12 AM",69.1858
"2013-01-17:12 AM",62.1091
"2013-01-18:12 AM",52.0749
"2013-01-19:12 AM",59.761
"2013-01-20:12 AM",62.6713
"2013-01-21:12 AM",62.6837
"2013-01-22:12 AM",58.2703
"2013-01-23:12 AM",54.9777
"2013-01-24:12 AM",58.5905
"2013-01-25:12 AM",61.4097
"2013-01-26:12 AM",61.7571
"2013-01-27:12 AM",63.927
"2013-01-28:12 AM",67.1072
"2013-01-29:12 AM",69.7381
"2013-01-30:12 AM",71.2468
"2013-01-31:12 AM",58.4523
"2013-02-01:12 AM",53.2441
"2013-02-02:12 AM",54.0507
"2013-02-03:12 AM",56.6546
"2013-02-04:12 AM",55.8783
"2013-02-05:12 AM",59.9884
"2013-02-06:12 AM",65.0392
"2013-02-07:12 AM",67.7212
"2013-02-08:12 AM",66.1087
"2013-02-09:12 AM",61.4295
"2013-02-10:12 AM",65.2741
"2013-02-11:12 AM",69.0566
"2013-02-12:12 AM",69.5608
"2013-02-13:12 AM",70.1496
"2013-02-14:12 AM",61.1247
"2013-02-15:12 AM",56.4528
"2013-02-16:12 AM",56.2917
"2013-02-17:12 AM",44.9825
"2013-02-18:12 AM",49.1779
"2013-02-19:12 AM",61.7967
"2013-02-20:12 AM",61.0497
"2013-02-21:12 AM",63.8384
"2013-02-22:12 AM",70.2615
"2013-02-23:12 AM",71.4254
"2013-02-24:12 AM",68.0887
"2013-02-25:12 AM",69.1887
"2013-02-26:12 AM",70.2496
"2013-02-27:12 AM",62.4558
"2013-02-28:12 AM",58.9791
"2013-03-01:12 AM",54.4987
"2013-03-02:12 AM",49.6008
"2013-03-03:12 AM",45.7302
"2013-03-04:12 AM",48.1242
"2013-03-05:12 AM",58.8391
"2013-03-06:12 AM",56.3567
"2013-03-07:12 AM",51.2035
"2013-03-08:12 AM",55.5102
"2013-03-09:12 AM",60.0557
"2013-03-10:12 AM",63.4078
"2013-03-11:12 AM",65.5083
"2013-03-12:12 AM",64.0036
"2013-03-13:12 AM",58.8164
"2013-03-14:12 AM",54.7545
"2013-03-15:12 AM",55.535
"2013-03-16:12 AM",60.9278
"2013-03-17:12 AM",63.018
"2013-03-18:12 AM",68.1865
"2013-03-19:12 AM",68.8953
"2013-03-20:12 AM",64.3978
"2013-03-21:12 AM",58.1763
"2013-03-22:12 AM",59.3127
"2013-03-23:12 AM",69.3374
"2013-03-24:12 AM",72.6732
"2013-03-25:12 AM",60.8891
"2013-03-26:12 AM",51.24
"2013-03-27:12 AM",48.8966
"2013-03-28:12 AM",54.2041
"2013-03-29:12 AM",58.989
"2013-03-30:12 AM",62.4254
"2013-03-31:12 AM",66.8196
"2013-04-01:12 AM",69.6344
"2013-04-02:12 AM",68.7533
"2013-04-03:12 AM",69.44
"2013-04-04:12 AM",70.6732
"2013-04-05:12 AM",65.309
"2013-04-06:12 AM",62.5658
"2013-04-07:12 AM",66.2745
"2013-04-08:12 AM",69.6672
"2013-04-09:12 AM",71.0803
"2013-04-10:12 AM",72.4968
"2013-04-11:12 AM",74.7253
"2013-04-12:12 AM",74.0352
"2013-04-13:12 AM",72.1679
"2013-04-14:12 AM",70.763
"2013-04-15:12 AM",73.8225
"2013-04-16:12 AM",75.0733
"2013-04-17:12 AM",74.0091
"2013-04-18:12 AM",75.2689
"2013-04-19:12 AM",75.4963
"2013-04-20:12 AM",64.9278
"2013-04-21:12 AM",66.382
"2013-04-22:12 AM",68.3847
"2013-04-23:12 AM",69.1041
"2013-04-24:12 AM",70.7421
"2013-04-25:12 AM",72.8913
"2013-04-26:12 AM",71.958
"2013-04-27:12 AM",73.0785
"2013-04-28:12 AM",73.4374
"2013-04-29:12 AM",72.4228
"2013-04-30:12 AM",73.5354
"2013-05-01:12 AM",71.3158
"2013-05-02:12 AM",70.3643
"2013-05-03:12 AM",70.1188
"2013-05-04:12 AM",68.1391
"2013-05-05:12 AM",66.6433
"2013-05-06:12 AM",65.1191
"2013-05-07:12 AM",66.7769
"2013-05-08:12 AM",69.5786
"2013-05-09:12 AM",72.8962
"2013-05-10:12 AM",74.4818
"2013-05-11:12 AM",75.5323
"2013-05-12:12 AM",74.5648
"2013-05-13:12 AM",71.4832
"2013-05-14:12 AM",69.4485
"2013-05-15:12 AM",71.8302
"2013-05-16:12 AM",73.1831
"2013-05-17:12 AM",75.4885
"2013-05-18:12 AM",77.2408
"2013-05-19:12 AM",76.4429
"2013-05-20:12 AM",77.1413
"2013-05-21:12 AM",76.1949
"2013-05-22:12 AM",76.2642
"2013-05-23:12 AM",78.0004
"2013-05-24:12 AM",79.302
"2013-05-25:12 AM",76.5977
"2013-05-26:12 AM",74.8171
"2013-05-27:12 AM",75.4491
"2013-05-28:12 AM",76.521
"2013-05-29:12 AM",77.2624
"2013-05-30:12 AM",78.5779
"2013-05-31:12 AM",78.4726
"2013-06-01:12 AM",78.5628
"2013-06-02:12 AM",77.9628
"2013-06-03:12 AM",78.2461
"2013-06-04:12 AM",77.3285
"2013-06-05:12 AM",76.5676
"2013-06-06:12 AM",75.6765
"2013-06-07:12 AM",77.7709
"2013-06-08:12 AM",78.7964
"2013-06-09:12 AM",78.5516
"2013-06-10:12 AM",79.527
"2013-06-11:12 AM",80.6603
"2013-06-12:12 AM",81.6697
"2013-06-13:12 AM",81.8391
"2013-06-14:12 AM",81.2309
"2013-06-15:12 AM",80.5467
"2013-06-16:12 AM",80.4526
"2013-06-17:12 AM",81.4419
"2013-06-18:12 AM",81.9226
"2013-06-19:12 AM",81.7464
"2013-06-20:12 AM",80.6875
"2013-06-21:12 AM",79.5583
"2013-06-22:12 AM",79.1006
"2013-06-23:12 AM",79.7099
"2013-06-24:12 AM",80.24
"2013-06-25:12 AM",80.6583
"2013-06-26:12 AM",81.187
"2013-06-27:12 AM",81.0442
"2013-06-28:12 AM",81.511
"2013-06-29:12 AM",80.758
"2013-06-30:12 AM",79.3634
"2013-07-01:12 AM",78.7723
"2013-07-02:12 AM",78.1986
"2013-07-03:12 AM",78.3819
"2013-07-04:12 AM",78.4184
"2013-07-05:12 AM",78.1043
"2013-07-06:12 AM",78.6218
"2013-07-07:12 AM",79.4701
"2013-07-08:12 AM",79.9992
"2013-07-09:12 AM",79.6878
"2013-07-10:12 AM",79.2052
"2013-07-11:12 AM",79.2228
"2013-07-12:12 AM",79.3427
"2013-07-13:12 AM",78.3333
"2013-07-14:12 AM",77.1345
"2013-07-15:12 AM",77.6811
"2013-07-16:12 AM",77.8161
"2013-07-17:12 AM",78.1948
"2013-07-18:12 AM",77.8257
"2013-07-19:12 AM",77.9311
"2013-07-20:12 AM",79.0176
"2013-07-21:12 AM",80.2047
"2013-07-22:12 AM",80.3667
"2013-07-23:12 AM",80.2002
"2013-07-24:12 AM",80.3196
"2013-07-25:12 AM",79.887
"2013-07-26:12 AM",81.0059
"2013-07-27:12 AM",81.2127
"2013-07-28:12 AM",79.8051
"2013-07-29:12 AM",81.3952
"2013-07-30:12 AM",81.8064
"2013-07-31:12 AM",81.1852
"2013-08-01:12 AM",80.6938
"2013-08-02:12 AM",80.7777
"2013-08-03:12 AM",81.027
"2013-08-04:12 AM",81.3592
"2013-08-05:12 AM",82.1179
"2013-08-06:12 AM",81.8564
"2013-08-07:12 AM",80.6954
"2013-08-08:12 AM",80.8155
"2013-08-09:12 AM",80.3943
"2013-08-10:12 AM",81.129
"2013-08-11:12 AM",82.2232
"2013-08-12:12 AM",82.0058
"2013-08-13:12 AM",82.3383
"2013-08-14:12 AM",81.8814
"2013-08-15:12 AM",80.4511
"2013-08-16:12 AM",79.9191
"2013-08-17:12 AM",80.0758
"2013-08-18:12 AM",79.8708
"2013-08-19:12 AM",80.3001
"2013-08-20:12 AM",80.2377
"2013-08-21:12 AM",80.1268
"2013-08-22:12 AM",79.7632
"2013-08-23:12 AM",79.0536
"2013-08-24:12 AM",78.7973
"2013-08-25:12 AM",78.4171
"2013-08-26:12 AM",77.3739
"2013-08-27:12 AM",77.5809
"2013-08-28:12 AM",78.2983
"2013-08-29:12 AM",79.968
"2013-08-30:12 AM",80.8803
"2013-08-31:12 AM",80.1793
"2013-09-01:12 AM",79.7502
"2013-09-02:12 AM",79.6815
"2013-09-03:12 AM",80.3224
"2013-09-04:12 AM",81.2863
"2013-09-05:12 AM",81.1135
"2013-09-06:12 AM",81.1978
"2013-09-07:12 AM",78.5068
"2013-09-08:12 AM",78.7379
"2013-09-09:12 AM",79.0362
"2013-09-10:12 AM",79.0063
"2013-09-11:12 AM",78.9035
"2013-09-12:12 AM",78.4749
"2013-09-13:12 AM",80.0053
"2013-09-14:12 AM",80.4963
"2013-09-15:12 AM",80.1016
"2013-09-16:12 AM",79.0606
"2013-09-17:12 AM",77.9913
"2013-09-18:12 AM",76.7104
"2013-09-19:12 AM",76.8922
"2013-09-20:12 AM",77.3368
"2013-09-21:12 AM",77.7501
"2013-09-22:12 AM",77.7187
"2013-09-23:12 AM",76.9429
"2013-09-24:12 AM",77.8203
"2013-09-25:12 AM",78.8027
"2013-09-26:12 AM",78.075
"2013-09-27:12 AM",74.8269
"2013-09-28:12 AM",73.8491
"2013-09-29:12 AM",74.6308
"2013-09-30:12 AM",74.2555
"2013-10-01:12 AM",75.8277
"2013-10-02:12 AM",76.042
"2013-10-03:12 AM",76.3803
"2013-10-04:12 AM",78.0399
"2013-10-05:12 AM",77.6824
"2013-10-06:12 AM",77.1847
"2013-10-07:12 AM",76.0014
"2013-10-08:12 AM",75.2412
"2013-10-09:12 AM",72.1436
"2013-10-10:12 AM",72.3083
"2013-10-11:12 AM",72.8861
"2013-10-12:12 AM",73.6662
"2013-10-13:12 AM",73.6326
"2013-10-14:12 AM",72.7236
"2013-10-15:12 AM",72.6447
"2013-10-16:12 AM",74.4735
"2013-10-17:12 AM",75.74
"2013-10-18:12 AM",76.0876
"2013-10-19:12 AM",75.7517
"2013-10-20:12 AM",74.2863
"2013-10-21:12 AM",74.9622
"2013-10-22:12 AM",74.9656
"2013-10-23:12 AM",71.1955
"2013-10-24:12 AM",63.8668
"2013-10-25:12 AM",65.2149
"2013-10-26:12 AM",63.5614
"2013-10-27:12 AM",63.9189
"2013-10-28:12 AM",67.6015
"2013-10-29:12 AM",70.434
"2013-10-30:12 AM",71.8435
"2013-10-31:12 AM",73.9243
"2013-11-01:12 AM",75.2113
"2013-11-02:12 AM",70.3971
"2013-11-03:12 AM",63.4505
"2013-11-04:12 AM",65.745
"2013-11-05:12 AM",69.4427
"2013-11-06:12 AM",72.0234
"2013-11-07:12 AM",70.7607
"2013-11-08:12 AM",65.7307
"2013-11-09:12 AM",67.3936
"2013-11-10:12 AM",69.2307
"2013-11-11:12 AM",68.5371
"2013-11-12:12 AM",68.6784
"2013-11-13:12 AM",57.6822
"2013-11-14:12 AM",59.108
"2013-11-15:12 AM",65.8359
"2013-11-16:12 AM",68.8543
"2013-11-17:12 AM",72.7353
"2013-11-18:12 AM",73.4977
"2013-11-19:12 AM",67.7152
"2013-11-20:12 AM",66.8325
"2013-11-21:12 AM",69.0438
"2013-11-22:12 AM",70.7805
"2013-11-23:12 AM",69.8178
"2013-11-24:12 AM",61.9633
"2013-11-25:12 AM",61.1836
"2013-11-26:12 AM",70.2826
"2013-11-27:12 AM",60.4126
"2013-11-28:12 AM",47.7505
"2013-11-29:12 AM",55.8604
"2013-11-30:12 AM",60.2109
"2013-12-01:12 AM",61.9819
"2013-12-02:12 AM",62.5183
"2013-12-03:12 AM",64.5055
"2013-12-04:12 AM",69.28
"2013-12-05:12 AM",71.2123
"2013-12-06:12 AM",72.1818
"2013-12-07:12 AM",69.8157
"2013-12-08:12 AM",70.2365
"2013-12-09:12 AM",72.3427
"2013-12-10:12 AM",69.0539
"2013-12-11:12 AM",63.6026
"2013-12-12:12 AM",61.2396
"2013-12-13:12 AM",58.6521
"2013-12-14:12 AM",69.0679
"2013-12-15:12 AM",65.1697
"2013-12-16:12 AM",54.2739
"2013-12-17:12 AM",55.5028
"2013-12-18:12 AM",56.4085
"2013-12-19:12 AM",58.1464
"2013-12-20:12 AM",65.966
"2013-12-21:12 AM",72.1449
"2013-12-22:12 AM",73.5213
"2013-12-23:12 AM",70.0516
"2013-12-24:12 AM",59.0112
"2013-12-25:12 AM",56.1531
"2013-12-26:12 AM",60.1725
"2013-12-27:12 AM",61.9203
"2013-12-28:12 AM",66.0628
"2013-12-29:12 AM",68.0846
"2013-12-30:12 AM",61.3342
"2013-12-31:12 AM",60.6056
"2014-01-01:12 AM",61.4775
"2014-01-02:12 AM",65.1751
"2014-01-03:12 AM",48.1519
"2014-01-04:12 AM",53.9692
"2014-01-05:12 AM",62.9132
"2014-01-06:12 AM",57.4059
"2014-01-07:12 AM",38.6548
"2014-01-08:12 AM",46.4504
"2014-01-09:12 AM",58.4753
"2014-01-10:12 AM",66.4911
"2014-01-11:12 AM",70.4865
"2014-01-12:12 AM",61.5151
"2014-01-13:12 AM",61.2819
"2014-01-14:12 AM",65.6784
"2014-01-15:12 AM",56.8139
"2014-01-16:12 AM",47.9802
"2014-01-17:12 AM",49.7743
"2014-01-18:12 AM",49.0242
"2014-01-19:12 AM",51.1761
"2014-01-20:12 AM",55.3239
"2014-01-21:12 AM",59.1316
"2014-01-22:12 AM",46.6668
"2014-01-23:12 AM",46.0801
"2014-01-24:12 AM",46.9936
"2014-01-25:12 AM",51.9928
"2014-01-26:12 AM",57.2031
"2014-01-27:12 AM",62.7102
"2014-01-28:12 AM",59.3418
"2014-01-29:12 AM",49.0435
"2014-01-30:12 AM",46.7625
"2014-01-31:12 AM",54.7889
"2014-02-01:12 AM",64.2794
"2014-02-02:12 AM",66.8426
"2014-02-03:12 AM",68.7119
"2014-02-04:12 AM",68.2893
"2014-02-05:12 AM",69.0381
"2014-02-06:12 AM",58.4708
"2014-02-07:12 AM",56.1024
"2014-02-08:12 AM",59.3832
"2014-02-09:12 AM",58.3882
"2014-02-10:12 AM",60.868
"2014-02-11:12 AM",61.9684
"2014-02-12:12 AM",61.7887
"2014-02-13:12 AM",54.6771
"2014-02-14:12 AM",51.4161
"2014-02-15:12 AM",56.0921
"2014-02-16:12 AM",54.2125
"2014-02-17:12 AM",58.3725
"2014-02-18:12 AM",63.0918
"2014-02-19:12 AM",65.9271
"2014-02-20:12 AM",68.506
"2014-02-21:12 AM",69.3712
"2014-02-22:12 AM",66.4572
"2014-02-23:12 AM",67.0647
"2014-02-24:12 AM",66.5166
"2014-02-25:12 AM",67.276
"2014-02-26:12 AM",63.6823
"2014-02-27:12 AM",56.9457
"2014-02-28:12 AM",54.1405
"2014-03-01:12 AM",58.9843
"2014-03-02:12 AM",63.5871
"2014-03-03:12 AM",65.6701
"2014-03-04:12 AM",60.8007
"2014-03-05:12 AM",60.3311
"2014-03-06:12 AM",61.7261
"2014-03-07:12 AM",55.6786
"2014-03-08:12 AM",55.4031
"2014-03-09:12 AM",62.0773
"2014-03-10:12 AM",64.5102
"2014-03-11:12 AM",65.4096
"2014-03-12:12 AM",68.459
"2014-03-13:12 AM",57.7521
"2014-03-14:12 AM",57.2495
"2014-03-15:12 AM",62.5714
"2014-03-16:12 AM",68.4462
"2014-03-17:12 AM",68.4549
"2014-03-18:12 AM",64.4569
"2014-03-19:12 AM",62.492
"2014-03-20:12 AM",64.5904
"2014-03-21:12 AM",66.7879
"2014-03-22:12 AM",69.573
"2014-03-23:12 AM",69.6598
"2014-03-24:12 AM",64.8124
"2014-03-25:12 AM",62.76
"2014-03-26:12 AM",52.1532
"2014-03-27:12 AM",59.9819
"2014-03-28:12 AM",68.1841
"2014-03-29:12 AM",70.4367
"2014-03-30:12 AM",62.3156
"2014-03-31:12 AM",62.1673
"2014-04-01:12 AM",63.9205
"2014-04-02:12 AM",66.7785
"2014-04-03:12 AM",68.8512
"2014-04-04:12 AM",70.5427
