"DateTime","(deg F) Mean Temperature (CFSR) at New Jersey, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",36.9334
"2012-02-17:12 AM",41.6395
"2012-02-18:12 AM",37.9458
"2012-02-19:12 AM",35.7463
"2012-02-20:12 AM",35.2683
"2012-02-21:12 AM",36.8613
"2012-02-22:12 AM",44.8839
"2012-02-23:12 AM",48.4189
"2012-02-24:12 AM",44.0287
"2012-02-25:12 AM",36.0516
"2012-02-26:12 AM",32.5564
"2012-02-27:12 AM",40.62
"2012-02-28:12 AM",39.0704
"2012-02-29:12 AM",40.2193
"2012-03-01:12 AM",43.3553
"2012-03-02:12 AM",39.522
"2012-03-03:12 AM",46.296
"2012-03-04:12 AM",37.8723
"2012-03-05:12 AM",33.5696
"2012-03-06:12 AM",31.8981
"2012-03-07:12 AM",42.9192
"2012-03-08:12 AM",55.4427
"2012-03-09:12 AM",46.0647
"2012-03-10:12 AM",32.738
"2012-03-11:12 AM",39.9436
"2012-03-12:12 AM",48.5519
"2012-03-13:12 AM",58.2903
"2012-03-14:12 AM",56.5054
"2012-03-15:12 AM",49.7359
"2012-03-16:12 AM",48.5638
"2012-03-17:12 AM",50.5663
"2012-03-18:12 AM",49.5286
"2012-03-19:12 AM",55.3906
"2012-03-20:12 AM",57.8365
"2012-03-21:12 AM",57.2904
"2012-03-22:12 AM",59.3764
"2012-03-23:12 AM",62.1547
"2012-03-24:12 AM",54.5128
"2012-03-25:12 AM",49.4339
"2012-03-26:12 AM",45.3747
"2012-03-27:12 AM",36.1796
"2012-03-28:12 AM",51.9285
"2012-03-29:12 AM",49.3043
"2012-03-30:12 AM",43.7851
"2012-03-31:12 AM",42.0489
"2012-04-01:12 AM",44.199
"2012-04-02:12 AM",44.4787
"2012-04-03:12 AM",46.2555
"2012-04-04:12 AM",54.7133
"2012-04-05:12 AM",47.2431
"2012-04-06:12 AM",43.9461
"2012-04-07:12 AM",44.9722
"2012-04-08:12 AM",50.2466
"2012-04-09:12 AM",51.3619
"2012-04-10:12 AM",49.6368
"2012-04-11:12 AM",44.6949
"2012-04-12:12 AM",46.9791
"2012-04-13:12 AM",49.5289
"2012-04-14:12 AM",55.5496
"2012-04-15:12 AM",63.9815
"2012-04-16:12 AM",69.4524
"2012-04-17:12 AM",66.1944
"2012-04-18:12 AM",52.2855
"2012-04-19:12 AM",54.5724
"2012-04-20:12 AM",55.6905
"2012-04-21:12 AM",61.9677
"2012-04-22:12 AM",49.3871
"2012-04-23:12 AM",45.5974
"2012-04-24:12 AM",46.5719
"2012-04-25:12 AM",49.512
"2012-04-26:12 AM",52.2145
"2012-04-27:12 AM",48.1879
"2012-04-28:12 AM",45.4797
"2012-04-29:12 AM",49.1859
"2012-04-30:12 AM",50.0178
"2012-05-01:12 AM",60.361
"2012-05-02:12 AM",53.7026
"2012-05-03:12 AM",55.5508
"2012-05-04:12 AM",62.5084
"2012-05-05:12 AM",60.8542
"2012-05-06:12 AM",55.5336
"2012-05-07:12 AM",54.5751
"2012-05-08:12 AM",59.688
"2012-05-09:12 AM",64.5816
"2012-05-10:12 AM",56.8195
"2012-05-11:12 AM",55.7548
"2012-05-12:12 AM",60.7446
"2012-05-13:12 AM",65.7435
"2012-05-14:12 AM",64.0008
"2012-05-15:12 AM",63.5612
"2012-05-16:12 AM",68.0644
"2012-05-17:12 AM",59.5308
"2012-05-18:12 AM",57.6282
"2012-05-19:12 AM",60.2073
"2012-05-20:12 AM",62.211
"2012-05-21:12 AM",62.1727
"2012-05-22:12 AM",63.8303
"2012-05-23:12 AM",66.6622
"2012-05-24:12 AM",67.0906
"2012-05-25:12 AM",67.9303
"2012-05-26:12 AM",72.0714
"2012-05-27:12 AM",72.3229
"2012-05-28:12 AM",75.8923
"2012-05-29:12 AM",77.4637
"2012-05-30:12 AM",69.3842
"2012-05-31:12 AM",67.8547
"2012-06-01:12 AM",65.8364
"2012-06-02:12 AM",65.3218
"2012-06-03:12 AM",62.1988
"2012-06-04:12 AM",58.4393
"2012-06-05:12 AM",56.6352
"2012-06-06:12 AM",59.459
"2012-06-07:12 AM",63.8625
"2012-06-08:12 AM",66.4788
"2012-06-09:12 AM",70.2338
"2012-06-10:12 AM",73.9008
"2012-06-11:12 AM",68.4309
"2012-06-12:12 AM",67.9744
"2012-06-13:12 AM",66.8406
"2012-06-14:12 AM",65.7351
"2012-06-15:12 AM",64.1975
"2012-06-16:12 AM",63.8555
"2012-06-17:12 AM",60.2208
"2012-06-18:12 AM",61.2205
"2012-06-19:12 AM",68.5341
"2012-06-20:12 AM",77.8024
"2012-06-21:12 AM",81.779
"2012-06-22:12 AM",80.1113
"2012-06-23:12 AM",73.2969
"2012-06-24:12 AM",72.2797
"2012-06-25:12 AM",70.9284
"2012-06-26:12 AM",64.7109
"2012-06-27:12 AM",69.4344
"2012-06-28:12 AM",74.9707
"2012-06-29:12 AM",81.3672
"2012-06-30:12 AM",79.6703
"2012-07-01:12 AM",80.9539
"2012-07-02:12 AM",76.5676
"2012-07-03:12 AM",77.3737
"2012-07-04:12 AM",81.7023
"2012-07-05:12 AM",83.3387
"2012-07-06:12 AM",79.104
"2012-07-07:12 AM",85.098
"2012-07-08:12 AM",80.083
"2012-07-09:12 AM",76.7374
"2012-07-10:12 AM",74.7406
"2012-07-11:12 AM",74.1195
"2012-07-12:12 AM",75.8116
"2012-07-13:12 AM",75.4938
"2012-07-14:12 AM",74.8989
"2012-07-15:12 AM",78.7788
"2012-07-16:12 AM",79.9806
"2012-07-17:12 AM",82.8709
"2012-07-18:12 AM",86.124
"2012-07-19:12 AM",76.3268
"2012-07-20:12 AM",67.8031
"2012-07-21:12 AM",67.9788
"2012-07-22:12 AM",71.4416
"2012-07-23:12 AM",76.8681
"2012-07-24:12 AM",82.2166
"2012-07-25:12 AM",75.4632
"2012-07-26:12 AM",80.9058
"2012-07-27:12 AM",81.0581
"2012-07-28:12 AM",78.0699
"2012-07-29:12 AM",71.8851
"2012-07-30:12 AM",72.358
"2012-07-31:12 AM",73.3525
"2012-08-01:12 AM",72.0759
"2012-08-02:12 AM",76.4317
"2012-08-03:12 AM",80.4425
"2012-08-04:12 AM",80.3219
"2012-08-05:12 AM",82.3429
"2012-08-06:12 AM",77.9905
"2012-08-07:12 AM",75.3517
"2012-08-08:12 AM",77.1685
"2012-08-09:12 AM",78.7239
"2012-08-10:12 AM",74.8549
"2012-08-11:12 AM",76.2588
"2012-08-12:12 AM",75.1852
"2012-08-13:12 AM",72.9133
"2012-08-14:12 AM",73.3514
"2012-08-15:12 AM",74.5988
"2012-08-16:12 AM",73.2105
"2012-08-17:12 AM",76.5561
"2012-08-18:12 AM",71.4882
"2012-08-19:12 AM",68.4189
"2012-08-20:12 AM",68.9567
"2012-08-21:12 AM",72.0727
"2012-08-22:12 AM",73.2166
"2012-08-23:12 AM",72.5864
"2012-08-24:12 AM",73.3294
"2012-08-25:12 AM",73.913
"2012-08-26:12 AM",73.2425
"2012-08-27:12 AM",74.3589
"2012-08-28:12 AM",77.7567
"2012-08-29:12 AM",71.8045
"2012-08-30:12 AM",69.5719
"2012-08-31:12 AM",76.3731
"2012-09-01:12 AM",79.3425
"2012-09-02:12 AM",75.4531
"2012-09-03:12 AM",71.3637
"2012-09-04:12 AM",75.3496
"2012-09-05:12 AM",76.284
"2012-09-06:12 AM",70.7547
"2012-09-07:12 AM",75.4021
"2012-09-08:12 AM",73.5485
"2012-09-09:12 AM",66.315
"2012-09-10:12 AM",63.3432
"2012-09-11:12 AM",59.9585
"2012-09-12:12 AM",64.2684
"2012-09-13:12 AM",65.4778
"2012-09-14:12 AM",66.8851
"2012-09-15:12 AM",65.0307
"2012-09-16:12 AM",61.8201
"2012-09-17:12 AM",63.3385
"2012-09-18:12 AM",69.9723
"2012-09-19:12 AM",62.3505
"2012-09-20:12 AM",59.1292
"2012-09-21:12 AM",63.6175
"2012-09-22:12 AM",66.9749
"2012-09-23:12 AM",59.7736
"2012-09-24:12 AM",54.8562
"2012-09-25:12 AM",59.3532
"2012-09-26:12 AM",68.706
"2012-09-27:12 AM",68.5047
"2012-09-28:12 AM",68.034
"2012-09-29:12 AM",59.4316
"2012-09-30:12 AM",58.7505
"2012-10-01:12 AM",57.3516
"2012-10-02:12 AM",63.8677
"2012-10-03:12 AM",69.1196
"2012-10-04:12 AM",68.3463
"2012-10-05:12 AM",65.9088
"2012-10-06:12 AM",64.8232
"2012-10-07:12 AM",49.3156
"2012-10-08:12 AM",47.6285
"2012-10-09:12 AM",54.0545
"2012-10-10:12 AM",58.6337
"2012-10-11:12 AM",50.1424
"2012-10-12:12 AM",49.0852
"2012-10-13:12 AM",44.427
"2012-10-14:12 AM",58.9082
"2012-10-15:12 AM",64.1998
"2012-10-16:12 AM",52.2878
"2012-10-17:12 AM",50.8919
"2012-10-18:12 AM",55.5879
"2012-10-19:12 AM",65.9399
"2012-10-20:12 AM",58.9964
"2012-10-21:12 AM",53.5287
"2012-10-22:12 AM",54.063
"2012-10-23:12 AM",59.3712
"2012-10-24:12 AM",59.8807
"2012-10-25:12 AM",60.1124
"2012-10-26:12 AM",61.7965
"2012-10-27:12 AM",60.3545
"2012-10-28:12 AM",55.4119
"2012-10-29:12 AM",55.5917
"2012-10-30:12 AM",46.8421
"2012-10-31:12 AM",43.9156
"2012-11-01:12 AM",44.2377
"2012-11-02:12 AM",44.8083
"2012-11-03:12 AM",41.8644
"2012-11-04:12 AM",40.6521
"2012-11-05:12 AM",37.9542
"2012-11-06:12 AM",35.2436
"2012-11-07:12 AM",35.9888
"2012-11-08:12 AM",36.4651
"2012-11-09:12 AM",39.3804
"2012-11-10:12 AM",45.2476
"2012-11-11:12 AM",50.4135
"2012-11-12:12 AM",54.5414
"2012-11-13:12 AM",48.2103
"2012-11-14:12 AM",38.0442
"2012-11-15:12 AM",37.6731
"2012-11-16:12 AM",38.4516
"2012-11-17:12 AM",39.5591
"2012-11-18:12 AM",41.2833
"2012-11-19:12 AM",42.7147
"2012-11-20:12 AM",42.9465
"2012-11-21:12 AM",42.3678
"2012-11-22:12 AM",42.3505
"2012-11-23:12 AM",42.8704
"2012-11-24:12 AM",37.8595
"2012-11-25:12 AM",33.7429
"2012-11-26:12 AM",35.7822
"2012-11-27:12 AM",36.9399
"2012-11-28:12 AM",33.4884
"2012-11-29:12 AM",34.408
"2012-11-30:12 AM",37.0695
"2012-12-01:12 AM",41.0428
"2012-12-02:12 AM",44.1567
"2012-12-03:12 AM",52.8742
"2012-12-04:12 AM",53.8405
"2012-12-05:12 AM",49.0203
"2012-12-06:12 AM",32.9922
"2012-12-07:12 AM",37.1467
"2012-12-08:12 AM",45.3099
"2012-12-09:12 AM",45.223
"2012-12-10:12 AM",52.2883
"2012-12-11:12 AM",45.9745
"2012-12-12:12 AM",38.8065
"2012-12-13:12 AM",37.1509
"2012-12-14:12 AM",36.9151
"2012-12-15:12 AM",38.6901
"2012-12-16:12 AM",45.3474
"2012-12-17:12 AM",44.5795
"2012-12-18:12 AM",47.6501
"2012-12-19:12 AM",41.0202
"2012-12-20:12 AM",37.8115
"2012-12-21:12 AM",43.2345
"2012-12-22:12 AM",34.0264
"2012-12-23:12 AM",33.8119
"2012-12-24:12 AM",34.4223
"2012-12-25:12 AM",35.7294
"2012-12-26:12 AM",34.8778
"2012-12-27:12 AM",36.1875
"2012-12-28:12 AM",30.429
"2012-12-29:12 AM",31.2217
"2012-12-30:12 AM",28.9314
"2012-12-31:12 AM",30.9164
"2013-01-01:12 AM",34.6267
"2013-01-02:12 AM",26.4369
"2013-01-03:12 AM",27.1967
"2013-01-04:12 AM",30.8674
"2013-01-05:12 AM",31.3963
"2013-01-06:12 AM",35.1243
"2013-01-07:12 AM",35.2481
"2013-01-08:12 AM",36.6337
"2013-01-09:12 AM",39.2913
"2013-01-10:12 AM",38.6541
"2013-01-11:12 AM",40.179
"2013-01-12:12 AM",44.9973
"2013-01-13:12 AM",44.9071
"2013-01-14:12 AM",48.8334
"2013-01-15:12 AM",37.9018
"2013-01-16:12 AM",35.8461
"2013-01-17:12 AM",37.5579
"2013-01-18:12 AM",29.6206
"2013-01-19:12 AM",35.4956
"2013-01-20:12 AM",37.9526
"2013-01-21:12 AM",30.3166
"2013-01-22:12 AM",19.9143
"2013-01-23:12 AM",14.3539
"2013-01-24:12 AM",16.1118
"2013-01-25:12 AM",18.1038
"2013-01-26:12 AM",20.0628
"2013-01-27:12 AM",22.1517
"2013-01-28:12 AM",30.0267
"2013-01-29:12 AM",40.3578
"2013-01-30:12 AM",51.6848
"2013-01-31:12 AM",43.9803
"2013-02-01:12 AM",27.7543
"2013-02-02:12 AM",22.3394
"2013-02-03:12 AM",26.2486
"2013-02-04:12 AM",23.2641
"2013-02-05:12 AM",30.0432
"2013-02-06:12 AM",30.8853
"2013-02-07:12 AM",27.9716
"2013-02-08:12 AM",35.6954
"2013-02-09:12 AM",26.0292
"2013-02-10:12 AM",22.9113
"2013-02-11:12 AM",38.7545
"2013-02-12:12 AM",36.0964
"2013-02-13:12 AM",34.8814
"2013-02-14:12 AM",33.9881
"2013-02-15:12 AM",38.0448
"2013-02-16:12 AM",33.7251
"2013-02-17:12 AM",25.1785
"2013-02-18:12 AM",23.5821
"2013-02-19:12 AM",35.3795
"2013-02-20:12 AM",28.0287
"2013-02-21:12 AM",25.9401
"2013-02-22:12 AM",30.2214
"2013-02-23:12 AM",37.6077
"2013-02-24:12 AM",36.9945
"2013-02-25:12 AM",34.5085
"2013-02-26:12 AM",36.3533
"2013-02-27:12 AM",44.5604
"2013-02-28:12 AM",40.287
"2013-03-01:12 AM",36.513
"2013-03-02:12 AM",33.4081
"2013-03-03:12 AM",30.2716
"2013-03-04:12 AM",30.6765
"2013-03-05:12 AM",33.9487
"2013-03-06:12 AM",36.3416
"2013-03-07:12 AM",35.9695
"2013-03-08:12 AM",33.5928
"2013-03-09:12 AM",38.3623
"2013-03-10:12 AM",38.3792
"2013-03-11:12 AM",43.4064
"2013-03-12:12 AM",50.1753
"2013-03-13:12 AM",39.8998
"2013-03-14:12 AM",32.8723
"2013-03-15:12 AM",35.7444
"2013-03-16:12 AM",34.8296
"2013-03-17:12 AM",32.2869
"2013-03-18:12 AM",33.5232
"2013-03-19:12 AM",39.227
"2013-03-20:12 AM",34.695
"2013-03-21:12 AM",30.8278
"2013-03-22:12 AM",31.4337
"2013-03-23:12 AM",33.7833
"2013-03-24:12 AM",34.8597
"2013-03-25:12 AM",34.9736
"2013-03-26:12 AM",37.5462
"2013-03-27:12 AM",38.8926
"2013-03-28:12 AM",38.9638
"2013-03-29:12 AM",40.8742
"2013-03-30:12 AM",42.7618
"2013-03-31:12 AM",45.0183
"2013-04-01:12 AM",45.6508
"2013-04-02:12 AM",36.0631
"2013-04-03:12 AM",35.487
"2013-04-04:12 AM",36.9822
"2013-04-05:12 AM",42.7197
"2013-04-06:12 AM",39.7713
"2013-04-07:12 AM",45.2311
"2013-04-08:12 AM",57.1494
"2013-04-09:12 AM",63.6831
"2013-04-10:12 AM",66.2353
"2013-04-11:12 AM",58.1763
"2013-04-12:12 AM",48.0951
"2013-04-13:12 AM",46.9202
"2013-04-14:12 AM",48.2178
"2013-04-15:12 AM",47.4822
"2013-04-16:12 AM",53.3898
"2013-04-17:12 AM",57.0956
"2013-04-18:12 AM",53.8329
"2013-04-19:12 AM",61.7122
"2013-04-20:12 AM",48.5944
"2013-04-21:12 AM",41.1228
"2013-04-22:12 AM",43.2408
"2013-04-23:12 AM",43.2579
"2013-04-24:12 AM",52.7187
"2013-04-25:12 AM",50.0628
"2013-04-26:12 AM",50.797
"2013-04-27:12 AM",52.8791
"2013-04-28:12 AM",53.8092
"2013-04-29:12 AM",51.5244
"2013-04-30:12 AM",52.8597
"2013-05-01:12 AM",50.9581
"2013-05-02:12 AM",51.8097
"2013-05-03:12 AM",51.1201
"2013-05-04:12 AM",50.5708
"2013-05-05:12 AM",46.8977
"2013-05-06:12 AM",50.4466
"2013-05-07:12 AM",55.243
"2013-05-08:12 AM",58.8216
"2013-05-09:12 AM",59.3118
"2013-05-10:12 AM",64.4461
"2013-05-11:12 AM",64.2807
"2013-05-12:12 AM",56.4811
"2013-05-13:12 AM",47.5524
"2013-05-14:12 AM",47.4661
"2013-05-15:12 AM",58.8227
"2013-05-16:12 AM",68.1301
"2013-05-17:12 AM",62.1417
"2013-05-18:12 AM",58.2402
"2013-05-19:12 AM",58.8916
"2013-05-20:12 AM",64.7577
"2013-05-21:12 AM",70.7193
"2013-05-22:12 AM",71.5926
"2013-05-23:12 AM",70.1425
"2013-05-24:12 AM",55.6624
"2013-05-25:12 AM",49.0716
"2013-05-26:12 AM",53.8317
"2013-05-27:12 AM",57.1613
"2013-05-28:12 AM",58.8922
"2013-05-29:12 AM",70.9066
"2013-05-30:12 AM",75.5362
"2013-05-31:12 AM",74.9401
"2013-06-01:12 AM",74.9694
"2013-06-02:12 AM",74.5745
"2013-06-03:12 AM",69.3212
"2013-06-04:12 AM",61.741
"2013-06-05:12 AM",61.5049
"2013-06-06:12 AM",61.1629
"2013-06-07:12 AM",63.2455
"2013-06-08:12 AM",66.3733
"2013-06-09:12 AM",67.5356
"2013-06-10:12 AM",66.1996
"2013-06-11:12 AM",70.6419
"2013-06-12:12 AM",69.5628
"2013-06-13:12 AM",67.3846
"2013-06-14:12 AM",61.3
"2013-06-15:12 AM",66.4437
"2013-06-16:12 AM",68.7313
"2013-06-17:12 AM",72.2635
"2013-06-18:12 AM",70.0349
"2013-06-19:12 AM",64.652
"2013-06-20:12 AM",63.8217
"2013-06-21:12 AM",65.5572
"2013-06-22:12 AM",67.2264
"2013-06-23:12 AM",71.5543
"2013-06-24:12 AM",77.3231
"2013-06-25:12 AM",76.5993
"2013-06-26:12 AM",76.4852
"2013-06-27:12 AM",75.0749
"2013-06-28:12 AM",75.1327
"2013-06-29:12 AM",73.4385
"2013-06-30:12 AM",73.5939
"2013-07-01:12 AM",74.4678
"2013-07-02:12 AM",74.2309
"2013-07-03:12 AM",74.7336
"2013-07-04:12 AM",77.7261
"2013-07-05:12 AM",78.0318
"2013-07-06:12 AM",80.218
"2013-07-07:12 AM",80.0994
"2013-07-08:12 AM",76.2804
"2013-07-09:12 AM",76.9154
"2013-07-10:12 AM",77.032
"2013-07-11:12 AM",76.757
"2013-07-12:12 AM",70.3436
"2013-07-13:12 AM",73.5692
"2013-07-14:12 AM",76.9435
"2013-07-15:12 AM",79.5726
"2013-07-16:12 AM",79.5947
"2013-07-17:12 AM",80.1709
"2013-07-18:12 AM",82.6174
"2013-07-19:12 AM",83.2896
"2013-07-20:12 AM",81.8654
"2013-07-21:12 AM",77.7418
"2013-07-22:12 AM",74.8852
"2013-07-23:12 AM",76.8052
"2013-07-24:12 AM",73.6925
"2013-07-25:12 AM",63.1468
"2013-07-26:12 AM",69.1482
"2013-07-27:12 AM",70.6087
"2013-07-28:12 AM",71.5285
"2013-07-29:12 AM",70.542
"2013-07-30:12 AM",69.5842
"2013-07-31:12 AM",70.0797
"2013-08-01:12 AM",68.6746
"2013-08-02:12 AM",71.5788
"2013-08-03:12 AM",69.6882
"2013-08-04:12 AM",68.0857
"2013-08-05:12 AM",65.5788
"2013-08-06:12 AM",67.3941
"2013-08-07:12 AM",69.3333
"2013-08-08:12 AM",74.3592
"2013-08-09:12 AM",76.1693
"2013-08-10:12 AM",74.0682
"2013-08-11:12 AM",70.1161
"2013-08-12:12 AM",73.4931
"2013-08-13:12 AM",71.6092
"2013-08-14:12 AM",64.9377
"2013-08-15:12 AM",63.3247
"2013-08-16:12 AM",66.0328
"2013-08-17:12 AM",66.7503
"2013-08-18:12 AM",66.1816
"2013-08-19:12 AM",67.8038
"2013-08-20:12 AM",71.9024
"2013-08-21:12 AM",74.1747
"2013-08-22:12 AM",74.3508
"2013-08-23:12 AM",72.3308
"2013-08-24:12 AM",67.1686
"2013-08-25:12 AM",66.4736
"2013-08-26:12 AM",70.1121
"2013-08-27:12 AM",75.0423
"2013-08-28:12 AM",74.2717
"2013-08-29:12 AM",71.4108
"2013-08-30:12 AM",71.8056
"2013-08-31:12 AM",75.8725
"2013-09-01:12 AM",76.372
"2013-09-02:12 AM",74.2095
"2013-09-03:12 AM",73.1709
"2013-09-04:12 AM",68.2282
"2013-09-05:12 AM",68.2767
"2013-09-06:12 AM",59.2938
"2013-09-07:12 AM",62.632
"2013-09-08:12 AM",68.8071
"2013-09-09:12 AM",62.508
"2013-09-10:12 AM",73.3802
"2013-09-11:12 AM",78.9253
"2013-09-12:12 AM",76.4627
"2013-09-13:12 AM",68.0434
"2013-09-14:12 AM",57.277
"2013-09-15:12 AM",57.0166
"2013-09-16:12 AM",61.5342
"2013-09-17:12 AM",52.5949
"2013-09-18:12 AM",54.4635
"2013-09-19:12 AM",58.5783
"2013-09-20:12 AM",62.2479
"2013-09-21:12 AM",65.3754
"2013-09-22:12 AM",61.6248
"2013-09-23:12 AM",53.7267
"2013-09-24:12 AM",54.1632
"2013-09-25:12 AM",57.5951
"2013-09-26:12 AM",59.5056
"2013-09-27:12 AM",60.858
"2013-09-28:12 AM",60.4643
"2013-09-29:12 AM",59.1973
"2013-09-30:12 AM",58.7617
"2013-10-01:12 AM",64.2796
"2013-10-02:12 AM",68.7704
"2013-10-03:12 AM",68.1629
"2013-10-04:12 AM",69.6879
"2013-10-05:12 AM",69.4715
"2013-10-06:12 AM",69.5127
"2013-10-07:12 AM",67.8213
"2013-10-08:12 AM",57.2445
"2013-10-09:12 AM",57.6045
"2013-10-10:12 AM",56.7963
"2013-10-11:12 AM",60.9841
"2013-10-12:12 AM",62.1599
"2013-10-13:12 AM",58.2019
"2013-10-14:12 AM",55.7479
"2013-10-15:12 AM",56.368
"2013-10-16:12 AM",59.7367
"2013-10-17:12 AM",63.3762
"2013-10-18:12 AM",57.1555
"2013-10-19:12 AM",54.4654
"2013-10-20:12 AM",50.9194
"2013-10-21:12 AM",52.0023
"2013-10-22:12 AM",54.7509
"2013-10-23:12 AM",47.7914
"2013-10-24:12 AM",43.0153
"2013-10-25:12 AM",42.4184
"2013-10-26:12 AM",43.8226
"2013-10-27:12 AM",47.7334
"2013-10-28:12 AM",46.7843
"2013-10-29:12 AM",48.5735
"2013-10-30:12 AM",51.2305
"2013-10-31:12 AM",59.8089
"2013-11-01:12 AM",64.5681
"2013-11-02:12 AM",57.3998
"2013-11-03:12 AM",44.7746
"2013-11-04:12 AM",36.5869
"2013-11-05:12 AM",45.8276
"2013-11-06:12 AM",52.0084
"2013-11-07:12 AM",55.0807
"2013-11-08:12 AM",41.8179
"2013-11-09:12 AM",40.867
"2013-11-10:12 AM",46.4106
"2013-11-11:12 AM",44.08
"2013-11-12:12 AM",38.2435
"2013-11-13:12 AM",30.5492
"2013-11-14:12 AM",38.3486
"2013-11-15:12 AM",43.4489
"2013-11-16:12 AM",48.1068
"2013-11-17:12 AM",54.4563
"2013-11-18:12 AM",57.8059
"2013-11-19:12 AM",41.3182
"2013-11-20:12 AM",34.187
"2013-11-21:12 AM",41.1521
"2013-11-22:12 AM",50.1892
"2013-11-23:12 AM",41.643
"2013-11-24:12 AM",24.6913
"2013-11-25:12 AM",25.6082
"2013-11-26:12 AM",35.4891
"2013-11-27:12 AM",44.7703
"2013-11-28:12 AM",29.9703
"2013-11-29:12 AM",30.771
"2013-11-30:12 AM",31.154
"2013-12-01:12 AM",35.5782
"2013-12-02:12 AM",38.6875
"2013-12-03:12 AM",41.292
"2013-12-04:12 AM",43.4446
"2013-12-05:12 AM",51.5361
"2013-12-06:12 AM",50.3553
"2013-12-07:12 AM",36.3382
"2013-12-08:12 AM",29.3293
"2013-12-09:12 AM",35.3201
"2013-12-10:12 AM",30.394
"2013-12-11:12 AM",24.6477
"2013-12-12:12 AM",21.3476
"2013-12-13:12 AM",25.0619
"2013-12-14:12 AM",30.0733
"2013-12-15:12 AM",34.6437
"2013-12-16:12 AM",24.5989
"2013-12-17:12 AM",27.5306
"2013-12-18:12 AM",27.239
"2013-12-19:12 AM",33.3196
"2013-12-20:12 AM",42.4971
"2013-12-21:12 AM",52.6536
"2013-12-22:12 AM",62.6461
"2013-12-23:12 AM",55.3446
"2013-12-24:12 AM",34.7763
"2013-12-25:12 AM",25.1069
"2013-12-26:12 AM",29.0156
"2013-12-27:12 AM",31.8616
"2013-12-28:12 AM",36.9849
"2013-12-29:12 AM",40.7161
"2013-12-30:12 AM",35.609
"2013-12-31:12 AM",28.6142
"2014-01-01:12 AM",29.1634
"2014-01-02:12 AM",29.6767
"2014-01-03:12 AM",11.5398
"2014-01-04:12 AM",12.7279
"2014-01-05:12 AM",30.7524
"2014-01-06:12 AM",40.3617
"2014-01-07:12 AM",6.4738
"2014-01-08:12 AM",14.4633
"2014-01-09:12 AM",25.0662
"2014-01-10:12 AM",32.1728
"2014-01-11:12 AM",51.1774
"2014-01-12:12 AM",39.187
"2014-01-13:12 AM",39.2776
"2014-01-14:12 AM",44.7604
"2014-01-15:12 AM",39.4574
"2014-01-16:12 AM",35.051
"2014-01-17:12 AM",33.5858
"2014-01-18:12 AM",32.0247
"2014-01-19:12 AM",29.1564
"2014-01-20:12 AM",35.8057
"2014-01-21:12 AM",22.2255
"2014-01-22:12 AM",7.7913
"2014-01-23:12 AM",9.9838
"2014-01-24:12 AM",10.3847
"2014-01-25:12 AM",20.0543
"2014-01-26:12 AM",19.7647
"2014-01-27:12 AM",30.3064
"2014-01-28:12 AM",14.6136
"2014-01-29:12 AM",13.2296
"2014-01-30:12 AM",15.5928
"2014-01-31:12 AM",25.824
"2014-02-01:12 AM",31.8659
"2014-02-02:12 AM",38.3509
"2014-02-03:12 AM",32.731
"2014-02-04:12 AM",25.6672
"2014-02-05:12 AM",32.7666
"2014-02-06:12 AM",22.6213
"2014-02-07:12 AM",25.1841
"2014-02-08:12 AM",22.7883
"2014-02-09:12 AM",23.5693
"2014-02-10:12 AM",21.0144
"2014-02-11:12 AM",17.0694
"2014-02-12:12 AM",16.3152
"2014-02-13:12 AM",31.5455
"2014-02-14:12 AM",31.3056
"2014-02-15:12 AM",30.726
"2014-02-16:12 AM",21.5256
"2014-02-17:12 AM",19.4391
"2014-02-18:12 AM",30.5055
"2014-02-19:12 AM",33.9562
"2014-02-20:12 AM",36.0696
"2014-02-21:12 AM",42.8167
"2014-02-22:12 AM",39.646
"2014-02-23:12 AM",41.8741
"2014-02-24:12 AM",31.5252
"2014-02-25:12 AM",27.0016
"2014-02-26:12 AM",23.1006
"2014-02-27:12 AM",19.2137
"2014-02-28:12 AM",11.5023
"2014-03-01:12 AM",20.8094
"2014-03-02:12 AM",31.9644
"2014-03-03:12 AM",18.2219
"2014-03-04:12 AM",15.5464
"2014-03-05:12 AM",23.7961
"2014-03-06:12 AM",21.0717
"2014-03-07:12 AM",29.8623
"2014-03-08:12 AM",35.8812
"2014-03-09:12 AM",33.7584
"2014-03-10:12 AM",37.8248
"2014-03-11:12 AM",47.9349
"2014-03-12:12 AM",50.29
"2014-03-13:12 AM",22.3561
"2014-03-14:12 AM",31.4834
"2014-03-15:12 AM",44.267
"2014-03-16:12 AM",32.2011
"2014-03-17:12 AM",26.2186
"2014-03-18:12 AM",29.6366
"2014-03-19:12 AM",36.7182
"2014-03-20:12 AM",40.7593
"2014-03-21:12 AM",38.4435
"2014-03-22:12 AM",45.307
"2014-03-23:12 AM",36.561
"2014-03-24:12 AM",26.2594
"2014-03-25:12 AM",30.0882
"2014-03-26:12 AM",27.8449
"2014-03-27:12 AM",28.5852
"2014-03-28:12 AM",44.9969
"2014-03-29:12 AM",46.947
"2014-03-30:12 AM",43.5085
"2014-03-31:12 AM",38.0205
"2014-04-01:12 AM",42.4575
"2014-04-02:12 AM",44.9796
"2014-04-03:12 AM",48.1311
