"DateTime","(deg F) Mean Temperature (CFSR) at Louisiana, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",62.1709
"2012-02-17:12 AM",56.9178
"2012-02-18:12 AM",56.8845
"2012-02-19:12 AM",50.3933
"2012-02-20:12 AM",51.0066
"2012-02-21:12 AM",59.5274
"2012-02-22:12 AM",63.7412
"2012-02-23:12 AM",68.54
"2012-02-24:12 AM",59.2966
"2012-02-25:12 AM",49.2604
"2012-02-26:12 AM",51.8315
"2012-02-27:12 AM",58.2453
"2012-02-28:12 AM",64.144
"2012-02-29:12 AM",69.211
"2012-03-01:12 AM",69.4891
"2012-03-02:12 AM",70.6966
"2012-03-03:12 AM",55.501
"2012-03-04:12 AM",51.5001
"2012-03-05:12 AM",57.7063
"2012-03-06:12 AM",59.8762
"2012-03-07:12 AM",64.9315
"2012-03-08:12 AM",70.288
"2012-03-09:12 AM",56.9696
"2012-03-10:12 AM",55.2112
"2012-03-11:12 AM",64.2243
"2012-03-12:12 AM",68.6862
"2012-03-13:12 AM",69.3619
"2012-03-14:12 AM",70.4458
"2012-03-15:12 AM",70.5018
"2012-03-16:12 AM",70.1893
"2012-03-17:12 AM",70.2966
"2012-03-18:12 AM",71.8761
"2012-03-19:12 AM",71.8027
"2012-03-20:12 AM",70.3962
"2012-03-21:12 AM",62.4583
"2012-03-22:12 AM",61.7149
"2012-03-23:12 AM",65.5209
"2012-03-24:12 AM",65.1652
"2012-03-25:12 AM",65.5992
"2012-03-26:12 AM",68.3002
"2012-03-27:12 AM",69.343
"2012-03-28:12 AM",69.3781
"2012-03-29:12 AM",68.7713
"2012-03-30:12 AM",69.4899
"2012-03-31:12 AM",72.6537
"2012-04-01:12 AM",73.3323
"2012-04-02:12 AM",73.3777
"2012-04-03:12 AM",73.3779
"2012-04-04:12 AM",73.3894
"2012-04-05:12 AM",70.7752
"2012-04-06:12 AM",66.8413
"2012-04-07:12 AM",67.053
"2012-04-08:12 AM",67.4325
"2012-04-09:12 AM",68.9364
"2012-04-10:12 AM",70.2896
"2012-04-11:12 AM",70.2397
"2012-04-12:12 AM",65.9898
"2012-04-13:12 AM",71.1091
"2012-04-14:12 AM",73.0893
"2012-04-15:12 AM",74.9451
"2012-04-16:12 AM",69.3309
"2012-04-17:12 AM",64.2547
"2012-04-18:12 AM",61.907
"2012-04-19:12 AM",65.3509
"2012-04-20:12 AM",67.5862
"2012-04-21:12 AM",62.1496
"2012-04-22:12 AM",62.5131
"2012-04-23:12 AM",59.7349
"2012-04-24:12 AM",61.3251
"2012-04-25:12 AM",69.7755
"2012-04-26:12 AM",73.1133
"2012-04-27:12 AM",72.8231
"2012-04-28:12 AM",73.4689
"2012-04-29:12 AM",73.9629
"2012-04-30:12 AM",75.8779
"2012-05-01:12 AM",76.4672
"2012-05-02:12 AM",76.1392
"2012-05-03:12 AM",77.7767
"2012-05-04:12 AM",78.5476
"2012-05-05:12 AM",77.9493
"2012-05-06:12 AM",78.7417
"2012-05-07:12 AM",78.1005
"2012-05-08:12 AM",76.2942
"2012-05-09:12 AM",73.7348
"2012-05-10:12 AM",71.7553
"2012-05-11:12 AM",69.9109
"2012-05-12:12 AM",71.2238
"2012-05-13:12 AM",71.0168
"2012-05-14:12 AM",71.3212
"2012-05-15:12 AM",72.7671
"2012-05-16:12 AM",73.9548
"2012-05-17:12 AM",75.7657
"2012-05-18:12 AM",76.4834
"2012-05-19:12 AM",76.3428
"2012-05-20:12 AM",77.6262
"2012-05-21:12 AM",77.8795
"2012-05-22:12 AM",78.3073
"2012-05-23:12 AM",78.147
"2012-05-24:12 AM",79.3944
"2012-05-25:12 AM",80.9019
"2012-05-26:12 AM",80.8392
"2012-05-27:12 AM",80.2965
"2012-05-28:12 AM",81.5859
"2012-05-29:12 AM",81.6733
"2012-05-30:12 AM",82.4464
"2012-05-31:12 AM",78.5529
"2012-06-01:12 AM",76.8943
"2012-06-02:12 AM",77.0005
"2012-06-03:12 AM",81.982
"2012-06-04:12 AM",83.0271
"2012-06-05:12 AM",84.1062
"2012-06-06:12 AM",82.3361
"2012-06-07:12 AM",79.4964
"2012-06-08:12 AM",77.5409
"2012-06-09:12 AM",78.2503
"2012-06-10:12 AM",79.785
"2012-06-11:12 AM",84.1903
"2012-06-12:12 AM",82.5553
"2012-06-13:12 AM",80.0834
"2012-06-14:12 AM",77.8613
"2012-06-15:12 AM",77.7376
"2012-06-16:12 AM",79.34
"2012-06-17:12 AM",78.566
"2012-06-18:12 AM",78.0753
"2012-06-19:12 AM",79.86
"2012-06-20:12 AM",80.1046
"2012-06-21:12 AM",80.9974
"2012-06-22:12 AM",81.8618
"2012-06-23:12 AM",84.0565
"2012-06-24:12 AM",86.16
"2012-06-25:12 AM",87.9796
"2012-06-26:12 AM",89.3304
"2012-06-27:12 AM",86.1219
"2012-06-28:12 AM",87.0683
"2012-06-29:12 AM",86.5324
"2012-06-30:12 AM",83.7142
"2012-07-01:12 AM",84.0108
"2012-07-02:12 AM",82.3793
"2012-07-03:12 AM",84.9868
"2012-07-04:12 AM",85.5784
"2012-07-05:12 AM",84.5328
"2012-07-06:12 AM",85.046
"2012-07-07:12 AM",83.1313
"2012-07-08:12 AM",80.1264
"2012-07-09:12 AM",77.9698
"2012-07-10:12 AM",77.1976
"2012-07-11:12 AM",77.4698
"2012-07-12:12 AM",76.6697
"2012-07-13:12 AM",77.3895
"2012-07-14:12 AM",78.6258
"2012-07-15:12 AM",79.0506
"2012-07-16:12 AM",80.2564
"2012-07-17:12 AM",82.5467
"2012-07-18:12 AM",83.7043
"2012-07-19:12 AM",83.0953
"2012-07-20:12 AM",84.43
"2012-07-21:12 AM",83.3166
"2012-07-22:12 AM",80.8635
"2012-07-23:12 AM",81.3823
"2012-07-24:12 AM",82.7163
"2012-07-25:12 AM",83.1317
"2012-07-26:12 AM",83.0928
"2012-07-27:12 AM",83.6733
"2012-07-28:12 AM",84.7575
"2012-07-29:12 AM",85.7203
"2012-07-30:12 AM",86.8725
"2012-07-31:12 AM",87.3108
"2012-08-01:12 AM",87.0012
"2012-08-02:12 AM",84.2331
"2012-08-03:12 AM",85.586
"2012-08-04:12 AM",84.7303
"2012-08-05:12 AM",83.001
"2012-08-06:12 AM",84.3098
"2012-08-07:12 AM",85.3453
"2012-08-08:12 AM",84.0454
"2012-08-09:12 AM",83.6926
"2012-08-10:12 AM",83.6307
"2012-08-11:12 AM",83.7473
"2012-08-12:12 AM",83.4742
"2012-08-13:12 AM",85.5212
"2012-08-14:12 AM",85.1533
"2012-08-15:12 AM",83.8418
"2012-08-16:12 AM",84.2034
"2012-08-17:12 AM",83.7333
"2012-08-18:12 AM",80.8133
"2012-08-19:12 AM",78.4515
"2012-08-20:12 AM",77.97
"2012-08-21:12 AM",77.8005
"2012-08-22:12 AM",78.04
"2012-08-23:12 AM",77.6919
"2012-08-24:12 AM",76.5262
"2012-08-25:12 AM",78.2893
"2012-08-26:12 AM",81.0797
"2012-08-27:12 AM",82.1392
"2012-08-28:12 AM",83.0237
"2012-08-29:12 AM",80.2335
"2012-08-30:12 AM",76.1288
"2012-08-31:12 AM",81.0707
"2012-09-01:12 AM",81.5977
"2012-09-02:12 AM",82.3851
"2012-09-03:12 AM",83.6152
"2012-09-04:12 AM",83.5653
"2012-09-05:12 AM",84.1019
"2012-09-06:12 AM",84.58
"2012-09-07:12 AM",83.529
"2012-09-08:12 AM",77.482
"2012-09-09:12 AM",71.2236
"2012-09-10:12 AM",71.2756
"2012-09-11:12 AM",73.7211
"2012-09-12:12 AM",76.5716
"2012-09-13:12 AM",76.5761
"2012-09-14:12 AM",77.2074
"2012-09-15:12 AM",76.8184
"2012-09-16:12 AM",76.9707
"2012-09-17:12 AM",73.9364
"2012-09-18:12 AM",73.1338
"2012-09-19:12 AM",67.6796
"2012-09-20:12 AM",68.3487
"2012-09-21:12 AM",72.4946
"2012-09-22:12 AM",75.8831
"2012-09-23:12 AM",76.8763
"2012-09-24:12 AM",77.509
"2012-09-25:12 AM",78.3138
"2012-09-26:12 AM",77.02
"2012-09-27:12 AM",76.4508
"2012-09-28:12 AM",76.7088
"2012-09-29:12 AM",74.2005
"2012-09-30:12 AM",71.2362
"2012-10-01:12 AM",65.19
"2012-10-02:12 AM",65.3724
"2012-10-03:12 AM",68.6244
"2012-10-04:12 AM",71.8849
"2012-10-05:12 AM",73.2384
"2012-10-06:12 AM",67.8146
"2012-10-07:12 AM",58.19
"2012-10-08:12 AM",57.1275
"2012-10-09:12 AM",60.5111
"2012-10-10:12 AM",69.4098
"2012-10-11:12 AM",72.7014
"2012-10-12:12 AM",72.7801
"2012-10-13:12 AM",74.3279
"2012-10-14:12 AM",75.3847
"2012-10-15:12 AM",70.3877
"2012-10-16:12 AM",67.1797
"2012-10-17:12 AM",71.6689
"2012-10-18:12 AM",70.5146
"2012-10-19:12 AM",63.9462
"2012-10-20:12 AM",64.2542
"2012-10-21:12 AM",70.1607
"2012-10-22:12 AM",70.6341
"2012-10-23:12 AM",71.1997
"2012-10-24:12 AM",73.2297
"2012-10-25:12 AM",73.2412
"2012-10-26:12 AM",65.2489
"2012-10-27:12 AM",52.7306
"2012-10-28:12 AM",50.6433
"2012-10-29:12 AM",50.646
"2012-10-30:12 AM",52.8175
"2012-10-31:12 AM",62.8961
"2012-11-01:12 AM",64.7721
"2012-11-02:12 AM",69.4936
"2012-11-03:12 AM",70.0135
"2012-11-04:12 AM",66.425
"2012-11-05:12 AM",62.0969
"2012-11-06:12 AM",56.0993
"2012-11-07:12 AM",56.4273
"2012-11-08:12 AM",54.6739
"2012-11-09:12 AM",58.8006
"2012-11-10:12 AM",64.7557
"2012-11-11:12 AM",69.4171
"2012-11-12:12 AM",59.2286
"2012-11-13:12 AM",47.5144
"2012-11-14:12 AM",49.3669
"2012-11-15:12 AM",48.1402
"2012-11-16:12 AM",50.941
"2012-11-17:12 AM",52.1452
"2012-11-18:12 AM",52.5884
"2012-11-19:12 AM",55.8225
"2012-11-20:12 AM",59.1233
"2012-11-21:12 AM",60.426
"2012-11-22:12 AM",59.5962
"2012-11-23:12 AM",60.0775
"2012-11-24:12 AM",50.2416
"2012-11-25:12 AM",50.1067
"2012-11-26:12 AM",62.5323
"2012-11-27:12 AM",57.5224
"2012-11-28:12 AM",47.9223
"2012-11-29:12 AM",50.1064
"2012-11-30:12 AM",57.3458
"2012-12-01:12 AM",63.6399
"2012-12-02:12 AM",67.2264
"2012-12-03:12 AM",66.7724
"2012-12-04:12 AM",68.5243
"2012-12-05:12 AM",62.3057
"2012-12-06:12 AM",60.8131
"2012-12-07:12 AM",62.1592
"2012-12-08:12 AM",64.9593
"2012-12-09:12 AM",68.0848
"2012-12-10:12 AM",56.323
"2012-12-11:12 AM",41.6228
"2012-12-12:12 AM",42.8704
"2012-12-13:12 AM",44.1869
"2012-12-14:12 AM",50.0805
"2012-12-15:12 AM",63.3915
"2012-12-16:12 AM",66.4738
"2012-12-17:12 AM",61.8481
"2012-12-18:12 AM",55.7235
"2012-12-19:12 AM",63.8247
"2012-12-20:12 AM",56.8976
"2012-12-21:12 AM",42.762
"2012-12-22:12 AM",47.0473
"2012-12-23:12 AM",57.9196
"2012-12-24:12 AM",62.584
"2012-12-25:12 AM",60.1957
"2012-12-26:12 AM",40.3779
"2012-12-27:12 AM",40.5244
"2012-12-28:12 AM",53.2002
"2012-12-29:12 AM",40.3106
"2012-12-30:12 AM",37.807
"2012-12-31:12 AM",48.018
"2013-01-01:12 AM",56.9271
"2013-01-02:12 AM",43.5654
"2013-01-03:12 AM",40.5662
"2013-01-04:12 AM",42.4434
"2013-01-05:12 AM",44.692
"2013-01-06:12 AM",45.9702
"2013-01-07:12 AM",43.5085
"2013-01-08:12 AM",53.458
"2013-01-09:12 AM",62.9469
"2013-01-10:12 AM",64.8043
"2013-01-11:12 AM",62.1853
"2013-01-12:12 AM",69.1435
"2013-01-13:12 AM",59.6892
"2013-01-14:12 AM",42.5014
"2013-01-15:12 AM",40.5808
"2013-01-16:12 AM",37.9956
"2013-01-17:12 AM",41.1334
"2013-01-18:12 AM",43.5601
"2013-01-19:12 AM",46.3728
"2013-01-20:12 AM",50.4955
"2013-01-21:12 AM",51.7132
"2013-01-22:12 AM",48.2751
"2013-01-23:12 AM",53.8916
"2013-01-24:12 AM",59.0263
"2013-01-25:12 AM",61.6129
"2013-01-26:12 AM",59.1291
"2013-01-27:12 AM",61.367
"2013-01-28:12 AM",65.0608
"2013-01-29:12 AM",68.2716
"2013-01-30:12 AM",57.3327
"2013-01-31:12 AM",46.2817
"2013-02-01:12 AM",47.9417
"2013-02-02:12 AM",53.3079
"2013-02-03:12 AM",54.0621
"2013-02-04:12 AM",54.12
"2013-02-05:12 AM",58.3576
"2013-02-06:12 AM",58.3938
"2013-02-07:12 AM",60.1574
"2013-02-08:12 AM",58.2382
"2013-02-09:12 AM",54.1551
"2013-02-10:12 AM",65.7489
"2013-02-11:12 AM",57.4286
"2013-02-12:12 AM",57.1325
"2013-02-13:12 AM",49.7233
"2013-02-14:12 AM",45.8816
"2013-02-15:12 AM",49.7392
"2013-02-16:12 AM",43.4982
"2013-02-17:12 AM",46.2119
"2013-02-18:12 AM",56.5968
"2013-02-19:12 AM",54.3441
"2013-02-20:12 AM",47.8522
"2013-02-21:12 AM",57.7144
"2013-02-22:12 AM",56.2663
"2013-02-23:12 AM",52.1038
"2013-02-24:12 AM",52.5468
"2013-02-25:12 AM",61.8102
"2013-02-26:12 AM",47.9628
"2013-02-27:12 AM",51.0082
"2013-02-28:12 AM",47.2584
"2013-03-01:12 AM",45.0813
"2013-03-02:12 AM",40.6499
"2013-03-03:12 AM",41.0268
"2013-03-04:12 AM",55.3995
"2013-03-05:12 AM",59.8467
"2013-03-06:12 AM",47.6314
"2013-03-07:12 AM",47.8607
"2013-03-08:12 AM",53.3053
"2013-03-09:12 AM",59.7801
"2013-03-10:12 AM",63.0658
"2013-03-11:12 AM",49.1283
"2013-03-12:12 AM",48.3507
"2013-03-13:12 AM",52.0392
"2013-03-14:12 AM",52.1949
"2013-03-15:12 AM",58.2402
"2013-03-16:12 AM",62.8745
"2013-03-17:12 AM",65.1063
"2013-03-18:12 AM",69.0681
"2013-03-19:12 AM",61.1868
"2013-03-20:12 AM",57.5395
"2013-03-21:12 AM",53.6265
"2013-03-22:12 AM",61.1969
"2013-03-23:12 AM",63.7284
"2013-03-24:12 AM",55.9333
"2013-03-25:12 AM",44.4673
"2013-03-26:12 AM",42.705
"2013-03-27:12 AM",46.58
"2013-03-28:12 AM",52.583
"2013-03-29:12 AM",59.6806
"2013-03-30:12 AM",62.7336
"2013-03-31:12 AM",65.1029
"2013-04-01:12 AM",63.0487
"2013-04-02:12 AM",63.4631
"2013-04-03:12 AM",57.2256
"2013-04-04:12 AM",50.1408
"2013-04-05:12 AM",53.5536
"2013-04-06:12 AM",59.6149
"2013-04-07:12 AM",64.0942
"2013-04-08:12 AM",68.1672
"2013-04-09:12 AM",72.8353
"2013-04-10:12 AM",72.9529
"2013-04-11:12 AM",58.5295
"2013-04-12:12 AM",57.4284
"2013-04-13:12 AM",62.7937
"2013-04-14:12 AM",65.6526
"2013-04-15:12 AM",71.5879
"2013-04-16:12 AM",74.8792
"2013-04-17:12 AM",76.2498
"2013-04-18:12 AM",72.0819
"2013-04-19:12 AM",51.8913
"2013-04-20:12 AM",53.4146
"2013-04-21:12 AM",58.9415
"2013-04-22:12 AM",62.4355
"2013-04-23:12 AM",69.4483
"2013-04-24:12 AM",61.4651
"2013-04-25:12 AM",59.079
"2013-04-26:12 AM",63.5871
"2013-04-27:12 AM",71.1163
"2013-04-28:12 AM",69.2204
"2013-04-29:12 AM",70.7943
"2013-04-30:12 AM",69.2991
"2013-05-01:12 AM",70.3807
"2013-05-02:12 AM",67.008
"2013-05-03:12 AM",54.3884
"2013-05-04:12 AM",55.4428
"2013-05-05:12 AM",56.1436
"2013-05-06:12 AM",59.7105
"2013-05-07:12 AM",67.5838
"2013-05-08:12 AM",69.73
"2013-05-09:12 AM",70.5348
"2013-05-10:12 AM",71.5496
"2013-05-11:12 AM",69.6569
"2013-05-12:12 AM",66.8602
"2013-05-13:12 AM",64.4724
"2013-05-14:12 AM",69.0393
"2013-05-15:12 AM",68.9184
"2013-05-16:12 AM",73.0117
"2013-05-17:12 AM",76.4393
"2013-05-18:12 AM",78.13
"2013-05-19:12 AM",78.199
"2013-05-20:12 AM",79.6118
"2013-05-21:12 AM",78.8587
"2013-05-22:12 AM",76.7541
"2013-05-23:12 AM",78.1471
"2013-05-24:12 AM",77.745
"2013-05-25:12 AM",76.1205
"2013-05-26:12 AM",75.8185
"2013-05-27:12 AM",77.2857
"2013-05-28:12 AM",77.6471
"2013-05-29:12 AM",77.4576
"2013-05-30:12 AM",77.7067
"2013-05-31:12 AM",79.4248
"2013-06-01:12 AM",80.4798
"2013-06-02:12 AM",77.0779
"2013-06-03:12 AM",76.5167
"2013-06-04:12 AM",79.6887
"2013-06-05:12 AM",81.9702
"2013-06-06:12 AM",79.9934
"2013-06-07:12 AM",75.695
"2013-06-08:12 AM",76.7487
"2013-06-09:12 AM",78.4881
"2013-06-10:12 AM",81.1103
"2013-06-11:12 AM",82.7271
"2013-06-12:12 AM",83.0221
"2013-06-13:12 AM",84.0486
"2013-06-14:12 AM",84.8921
"2013-06-15:12 AM",82.1415
"2013-06-16:12 AM",83.0948
"2013-06-17:12 AM",82.7019
"2013-06-18:12 AM",80.8747
"2013-06-19:12 AM",79.1991
"2013-06-20:12 AM",80.4283
"2013-06-21:12 AM",82.0081
"2013-06-22:12 AM",81.9153
"2013-06-23:12 AM",81.635
"2013-06-24:12 AM",81.1958
"2013-06-25:12 AM",83.2975
"2013-06-26:12 AM",84.1847
"2013-06-27:12 AM",85.6263
"2013-06-28:12 AM",86.3809
"2013-06-29:12 AM",85.1668
"2013-06-30:12 AM",81.7387
"2013-07-01:12 AM",78.8877
"2013-07-02:12 AM",78.5329
"2013-07-03:12 AM",78.4956
"2013-07-04:12 AM",79.6998
"2013-07-05:12 AM",79.7457
"2013-07-06:12 AM",79.1465
"2013-07-07:12 AM",79.1002
"2013-07-08:12 AM",80.8851
"2013-07-09:12 AM",83.1295
"2013-07-10:12 AM",83.7676
"2013-07-11:12 AM",82.8903
"2013-07-12:12 AM",83.0156
"2013-07-13:12 AM",81.4181
"2013-07-14:12 AM",79.8463
"2013-07-15:12 AM",78.9589
"2013-07-16:12 AM",78.8833
"2013-07-17:12 AM",81.3105
"2013-07-18:12 AM",82.6747
"2013-07-19:12 AM",80.0292
"2013-07-20:12 AM",81.4228
"2013-07-21:12 AM",79.4422
"2013-07-22:12 AM",82.0308
"2013-07-23:12 AM",85.1376
"2013-07-24:12 AM",83.7095
"2013-07-25:12 AM",83.6415
"2013-07-26:12 AM",82.9267
"2013-07-27:12 AM",80.3782
"2013-07-28:12 AM",80.3795
"2013-07-29:12 AM",83.8596
"2013-07-30:12 AM",83.8481
"2013-07-31:12 AM",84.204
"2013-08-01:12 AM",84.9454
"2013-08-02:12 AM",86.3922
"2013-08-03:12 AM",86.2977
"2013-08-04:12 AM",85.9235
"2013-08-05:12 AM",85.9951
"2013-08-06:12 AM",86.9938
"2013-08-07:12 AM",87.7309
"2013-08-08:12 AM",86.8993
"2013-08-09:12 AM",86.1762
"2013-08-10:12 AM",83.2728
"2013-08-11:12 AM",82.7056
"2013-08-12:12 AM",82.7764
"2013-08-13:12 AM",83.9638
"2013-08-14:12 AM",79.7067
"2013-08-15:12 AM",78.0404
"2013-08-16:12 AM",78.9066
"2013-08-17:12 AM",77.8492
"2013-08-18:12 AM",78.3844
"2013-08-19:12 AM",79.6559
"2013-08-20:12 AM",80.8851
"2013-08-21:12 AM",80.8018
"2013-08-22:12 AM",80.7715
"2013-08-23:12 AM",79.9363
"2013-08-24:12 AM",79.5299
"2013-08-25:12 AM",79.5164
"2013-08-26:12 AM",79.156
"2013-08-27:12 AM",80.3995
"2013-08-28:12 AM",80.5732
"2013-08-29:12 AM",80.8581
"2013-08-30:12 AM",82.4414
"2013-08-31:12 AM",83.0633
"2013-09-01:12 AM",83.4364
"2013-09-02:12 AM",83.0332
"2013-09-03:12 AM",81.207
"2013-09-04:12 AM",81.7079
"2013-09-05:12 AM",81.6514
"2013-09-06:12 AM",81.6971
"2013-09-07:12 AM",82.1298
"2013-09-08:12 AM",81.7648
"2013-09-09:12 AM",81.9163
"2013-09-10:12 AM",81.761
"2013-09-11:12 AM",82.038
"2013-09-12:12 AM",81.8735
"2013-09-13:12 AM",82.0551
"2013-09-14:12 AM",78.5331
"2013-09-15:12 AM",80.0683
"2013-09-16:12 AM",82.1332
"2013-09-17:12 AM",82.3491
"2013-09-18:12 AM",81.6863
"2013-09-19:12 AM",79.6467
"2013-09-20:12 AM",78.4891
"2013-09-21:12 AM",73.5222
"2013-09-22:12 AM",68.9823
"2013-09-23:12 AM",72.6213
"2013-09-24:12 AM",77.9808
"2013-09-25:12 AM",75.299
"2013-09-26:12 AM",74.3949
"2013-09-27:12 AM",76.0176
"2013-09-28:12 AM",77.4613
"2013-09-29:12 AM",75.3211
"2013-09-30:12 AM",74.7851
"2013-10-01:12 AM",76.1686
"2013-10-02:12 AM",76.471
"2013-10-03:12 AM",77.5303
"2013-10-04:12 AM",77.3773
"2013-10-05:12 AM",76.9327
"2013-10-06:12 AM",70.6185
"2013-10-07:12 AM",63.2059
"2013-10-08:12 AM",62.4511
"2013-10-09:12 AM",64.9737
"2013-10-10:12 AM",68.8579
"2013-10-11:12 AM",72.504
"2013-10-12:12 AM",74.6402
"2013-10-13:12 AM",74.566
"2013-10-14:12 AM",73.8473
"2013-10-15:12 AM",74.9131
"2013-10-16:12 AM",72.5324
"2013-10-17:12 AM",66.9623
"2013-10-18:12 AM",61.9246
"2013-10-19:12 AM",62.9357
"2013-10-20:12 AM",57.1356
"2013-10-21:12 AM",63.5257
"2013-10-22:12 AM",64.1849
"2013-10-23:12 AM",61.7868
"2013-10-24:12 AM",63.9507
"2013-10-25:12 AM",58.8133
"2013-10-26:12 AM",58.7392
"2013-10-27:12 AM",63.8062
"2013-10-28:12 AM",67.2262
"2013-10-29:12 AM",70.5195
"2013-10-30:12 AM",70.8903
"2013-10-31:12 AM",73.0629
"2013-11-01:12 AM",62.8621
"2013-11-02:12 AM",59.8192
"2013-11-03:12 AM",53.7514
"2013-11-04:12 AM",59.684
"2013-11-05:12 AM",66.2239
"2013-11-06:12 AM",68.6485
"2013-11-07:12 AM",55.0951
"2013-11-08:12 AM",51.8806
"2013-11-09:12 AM",55.7233
"2013-11-10:12 AM",59.6829
"2013-11-11:12 AM",60.3534
"2013-11-12:12 AM",56.2257
"2013-11-13:12 AM",41.3794
"2013-11-14:12 AM",46.6745
"2013-11-15:12 AM",59.1845
"2013-11-16:12 AM",67.3302
"2013-11-17:12 AM",72.4881
"2013-11-18:12 AM",67.1113
"2013-11-19:12 AM",55.5037
"2013-11-20:12 AM",53.9769
"2013-11-21:12 AM",64.6736
"2013-11-22:12 AM",67.4933
"2013-11-23:12 AM",53.0193
"2013-11-24:12 AM",41.1685
"2013-11-25:12 AM",42.5014
"2013-11-26:12 AM",42.9919
"2013-11-27:12 AM",38.3673
"2013-11-28:12 AM",36.5146
"2013-11-29:12 AM",40.4233
"2013-11-30:12 AM",45.4701
"2013-12-01:12 AM",53.1342
"2013-12-02:12 AM",60.5601
"2013-12-03:12 AM",65.4789
"2013-12-04:12 AM",68.6889
"2013-12-05:12 AM",67.3963
"2013-12-06:12 AM",51.4387
"2013-12-07:12 AM",36.7903
"2013-12-08:12 AM",40.9645
"2013-12-09:12 AM",45.4487
"2013-12-10:12 AM",40.0791
"2013-12-11:12 AM",42.3252
"2013-12-12:12 AM",42.3658
"2013-12-13:12 AM",47.2181
"2013-12-14:12 AM",56.3927
"2013-12-15:12 AM",41.5497
"2013-12-16:12 AM",42.5431
"2013-12-17:12 AM",46.7083
"2013-12-18:12 AM",50.7301
"2013-12-19:12 AM",57.9589
"2013-12-20:12 AM",67.0606
"2013-12-21:12 AM",68.7193
"2013-12-22:12 AM",57.5443
"2013-12-23:12 AM",41.8309
"2013-12-24:12 AM",37.9303
"2013-12-25:12 AM",39.6469
"2013-12-26:12 AM",44.3777
"2013-12-27:12 AM",46.9486
"2013-12-28:12 AM",46.9933
"2013-12-29:12 AM",48.0621
"2013-12-30:12 AM",47.0556
"2013-12-31:12 AM",41.8993
"2014-01-01:12 AM",47.2638
"2014-01-02:12 AM",46.8349
"2014-01-03:12 AM",35.6641
"2014-01-04:12 AM",43.225
"2014-01-05:12 AM",51.2843
"2014-01-06:12 AM",29.1862
"2014-01-07:12 AM",27.738
"2014-01-08:12 AM",34.83
"2014-01-09:12 AM",46.7375
"2014-01-10:12 AM",56.449
"2014-01-11:12 AM",59.8179
"2014-01-12:12 AM",51.2742
"2014-01-13:12 AM",57.8541
"2014-01-14:12 AM",50.4311
"2014-01-15:12 AM",45.6102
"2014-01-16:12 AM",45.0027
"2014-01-17:12 AM",46.3768
"2014-01-18:12 AM",43.8431
"2014-01-19:12 AM",49.9105
"2014-01-20:12 AM",51.2083
"2014-01-21:12 AM",48.9798
"2014-01-22:12 AM",40.0582
"2014-01-23:12 AM",41.0731
"2014-01-24:12 AM",29.9597
"2014-01-25:12 AM",37.2513
"2014-01-26:12 AM",47.1101
"2014-01-27:12 AM",50.9436
"2014-01-28:12 AM",30.7207
"2014-01-29:12 AM",27.9343
"2014-01-30:12 AM",34.0471
"2014-01-31:12 AM",47.6874
"2014-02-01:12 AM",57.6394
"2014-02-02:12 AM",58.8286
"2014-02-03:12 AM",42.2825
"2014-02-04:12 AM",47.9284
"2014-02-05:12 AM",41.4727
"2014-02-06:12 AM",33.7291
"2014-02-07:12 AM",35.6133
"2014-02-08:12 AM",44.4567
"2014-02-09:12 AM",50.0112
"2014-02-10:12 AM",48.2482
"2014-02-11:12 AM",38.5005
"2014-02-12:12 AM",36.3409
"2014-02-13:12 AM",39.6046
"2014-02-14:12 AM",50.1343
"2014-02-15:12 AM",49.0991
"2014-02-16:12 AM",53.2704
"2014-02-17:12 AM",62.1118
"2014-02-18:12 AM",62.7863
"2014-02-19:12 AM",63.8843
"2014-02-20:12 AM",67.0678
"2014-02-21:12 AM",53.6493
"2014-02-22:12 AM",53.605
"2014-02-23:12 AM",60.0685
"2014-02-24:12 AM",57.3121
"2014-02-25:12 AM",57.9537
"2014-02-26:12 AM",46.8284
"2014-02-27:12 AM",38.7903
"2014-02-28:12 AM",47.5113
"2014-03-01:12 AM",61.5139
"2014-03-02:12 AM",63.9264
"2014-03-03:12 AM",42.9534
"2014-03-04:12 AM",32.995
"2014-03-05:12 AM",42.0706
"2014-03-06:12 AM",45.081
"2014-03-07:12 AM",46.7857
"2014-03-08:12 AM",54.8937
"2014-03-09:12 AM",57.2385
"2014-03-10:12 AM",59.1647
"2014-03-11:12 AM",62.7649
"2014-03-12:12 AM",57.3433
"2014-03-13:12 AM",50.0185
"2014-03-14:12 AM",54.0633
"2014-03-15:12 AM",61.5295
"2014-03-16:12 AM",61.1166
"2014-03-17:12 AM",44.7436
"2014-03-18:12 AM",48.9925
"2014-03-19:12 AM",58.3331
"2014-03-20:12 AM",58.7581
"2014-03-21:12 AM",60.4621
"2014-03-22:12 AM",65.0662
"2014-03-23:12 AM",58.9131
"2014-03-24:12 AM",51.0159
"2014-03-25:12 AM",51.4036
"2014-03-26:12 AM",49.6429
"2014-03-27:12 AM",59.508
"2014-03-28:12 AM",68.9419
"2014-03-29:12 AM",63.2736
"2014-03-30:12 AM",56.638
"2014-03-31:12 AM",58.7833
"2014-04-01:12 AM",65.3776
"2014-04-02:12 AM",69.2604
"2014-04-03:12 AM",71.9677
"2014-04-04:12 AM",67.3788
