"DateTime","(deg F) Mean Temperature (CFSR) at Oklahoma, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",43.0327
"2012-02-17:12 AM",45.5286
"2012-02-18:12 AM",45.2001
"2012-02-19:12 AM",42.2551
"2012-02-20:12 AM",47.1376
"2012-02-21:12 AM",45.2613
"2012-02-22:12 AM",53.307
"2012-02-23:12 AM",56.4222
"2012-02-24:12 AM",44.0758
"2012-02-25:12 AM",45.068
"2012-02-26:12 AM",50.4315
"2012-02-27:12 AM",50.4831
"2012-02-28:12 AM",58.9077
"2012-02-29:12 AM",56.2831
"2012-03-01:12 AM",57.5496
"2012-03-02:12 AM",52.9992
"2012-03-03:12 AM",45.3423
"2012-03-04:12 AM",50.5967
"2012-03-05:12 AM",55.7389
"2012-03-06:12 AM",61.6276
"2012-03-07:12 AM",63.4345
"2012-03-08:12 AM",47.566
"2012-03-09:12 AM",43.95
"2012-03-10:12 AM",46.9987
"2012-03-11:12 AM",50.9103
"2012-03-12:12 AM",58.2726
"2012-03-13:12 AM",64.8093
"2012-03-14:12 AM",68.8442
"2012-03-15:12 AM",68.558
"2012-03-16:12 AM",68.2698
"2012-03-17:12 AM",68.2891
"2012-03-18:12 AM",66.9879
"2012-03-19:12 AM",64.6264
"2012-03-20:12 AM",54.4258
"2012-03-21:12 AM",52.4689
"2012-03-22:12 AM",48.9753
"2012-03-23:12 AM",53.5593
"2012-03-24:12 AM",59.4865
"2012-03-25:12 AM",64.2643
"2012-03-26:12 AM",67.0887
"2012-03-27:12 AM",69.3086
"2012-03-28:12 AM",69.1129
"2012-03-29:12 AM",69.2476
"2012-03-30:12 AM",67.8088
"2012-03-31:12 AM",70.9014
"2012-04-01:12 AM",73.3122
"2012-04-02:12 AM",73.332
"2012-04-03:12 AM",63.9644
"2012-04-04:12 AM",57.6963
"2012-04-05:12 AM",57.06
"2012-04-06:12 AM",58.8418
"2012-04-07:12 AM",61.7596
"2012-04-08:12 AM",57.992
"2012-04-09:12 AM",63.0066
"2012-04-10:12 AM",65.1519
"2012-04-11:12 AM",60.2897
"2012-04-12:12 AM",61.3519
"2012-04-13:12 AM",67.1731
"2012-04-14:12 AM",69.3399
"2012-04-15:12 AM",64.9749
"2012-04-16:12 AM",57.6052
"2012-04-17:12 AM",59.8231
"2012-04-18:12 AM",64.3836
"2012-04-19:12 AM",67.3239
"2012-04-20:12 AM",59.4646
"2012-04-21:12 AM",57.841
"2012-04-22:12 AM",60.123
"2012-04-23:12 AM",57.0614
"2012-04-24:12 AM",67.167
"2012-04-25:12 AM",78.3306
"2012-04-26:12 AM",74.9642
"2012-04-27:12 AM",75.5166
"2012-04-28:12 AM",69.4971
"2012-04-29:12 AM",68.346
"2012-04-30:12 AM",70.8694
"2012-05-01:12 AM",74.9102
"2012-05-02:12 AM",77.8906
"2012-05-03:12 AM",79.5929
"2012-05-04:12 AM",80.9148
"2012-05-05:12 AM",80.6194
"2012-05-06:12 AM",77.8062
"2012-05-07:12 AM",65.9365
"2012-05-08:12 AM",64.5004
"2012-05-09:12 AM",65.5291
"2012-05-10:12 AM",66.6225
"2012-05-11:12 AM",62.7575
"2012-05-12:12 AM",62.9011
"2012-05-13:12 AM",64.7209
"2012-05-14:12 AM",67.1351
"2012-05-15:12 AM",70.1899
"2012-05-16:12 AM",72.2719
"2012-05-17:12 AM",73.8336
"2012-05-18:12 AM",76.8144
"2012-05-19:12 AM",77.5441
"2012-05-20:12 AM",73.413
"2012-05-21:12 AM",71.4576
"2012-05-22:12 AM",72.4015
"2012-05-23:12 AM",80.6185
"2012-05-24:12 AM",81.9117
"2012-05-25:12 AM",82.78
"2012-05-26:12 AM",84.4255
"2012-05-27:12 AM",81.1353
"2012-05-28:12 AM",82.8617
"2012-05-29:12 AM",81.8409
"2012-05-30:12 AM",80.3001
"2012-05-31:12 AM",72.5353
"2012-06-01:12 AM",64.9704
"2012-06-02:12 AM",72.712
"2012-06-03:12 AM",82.236
"2012-06-04:12 AM",82.5442
"2012-06-05:12 AM",80.397
"2012-06-06:12 AM",74.1974
"2012-06-07:12 AM",70.4217
"2012-06-08:12 AM",72.1531
"2012-06-09:12 AM",77.0499
"2012-06-10:12 AM",83.0266
"2012-06-11:12 AM",83.4613
"2012-06-12:12 AM",79.5564
"2012-06-13:12 AM",77.047
"2012-06-14:12 AM",81.1407
"2012-06-15:12 AM",83.4908
"2012-06-16:12 AM",83.6229
"2012-06-17:12 AM",83.3313
"2012-06-18:12 AM",84.4102
"2012-06-19:12 AM",83.8882
"2012-06-20:12 AM",83.5765
"2012-06-21:12 AM",79.855
"2012-06-22:12 AM",81.4588
"2012-06-23:12 AM",86.5659
"2012-06-24:12 AM",88.9336
"2012-06-25:12 AM",91.1615
"2012-06-26:12 AM",92.95
"2012-06-27:12 AM",92.2705
"2012-06-28:12 AM",90.3875
"2012-06-29:12 AM",90.0331
"2012-06-30:12 AM",89.3082
"2012-07-01:12 AM",86.655
"2012-07-02:12 AM",85.6234
"2012-07-03:12 AM",87.7248
"2012-07-04:12 AM",88.583
"2012-07-05:12 AM",89.2593
"2012-07-06:12 AM",89.6304
"2012-07-07:12 AM",88.7448
"2012-07-08:12 AM",87.2442
"2012-07-09:12 AM",82.033
"2012-07-10:12 AM",80.8597
"2012-07-11:12 AM",83.9048
"2012-07-12:12 AM",84.6768
"2012-07-13:12 AM",86.7094
"2012-07-14:12 AM",87.233
"2012-07-15:12 AM",84.2185
"2012-07-16:12 AM",84.4615
"2012-07-17:12 AM",88.3728
"2012-07-18:12 AM",90.4948
"2012-07-19:12 AM",93.164
"2012-07-20:12 AM",93.6981
"2012-07-21:12 AM",90.7011
"2012-07-22:12 AM",90.0954
"2012-07-23:12 AM",90.0345
"2012-07-24:12 AM",90.4807
"2012-07-25:12 AM",91.989
"2012-07-26:12 AM",89.3721
"2012-07-27:12 AM",89.2648
"2012-07-28:12 AM",91.373
"2012-07-29:12 AM",93.5125
"2012-07-30:12 AM",95.351
"2012-07-31:12 AM",95.7592
"2012-08-01:12 AM",96.6371
"2012-08-02:12 AM",97.5445
"2012-08-03:12 AM",95.0563
"2012-08-04:12 AM",94.9741
"2012-08-05:12 AM",86.0382
"2012-08-06:12 AM",88.7479
"2012-08-07:12 AM",92.784
"2012-08-08:12 AM",89.9301
"2012-08-09:12 AM",89.2729
"2012-08-10:12 AM",83.5696
"2012-08-11:12 AM",81.2028
"2012-08-12:12 AM",85.9487
"2012-08-13:12 AM",83.6053
"2012-08-14:12 AM",78.24
"2012-08-15:12 AM",79.297
"2012-08-16:12 AM",84.7287
"2012-08-17:12 AM",78.7957
"2012-08-18:12 AM",74.2573
"2012-08-19:12 AM",73.6693
"2012-08-20:12 AM",75.5249
"2012-08-21:12 AM",78.6261
"2012-08-22:12 AM",77.2671
"2012-08-23:12 AM",80.2989
"2012-08-24:12 AM",78.28
"2012-08-25:12 AM",80.2517
"2012-08-26:12 AM",79.4505
"2012-08-27:12 AM",80.4276
"2012-08-28:12 AM",80.6682
"2012-08-29:12 AM",79.8708
"2012-08-30:12 AM",81.6697
"2012-08-31:12 AM",81.6447
"2012-09-01:12 AM",84.8649
"2012-09-02:12 AM",87.9118
"2012-09-03:12 AM",91.06
"2012-09-04:12 AM",91.2533
"2012-09-05:12 AM",90.1751
"2012-09-06:12 AM",86.6192
"2012-09-07:12 AM",83.4492
"2012-09-08:12 AM",70.2381
"2012-09-09:12 AM",71.688
"2012-09-10:12 AM",73.7114
"2012-09-11:12 AM",78.7442
"2012-09-12:12 AM",79.7792
"2012-09-13:12 AM",67.9588
"2012-09-14:12 AM",59.9517
"2012-09-15:12 AM",64.0654
"2012-09-16:12 AM",67.044
"2012-09-17:12 AM",69.7635
"2012-09-18:12 AM",66.7047
"2012-09-19:12 AM",70.8829
"2012-09-20:12 AM",75.0054
"2012-09-21:12 AM",77.6674
"2012-09-22:12 AM",74.6472
"2012-09-23:12 AM",70.3965
"2012-09-24:12 AM",76.9487
"2012-09-25:12 AM",82.8536
"2012-09-26:12 AM",79.6633
"2012-09-27:12 AM",72.7678
"2012-09-28:12 AM",70.6213
"2012-09-29:12 AM",66.9916
"2012-09-30:12 AM",65.3162
"2012-10-01:12 AM",66.6586
"2012-10-02:12 AM",64.0224
"2012-10-03:12 AM",65.8229
"2012-10-04:12 AM",65.9188
"2012-10-05:12 AM",54.8744
"2012-10-06:12 AM",45.3598
"2012-10-07:12 AM",43.8827
"2012-10-08:12 AM",47.8143
"2012-10-09:12 AM",58.536
"2012-10-10:12 AM",57.0879
"2012-10-11:12 AM",65.1112
"2012-10-12:12 AM",68.3971
"2012-10-13:12 AM",71.154
"2012-10-14:12 AM",65.8794
"2012-10-15:12 AM",66.3791
"2012-10-16:12 AM",69.1203
"2012-10-17:12 AM",67.1866
"2012-10-18:12 AM",56.8683
"2012-10-19:12 AM",57.076
"2012-10-20:12 AM",63.383
"2012-10-21:12 AM",73.3071
"2012-10-22:12 AM",73.0893
"2012-10-23:12 AM",73.5172
"2012-10-24:12 AM",74.3256
"2012-10-25:12 AM",62.0017
"2012-10-26:12 AM",43.212
"2012-10-27:12 AM",39.4684
"2012-10-28:12 AM",43.0869
"2012-10-29:12 AM",48.7243
"2012-10-30:12 AM",56.8567
"2012-10-31:12 AM",57.0533
"2012-11-01:12 AM",60.8401
"2012-11-02:12 AM",67.206
"2012-11-03:12 AM",58.6373
"2012-11-04:12 AM",53.3673
"2012-11-05:12 AM",56.3977
"2012-11-06:12 AM",51.8272
"2012-11-07:12 AM",54.0613
"2012-11-08:12 AM",61.1398
"2012-11-09:12 AM",68.0346
"2012-11-10:12 AM",70.3539
"2012-11-11:12 AM",55.8999
"2012-11-12:12 AM",38.3261
"2012-11-13:12 AM",41.9088
"2012-11-14:12 AM",44.8993
"2012-11-15:12 AM",47.2354
"2012-11-16:12 AM",46.2141
"2012-11-17:12 AM",49.3342
"2012-11-18:12 AM",53.7715
"2012-11-19:12 AM",57.0913
"2012-11-20:12 AM",56.0289
"2012-11-21:12 AM",58.9339
"2012-11-22:12 AM",64.8367
"2012-11-23:12 AM",49.9455
"2012-11-24:12 AM",42.7597
"2012-11-25:12 AM",49.8493
"2012-11-26:12 AM",46.0495
"2012-11-27:12 AM",37.0391
"2012-11-28:12 AM",42.9478
"2012-11-29:12 AM",52.2649
"2012-11-30:12 AM",54.1609
"2012-12-01:12 AM",64.0339
"2012-12-02:12 AM",60.8949
"2012-12-03:12 AM",66.7189
"2012-12-04:12 AM",55.2857
"2012-12-05:12 AM",49.2741
"2012-12-06:12 AM",52.0407
"2012-12-07:12 AM",49.1301
"2012-12-08:12 AM",47.3947
"2012-12-09:12 AM",45.4771
"2012-12-10:12 AM",28.6169
"2012-12-11:12 AM",31.39
"2012-12-12:12 AM",37.4409
"2012-12-13:12 AM",46.2015
"2012-12-14:12 AM",50.2592
"2012-12-15:12 AM",53.8678
"2012-12-16:12 AM",51.1619
"2012-12-17:12 AM",44.0609
"2012-12-18:12 AM",47.8929
"2012-12-19:12 AM",53.4281
"2012-12-20:12 AM",39.0562
"2012-12-21:12 AM",40.0476
"2012-12-22:12 AM",46.3222
"2012-12-23:12 AM",45.8881
"2012-12-24:12 AM",35.1603
"2012-12-25:12 AM",26.962
"2012-12-26:12 AM",19.7787
"2012-12-27:12 AM",25.9968
"2012-12-28:12 AM",27.4863
"2012-12-29:12 AM",24.7217
"2012-12-30:12 AM",31.8286
"2012-12-31:12 AM",34.8724
"2013-01-01:12 AM",30.2293
"2013-01-02:12 AM",27.8841
"2013-01-03:12 AM",30.2099
"2013-01-04:12 AM",32.5123
"2013-01-05:12 AM",36.4892
"2013-01-06:12 AM",36.0068
"2013-01-07:12 AM",38.3752
"2013-01-08:12 AM",42.2798
"2013-01-09:12 AM",46.3681
"2013-01-10:12 AM",48.7143
"2013-01-11:12 AM",51.5998
"2013-01-12:12 AM",42.2836
"2013-01-13:12 AM",25.9824
"2013-01-14:12 AM",24.5775
"2013-01-15:12 AM",25.9065
"2013-01-16:12 AM",30.5551
"2013-01-17:12 AM",38.2213
"2013-01-18:12 AM",42.9685
"2013-01-19:12 AM",47.925
"2013-01-20:12 AM",46.1215
"2013-01-21:12 AM",36.0291
"2013-01-22:12 AM",38.2536
"2013-01-23:12 AM",46.1601
"2013-01-24:12 AM",41.6244
"2013-01-25:12 AM",38.1612
"2013-01-26:12 AM",43.0446
"2013-01-27:12 AM",53.8743
"2013-01-28:12 AM",64.1073
"2013-01-29:12 AM",60.476
"2013-01-30:12 AM",39.2718
"2013-01-31:12 AM",40.7368
"2013-02-01:12 AM",32.1827
"2013-02-02:12 AM",41.1969
"2013-02-03:12 AM",46.7317
"2013-02-04:12 AM",53.2809
"2013-02-05:12 AM",49.145
"2013-02-06:12 AM",52.5731
"2013-02-07:12 AM",54.565
"2013-02-08:12 AM",43.6647
"2013-02-09:12 AM",43.6316
"2013-02-10:12 AM",51.1414
"2013-02-11:12 AM",41.6475
"2013-02-12:12 AM",37.846
"2013-02-13:12 AM",35.3736
"2013-02-14:12 AM",42.1032
"2013-02-15:12 AM",37.8259
"2013-02-16:12 AM",36.6593
"2013-02-17:12 AM",48.1455
"2013-02-18:12 AM",52.7374
"2013-02-19:12 AM",41.252
"2013-02-20:12 AM",35.9865
"2013-02-21:12 AM",33.3622
"2013-02-22:12 AM",27.9792
"2013-02-23:12 AM",29.3963
"2013-02-24:12 AM",40.131
"2013-02-25:12 AM",39.288
"2013-02-26:12 AM",34.4185
"2013-02-27:12 AM",36.4887
"2013-02-28:12 AM",36.396
"2013-03-01:12 AM",35.6002
"2013-03-02:12 AM",35.1786
"2013-03-03:12 AM",46.6452
"2013-03-04:12 AM",55.7746
"2013-03-05:12 AM",41.5377
"2013-03-06:12 AM",38.9496
"2013-03-07:12 AM",49.6432
"2013-03-08:12 AM",54.5506
"2013-03-09:12 AM",58.3124
"2013-03-10:12 AM",44.7183
"2013-03-11:12 AM",39.7119
"2013-03-12:12 AM",45.8213
"2013-03-13:12 AM",46.9056
"2013-03-14:12 AM",56.5981
"2013-03-15:12 AM",63.7266
"2013-03-16:12 AM",62.8236
"2013-03-17:12 AM",48.1645
"2013-03-18:12 AM",47.5282
"2013-03-19:12 AM",48.749
"2013-03-20:12 AM",46.6713
"2013-03-21:12 AM",47.7529
"2013-03-22:12 AM",43.4016
"2013-03-23:12 AM",41.4118
"2013-03-24:12 AM",35.811
"2013-03-25:12 AM",33.9449
"2013-03-26:12 AM",36.5601
"2013-03-27:12 AM",49.2548
"2013-03-28:12 AM",55.5373
"2013-03-29:12 AM",61.1485
"2013-03-30:12 AM",64.2657
"2013-03-31:12 AM",60.9064
"2013-04-01:12 AM",53.2058
"2013-04-02:12 AM",41.3866
"2013-04-03:12 AM",38.8627
"2013-04-04:12 AM",42.9967
"2013-04-05:12 AM",50.9479
"2013-04-06:12 AM",62.2504
"2013-04-07:12 AM",62.4018
"2013-04-08:12 AM",66.7895
"2013-04-09:12 AM",63.6913
"2013-04-10:12 AM",37.8219
"2013-04-11:12 AM",41.8676
"2013-04-12:12 AM",48.9484
"2013-04-13:12 AM",56.8162
"2013-04-14:12 AM",66.5406
"2013-04-15:12 AM",61.5308
"2013-04-16:12 AM",53.1628
"2013-04-17:12 AM",59.7015
"2013-04-18:12 AM",45.592
"2013-04-19:12 AM",45.1711
"2013-04-20:12 AM",53.4481
"2013-04-21:12 AM",57.2162
"2013-04-22:12 AM",60.6499
"2013-04-23:12 AM",43.6397
"2013-04-24:12 AM",43.16
"2013-04-25:12 AM",50.068
"2013-04-26:12 AM",56.7934
"2013-04-27:12 AM",59.1228
"2013-04-28:12 AM",61.8933
"2013-04-29:12 AM",71.0865
"2013-04-30:12 AM",72.4271
"2013-05-01:12 AM",66.8201
"2013-05-02:12 AM",43.8409
"2013-05-03:12 AM",46.9731
"2013-05-04:12 AM",47.4912
"2013-05-05:12 AM",51.654
"2013-05-06:12 AM",57.7297
"2013-05-07:12 AM",64.0348
"2013-05-08:12 AM",68.9646
"2013-05-09:12 AM",67.9257
"2013-05-10:12 AM",64.0848
"2013-05-11:12 AM",62.9053
"2013-05-12:12 AM",61.2824
"2013-05-13:12 AM",70.9099
"2013-05-14:12 AM",75.7416
"2013-05-15:12 AM",72.4676
"2013-05-16:12 AM",68.6714
"2013-05-17:12 AM",71.1635
"2013-05-18:12 AM",78.2766
"2013-05-19:12 AM",79.5501
"2013-05-20:12 AM",75.7607
"2013-05-21:12 AM",67.0033
"2013-05-22:12 AM",67.2062
"2013-05-23:12 AM",69.0102
"2013-05-24:12 AM",70.5015
"2013-05-25:12 AM",73.339
"2013-05-26:12 AM",75.2202
"2013-05-27:12 AM",79.8539
"2013-05-28:12 AM",80.0656
"2013-05-29:12 AM",74.3994
"2013-05-30:12 AM",76.1713
"2013-05-31:12 AM",79.9185
"2013-06-01:12 AM",73.1395
"2013-06-02:12 AM",66.475
"2013-06-03:12 AM",69.931
"2013-06-04:12 AM",76.6285
"2013-06-05:12 AM",74.1072
"2013-06-06:12 AM",69.1075
"2013-06-07:12 AM",69.0719
"2013-06-08:12 AM",72.9927
"2013-06-09:12 AM",75.7692
"2013-06-10:12 AM",81.5416
"2013-06-11:12 AM",84.7486
"2013-06-12:12 AM",86.1409
"2013-06-13:12 AM",84.6734
"2013-06-14:12 AM",84.182
"2013-06-15:12 AM",79.8996
"2013-06-16:12 AM",80.9119
"2013-06-17:12 AM",78.4535
"2013-06-18:12 AM",76.8438
"2013-06-19:12 AM",77.9009
"2013-06-20:12 AM",83.7412
"2013-06-21:12 AM",85.6938
"2013-06-22:12 AM",85.359
"2013-06-23:12 AM",86.0963
"2013-06-24:12 AM",86.1665
"2013-06-25:12 AM",88.1461
"2013-06-26:12 AM",89.328
"2013-06-27:12 AM",90.2381
"2013-06-28:12 AM",88.9515
"2013-06-29:12 AM",82.9567
"2013-06-30:12 AM",77.6388
"2013-07-01:12 AM",73.7013
"2013-07-02:12 AM",72.7725
"2013-07-03:12 AM",74.4064
"2013-07-04:12 AM",78.2829
"2013-07-05:12 AM",82.4994
"2013-07-06:12 AM",83.7466
"2013-07-07:12 AM",86.0365
"2013-07-08:12 AM",86.9412
"2013-07-09:12 AM",90.2034
"2013-07-10:12 AM",91.3469
"2013-07-11:12 AM",89.5532
"2013-07-12:12 AM",88.5999
"2013-07-13:12 AM",88.2604
"2013-07-14:12 AM",76.4793
"2013-07-15:12 AM",70.1388
"2013-07-16:12 AM",73.6448
"2013-07-17:12 AM",77.86
"2013-07-18:12 AM",80.6934
"2013-07-19:12 AM",83.5277
"2013-07-20:12 AM",84.5458
"2013-07-21:12 AM",81.0781
"2013-07-22:12 AM",87.346
"2013-07-23:12 AM",89.4438
"2013-07-24:12 AM",85.0584
"2013-07-25:12 AM",80.7226
"2013-07-26:12 AM",75.9556
"2013-07-27:12 AM",76.5565
"2013-07-28:12 AM",77.2727
"2013-07-29:12 AM",81.3457
"2013-07-30:12 AM",81.595
"2013-07-31:12 AM",82.7758
"2013-08-01:12 AM",82.9542
"2013-08-02:12 AM",87.4321
"2013-08-03:12 AM",87.2478
"2013-08-04:12 AM",85.6735
"2013-08-05:12 AM",89.3556
"2013-08-06:12 AM",91.0791
"2013-08-07:12 AM",88.3623
"2013-08-08:12 AM",83.9277
"2013-08-09:12 AM",78.8994
"2013-08-10:12 AM",76.7311
"2013-08-11:12 AM",80.0391
"2013-08-12:12 AM",83.0842
"2013-08-13:12 AM",78.3131
"2013-08-14:12 AM",75.2047
"2013-08-15:12 AM",75.6883
"2013-08-16:12 AM",74.6958
"2013-08-17:12 AM",73.0792
"2013-08-18:12 AM",74.98
"2013-08-19:12 AM",77.9657
"2013-08-20:12 AM",80.951
"2013-08-21:12 AM",82.643
"2013-08-22:12 AM",83.0419
"2013-08-23:12 AM",85.9284
"2013-08-24:12 AM",85.0411
"2013-08-25:12 AM",85.716
"2013-08-26:12 AM",84.6666
"2013-08-27:12 AM",82.3863
"2013-08-28:12 AM",83.1175
"2013-08-29:12 AM",87.3261
"2013-08-30:12 AM",89.3176
"2013-08-31:12 AM",90.412
"2013-09-01:12 AM",85.7658
"2013-09-02:12 AM",80.6727
"2013-09-03:12 AM",78.1664
"2013-09-04:12 AM",80.3673
"2013-09-05:12 AM",82.4502
"2013-09-06:12 AM",84.3285
"2013-09-07:12 AM",86.3613
"2013-09-08:12 AM",86.3065
"2013-09-09:12 AM",84.2886
"2013-09-10:12 AM",83.4615
"2013-09-11:12 AM",81.883
"2013-09-12:12 AM",81.3187
"2013-09-13:12 AM",76.2564
"2013-09-14:12 AM",72.0358
"2013-09-15:12 AM",76.8547
"2013-09-16:12 AM",76.2184
"2013-09-17:12 AM",77.2952
"2013-09-18:12 AM",80.2425
"2013-09-19:12 AM",80.8018
"2013-09-20:12 AM",68.9556
"2013-09-21:12 AM",66.3505
"2013-09-22:12 AM",66.335
"2013-09-23:12 AM",68.0599
"2013-09-24:12 AM",71.206
"2013-09-25:12 AM",70.5614
"2013-09-26:12 AM",78.4296
"2013-09-27:12 AM",78.3342
"2013-09-28:12 AM",70.0111
"2013-09-29:12 AM",62.731
"2013-09-30:12 AM",66.499
"2013-10-01:12 AM",72.3591
"2013-10-02:12 AM",75.3485
"2013-10-03:12 AM",78.7039
"2013-10-04:12 AM",79.2939
"2013-10-05:12 AM",59.0979
"2013-10-06:12 AM",57.1213
"2013-10-07:12 AM",60.031
"2013-10-08:12 AM",63.5596
"2013-10-09:12 AM",65.957
"2013-10-10:12 AM",68.6572
"2013-10-11:12 AM",71.2098
"2013-10-12:12 AM",66.5317
"2013-10-13:12 AM",63.4464
"2013-10-14:12 AM",65.3007
"2013-10-15:12 AM",58.941
"2013-10-16:12 AM",50.27
"2013-10-17:12 AM",50.9043
"2013-10-18:12 AM",49.1572
"2013-10-19:12 AM",46.3897
"2013-10-20:12 AM",54.5335
"2013-10-21:12 AM",52.4158
"2013-10-22:12 AM",54.7758
"2013-10-23:12 AM",57.582
"2013-10-24:12 AM",53.5807
"2013-10-25:12 AM",48.8617
"2013-10-26:12 AM",56.1069
"2013-10-27:12 AM",54.8314
"2013-10-28:12 AM",59.059
"2013-10-29:12 AM",65.8733
"2013-10-30:12 AM",68.0686
"2013-10-31:12 AM",60.4137
"2013-11-01:12 AM",55.4144
"2013-11-02:12 AM",50.8302
"2013-11-03:12 AM",52.232
"2013-11-04:12 AM",55.9188
"2013-11-05:12 AM",58.6557
"2013-11-06:12 AM",48.0106
"2013-11-07:12 AM",46.0765
"2013-11-08:12 AM",52.9236
"2013-11-09:12 AM",53.9233
"2013-11-10:12 AM",54.1693
"2013-11-11:12 AM",56.4534
"2013-11-12:12 AM",36.6541
"2013-11-13:12 AM",34.9776
"2013-11-14:12 AM",42.5818
"2013-11-15:12 AM",50.0391
"2013-11-16:12 AM",64.7928
"2013-11-17:12 AM",65.656
"2013-11-18:12 AM",51.3865
"2013-11-19:12 AM",53.2031
"2013-11-20:12 AM",55.5188
"2013-11-21:12 AM",53.1599
"2013-11-22:12 AM",31.8142
"2013-11-23:12 AM",32.9043
"2013-11-24:12 AM",27.127
"2013-11-25:12 AM",29.683
"2013-11-26:12 AM",35.127
"2013-11-27:12 AM",29.8454
"2013-11-28:12 AM",37.256
"2013-11-29:12 AM",40.1653
"2013-11-30:12 AM",47.1375
"2013-12-01:12 AM",50.238
"2013-12-02:12 AM",50.3323
"2013-12-03:12 AM",51.8468
"2013-12-04:12 AM",46.2569
"2013-12-05:12 AM",25.6024
"2013-12-06:12 AM",18.138
"2013-12-07:12 AM",13.487
"2013-12-08:12 AM",24.4056
"2013-12-09:12 AM",20.6791
"2013-12-10:12 AM",19.2357
"2013-12-11:12 AM",25.9443
"2013-12-12:12 AM",27.415
"2013-12-13:12 AM",39.3856
"2013-12-14:12 AM",36.3886
"2013-12-15:12 AM",38.8706
"2013-12-16:12 AM",46.6565
"2013-12-17:12 AM",47.4966
"2013-12-18:12 AM",50.1548
"2013-12-19:12 AM",56.8884
"2013-12-20:12 AM",43.1035
"2013-12-21:12 AM",31.6857
"2013-12-22:12 AM",26.5708
"2013-12-23:12 AM",24.9192
"2013-12-24:12 AM",27.0824
"2013-12-25:12 AM",33.4308
"2013-12-26:12 AM",35.5375
"2013-12-27:12 AM",39.5604
"2013-12-28:12 AM",43.2475
"2013-12-29:12 AM",33.8857
"2013-12-30:12 AM",26.6461
"2013-12-31:12 AM",36.7234
"2014-01-01:12 AM",38.9215
"2014-01-02:12 AM",26.6013
"2014-01-03:12 AM",33.591
"2014-01-04:12 AM",41.5083
"2014-01-05:12 AM",22.6922
"2014-01-06:12 AM",13.422
"2014-01-07:12 AM",27.1789
"2014-01-08:12 AM",32.6386
"2014-01-09:12 AM",34.3866
"2014-01-10:12 AM",45.5545
"2014-01-11:12 AM",45.3623
"2014-01-12:12 AM",53.645
"2014-01-13:12 AM",48.9771
"2014-01-14:12 AM",44.3593
"2014-01-15:12 AM",39.0324
"2014-01-16:12 AM",46.4905
"2014-01-17:12 AM",38.9539
"2014-01-18:12 AM",46.245
"2014-01-19:12 AM",45.4361
"2014-01-20:12 AM",49.9224
"2014-01-21:12 AM",34.6037
"2014-01-22:12 AM",35.5773
"2014-01-23:12 AM",23.4622
"2014-01-24:12 AM",23.0976
"2014-01-25:12 AM",44.5584
"2014-01-26:12 AM",49.4791
"2014-01-27:12 AM",29.6613
"2014-01-28:12 AM",20.6035
"2014-01-29:12 AM",28.3978
"2014-01-30:12 AM",39.7868
"2014-01-31:12 AM",42.2782
"2014-02-01:12 AM",34.9236
"2014-02-02:12 AM",25.7763
"2014-02-03:12 AM",24.5916
"2014-02-04:12 AM",30.3922
"2014-02-05:12 AM",15.5336
"2014-02-06:12 AM",11.1051
"2014-02-07:12 AM",17.3467
"2014-02-08:12 AM",28.2711
"2014-02-09:12 AM",29.6321
"2014-02-10:12 AM",22.2386
"2014-02-11:12 AM",21.6523
"2014-02-12:12 AM",28.9137
"2014-02-13:12 AM",37.1352
"2014-02-14:12 AM",47.1515
"2014-02-15:12 AM",46.351
"2014-02-16:12 AM",51.4305
"2014-02-17:12 AM",56.9057
"2014-02-18:12 AM",55.744
"2014-02-19:12 AM",56.8495
"2014-02-20:12 AM",56.1115
"2014-02-21:12 AM",46.1577
"2014-02-22:12 AM",52.5814
"2014-02-23:12 AM",45.9048
"2014-02-24:12 AM",39.2634
"2014-02-25:12 AM",40.3412
"2014-02-26:12 AM",27.865
"2014-02-27:12 AM",35.8695
"2014-02-28:12 AM",47.2636
"2014-03-01:12 AM",42.6789
"2014-03-02:12 AM",19.1496
"2014-03-03:12 AM",12.6433
"2014-03-04:12 AM",24.7786
"2014-03-05:12 AM",34.7932
"2014-03-06:12 AM",40.3443
"2014-03-07:12 AM",49.3455
"2014-03-08:12 AM",40.0575
"2014-03-09:12 AM",42.4164
"2014-03-10:12 AM",55.6569
"2014-03-11:12 AM",62.6196
"2014-03-12:12 AM",47.1906
"2014-03-13:12 AM",51.0647
"2014-03-14:12 AM",57.6298
"2014-03-15:12 AM",56.9005
"2014-03-16:12 AM",44.9361
"2014-03-17:12 AM",43.0475
"2014-03-18:12 AM",55.3694
"2014-03-19:12 AM",47.5999
"2014-03-20:12 AM",52.4883
"2014-03-21:12 AM",61.3029
"2014-03-22:12 AM",50.0779
"2014-03-23:12 AM",41.4439
"2014-03-24:12 AM",45.4251
"2014-03-25:12 AM",43.7207
"2014-03-26:12 AM",45.5418
"2014-03-27:12 AM",61.7749
"2014-03-28:12 AM",51.2987
"2014-03-29:12 AM",51.9917
"2014-03-30:12 AM",60.6375
"2014-03-31:12 AM",65.9545
"2014-04-01:12 AM",55.112
"2014-04-02:12 AM",67.6843
"2014-04-03:12 AM",67.8763
"2014-04-04:12 AM",50.0315
"2014-04-05:12 AM",50.9122
