"DateTime","(deg F) Mean Temperature (CFSR) at Idaho, 2010-01-01 to 2019-03-14"
"2012-02-16:12 AM",21.3426
"2012-02-17:12 AM",26.1063
"2012-02-18:12 AM",27.9666
"2012-02-19:12 AM",22.3788
"2012-02-20:12 AM",20.5938
"2012-02-21:12 AM",29.2406
"2012-02-22:12 AM",35.1048
"2012-02-23:12 AM",25.5673
"2012-02-24:12 AM",24.7608
"2012-02-25:12 AM",25.7088
"2012-02-26:12 AM",20.7469
"2012-02-27:12 AM",20.1943
"2012-02-28:12 AM",20.563
"2012-02-29:12 AM",23.5699
"2012-03-01:12 AM",21.0357
"2012-03-02:12 AM",19.0758
"2012-03-03:12 AM",27.2525
"2012-03-04:12 AM",32.385
"2012-03-05:12 AM",33.8232
"2012-03-06:12 AM",28.686
"2012-03-07:12 AM",21.5206
"2012-03-08:12 AM",27.0255
"2012-03-09:12 AM",33.4501
"2012-03-10:12 AM",36.1251
"2012-03-11:12 AM",35.703
"2012-03-12:12 AM",33.1326
"2012-03-13:12 AM",36.0435
"2012-03-14:12 AM",34.7432
"2012-03-15:12 AM",39.2608
"2012-03-16:12 AM",39.8629
"2012-03-17:12 AM",36.3627
"2012-03-18:12 AM",31.5025
"2012-03-19:12 AM",26.5363
"2012-03-20:12 AM",24.4427
"2012-03-21:12 AM",35.4247
"2012-03-22:12 AM",39.4299
"2012-03-23:12 AM",39.1586
"2012-03-24:12 AM",39.3699
"2012-03-25:12 AM",44.4313
"2012-03-26:12 AM",38.6348
"2012-03-27:12 AM",36.5529
"2012-03-28:12 AM",38.8204
"2012-03-29:12 AM",35.1734
"2012-03-30:12 AM",40.2019
"2012-03-31:12 AM",46.5282
"2012-04-01:12 AM",35.4736
"2012-04-02:12 AM",31.2521
"2012-04-03:12 AM",37.5049
"2012-04-04:12 AM",37.1606
"2012-04-05:12 AM",31.1157
"2012-04-06:12 AM",28.7002
"2012-04-07:12 AM",29.566
"2012-04-08:12 AM",40.3236
"2012-04-09:12 AM",45.7704
"2012-04-10:12 AM",50.6188
"2012-04-11:12 AM",50.5857
"2012-04-12:12 AM",41.4127
"2012-04-13:12 AM",38.6573
"2012-04-14:12 AM",39.5359
"2012-04-15:12 AM",38.2001
"2012-04-16:12 AM",37.6588
"2012-04-17:12 AM",42.6256
"2012-04-18:12 AM",42.3471
"2012-04-19:12 AM",41.2855
"2012-04-20:12 AM",48.2873
"2012-04-21:12 AM",52.3008
"2012-04-22:12 AM",57.9349
"2012-04-23:12 AM",61.8512
"2012-04-24:12 AM",59.2855
"2012-04-25:12 AM",56.4831
"2012-04-26:12 AM",49.7599
"2012-04-27:12 AM",35.6448
"2012-04-28:12 AM",36.8298
"2012-04-29:12 AM",41.2437
"2012-04-30:12 AM",43.246
"2012-05-01:12 AM",41.014
"2012-05-02:12 AM",39.1734
"2012-05-03:12 AM",41.9542
"2012-05-04:12 AM",42.2551
"2012-05-05:12 AM",36.8413
"2012-05-06:12 AM",37.9863
"2012-05-07:12 AM",42.8391
"2012-05-08:12 AM",49.3804
"2012-05-09:12 AM",53.5656
"2012-05-10:12 AM",45.9027
"2012-05-11:12 AM",42.2865
"2012-05-12:12 AM",46.5084
"2012-05-13:12 AM",51.9876
"2012-05-14:12 AM",58.014
"2012-05-15:12 AM",62.5492
"2012-05-16:12 AM",61.3103
"2012-05-17:12 AM",54.3555
"2012-05-18:12 AM",47.6901
"2012-05-19:12 AM",47.0313
"2012-05-20:12 AM",53.0913
"2012-05-21:12 AM",59.8033
"2012-05-22:12 AM",52.6647
"2012-05-23:12 AM",43.0039
"2012-05-24:12 AM",40.9881
"2012-05-25:12 AM",41.8507
"2012-05-26:12 AM",41.4419
"2012-05-27:12 AM",42.0454
"2012-05-28:12 AM",47.0811
"2012-05-29:12 AM",51.4009
"2012-05-30:12 AM",51.8187
"2012-05-31:12 AM",53.7112
"2012-06-01:12 AM",59.2675
"2012-06-02:12 AM",60.098
"2012-06-03:12 AM",59.236
"2012-06-04:12 AM",64.3725
"2012-06-05:12 AM",47.5443
"2012-06-06:12 AM",42.0868
"2012-06-07:12 AM",46.8318
"2012-06-08:12 AM",49.8816
"2012-06-09:12 AM",41.3942
"2012-06-10:12 AM",43.9441
"2012-06-11:12 AM",50.77
"2012-06-12:12 AM",55.7067
"2012-06-13:12 AM",56.6755
"2012-06-14:12 AM",54.0736
"2012-06-15:12 AM",55.7006
"2012-06-16:12 AM",57.6131
"2012-06-17:12 AM",63.2062
"2012-06-18:12 AM",53.9215
"2012-06-19:12 AM",47.3257
"2012-06-20:12 AM",50.5683
"2012-06-21:12 AM",61.2293
"2012-06-22:12 AM",67.2606
"2012-06-23:12 AM",62.8725
"2012-06-24:12 AM",64.3507
"2012-06-25:12 AM",65.4256
"2012-06-26:12 AM",55.4909
"2012-06-27:12 AM",53.3088
"2012-06-28:12 AM",63.2395
"2012-06-29:12 AM",64.0335
"2012-06-30:12 AM",65.9469
"2012-07-01:12 AM",65.0102
"2012-07-02:12 AM",65.1868
"2012-07-03:12 AM",63.9846
"2012-07-04:12 AM",60.5964
"2012-07-05:12 AM",63.0797
"2012-07-06:12 AM",65.1223
"2012-07-07:12 AM",70.6041
"2012-07-08:12 AM",73.256
"2012-07-09:12 AM",75.4218
"2012-07-10:12 AM",74.9671
"2012-07-11:12 AM",72.9682
"2012-07-12:12 AM",74.2354
"2012-07-13:12 AM",71.3399
"2012-07-14:12 AM",67.3551
"2012-07-15:12 AM",65.458
"2012-07-16:12 AM",64.0816
"2012-07-17:12 AM",67.3511
"2012-07-18:12 AM",69.1252
"2012-07-19:12 AM",72.0775
"2012-07-20:12 AM",72.8078
"2012-07-21:12 AM",69.1558
"2012-07-22:12 AM",70.7587
"2012-07-23:12 AM",67.2859
"2012-07-24:12 AM",64.0292
"2012-07-25:12 AM",66.9699
"2012-07-26:12 AM",71.2429
"2012-07-27:12 AM",73.3138
"2012-07-28:12 AM",70.2588
"2012-07-29:12 AM",70.3146
"2012-07-30:12 AM",70.6685
"2012-07-31:12 AM",70.4057
"2012-08-01:12 AM",68.9817
"2012-08-02:12 AM",66.0191
"2012-08-03:12 AM",63.847
"2012-08-04:12 AM",65.5743
"2012-08-05:12 AM",70.5238
"2012-08-06:12 AM",72.4059
"2012-08-07:12 AM",73.8673
"2012-08-08:12 AM",74.5302
"2012-08-09:12 AM",72.8006
"2012-08-10:12 AM",71.3732
"2012-08-11:12 AM",68.9702
"2012-08-12:12 AM",70.488
"2012-08-13:12 AM",72.6406
"2012-08-14:12 AM",71.6914
"2012-08-15:12 AM",70.1352
"2012-08-16:12 AM",68.7096
"2012-08-17:12 AM",69.9177
"2012-08-18:12 AM",71.7476
"2012-08-19:12 AM",70.9225
"2012-08-20:12 AM",68.414
"2012-08-21:12 AM",69.6306
"2012-08-22:12 AM",66.5794
"2012-08-23:12 AM",64.436
"2012-08-24:12 AM",61.1991
"2012-08-25:12 AM",60.4018
"2012-08-26:12 AM",68.0931
"2012-08-27:12 AM",69.8254
"2012-08-28:12 AM",69.3138
"2012-08-29:12 AM",64.2729
"2012-08-30:12 AM",62.1226
"2012-08-31:12 AM",64.6399
"2012-09-01:12 AM",61.9614
"2012-09-02:12 AM",58.6362
"2012-09-03:12 AM",59.722
"2012-09-04:12 AM",60.6632
"2012-09-05:12 AM",61.0727
"2012-09-06:12 AM",60.8261
"2012-09-07:12 AM",60.4206
"2012-09-08:12 AM",63.1861
"2012-09-09:12 AM",66.7395
"2012-09-10:12 AM",60.5948
"2012-09-11:12 AM",52.7016
"2012-09-12:12 AM",51.1628
"2012-09-13:12 AM",56.3661
"2012-09-14:12 AM",62.665
"2012-09-15:12 AM",64.1422
"2012-09-16:12 AM",60.8707
"2012-09-17:12 AM",57.803
"2012-09-18:12 AM",58.8794
"2012-09-19:12 AM",61.1685
"2012-09-20:12 AM",61.5252
"2012-09-21:12 AM",61.7538
"2012-09-22:12 AM",61.9871
"2012-09-23:12 AM",60.6094
"2012-09-24:12 AM",54.7124
"2012-09-25:12 AM",55.7998
"2012-09-26:12 AM",56.0619
"2012-09-27:12 AM",57.4687
"2012-09-28:12 AM",58.1473
"2012-09-29:12 AM",59.9664
"2012-09-30:12 AM",58.8781
"2012-10-01:12 AM",58.1182
"2012-10-02:12 AM",57.5766
"2012-10-03:12 AM",46.6725
"2012-10-04:12 AM",40.4769
"2012-10-05:12 AM",39.2823
"2012-10-06:12 AM",38.4868
"2012-10-07:12 AM",41.1159
"2012-10-08:12 AM",44.5156
"2012-10-09:12 AM",46.8851
"2012-10-10:12 AM",48.8104
"2012-10-11:12 AM",50.6628
"2012-10-12:12 AM",52.9776
"2012-10-13:12 AM",49.4085
"2012-10-14:12 AM",49.3752
"2012-10-15:12 AM",52.0758
"2012-10-16:12 AM",48.938
"2012-10-17:12 AM",37.9371
"2012-10-18:12 AM",40.2319
"2012-10-19:12 AM",45.0694
"2012-10-20:12 AM",45.8821
"2012-10-21:12 AM",38.2489
"2012-10-22:12 AM",37.024
"2012-10-23:12 AM",32.9896
"2012-10-24:12 AM",29.3794
"2012-10-25:12 AM",29.8386
"2012-10-26:12 AM",27.5207
"2012-10-27:12 AM",32.8539
"2012-10-28:12 AM",40.5487
"2012-10-29:12 AM",46.5354
"2012-10-30:12 AM",46.0503
"2012-10-31:12 AM",49.0728
"2012-11-01:12 AM",45.8587
"2012-11-02:12 AM",40.5545
"2012-11-03:12 AM",40.9276
"2012-11-04:12 AM",43.6503
"2012-11-05:12 AM",44.9991
"2012-11-06:12 AM",46.4927
"2012-11-07:12 AM",45.1852
"2012-11-08:12 AM",39.5418
"2012-11-09:12 AM",30.7504
"2012-11-10:12 AM",21.3769
"2012-11-11:12 AM",17.9503
"2012-11-12:12 AM",22.6794
"2012-11-13:12 AM",28.3942
"2012-11-14:12 AM",31.0203
"2012-11-15:12 AM",28.065
"2012-11-16:12 AM",33.1956
"2012-11-17:12 AM",36.3852
"2012-11-18:12 AM",36.075
"2012-11-19:12 AM",35.4204
"2012-11-20:12 AM",40.5289
"2012-11-21:12 AM",38.9239
"2012-11-22:12 AM",29.4359
"2012-11-23:12 AM",30.8766
"2012-11-24:12 AM",34.0628
"2012-11-25:12 AM",33.0903
"2012-11-26:12 AM",26.116
"2012-11-27:12 AM",28.2132
"2012-11-28:12 AM",32.3236
"2012-11-29:12 AM",35.6799
"2012-11-30:12 AM",38.9919
"2012-12-01:12 AM",38.9763
"2012-12-02:12 AM",39.1939
"2012-12-03:12 AM",31.3693
"2012-12-04:12 AM",33.5971
"2012-12-05:12 AM",37.879
"2012-12-06:12 AM",32.043
"2012-12-07:12 AM",28.0204
"2012-12-08:12 AM",22.6753
"2012-12-09:12 AM",17.2909
"2012-12-10:12 AM",24.5883
"2012-12-11:12 AM",27.5344
"2012-12-12:12 AM",29.5914
"2012-12-13:12 AM",24.2584
"2012-12-14:12 AM",25.3393
"2012-12-15:12 AM",23.2504
"2012-12-16:12 AM",24.0512
"2012-12-17:12 AM",27.7848
"2012-12-18:12 AM",17.305
"2012-12-19:12 AM",15.1653
"2012-12-20:12 AM",19.7283
"2012-12-21:12 AM",23.88
"2012-12-22:12 AM",26.9917
"2012-12-23:12 AM",25.1006
"2012-12-24:12 AM",24.3828
"2012-12-25:12 AM",16.7891
"2012-12-26:12 AM",19.4866
"2012-12-27:12 AM",20.8816
"2012-12-28:12 AM",16.6552
"2012-12-29:12 AM",12.8512
"2012-12-30:12 AM",14.0743
"2012-12-31:12 AM",9.8267
"2013-01-01:12 AM",6.6709
"2013-01-02:12 AM",4.2199
"2013-01-03:12 AM",7.8948
"2013-01-04:12 AM",9.25
"2013-01-05:12 AM",11.4316
"2013-01-06:12 AM",17.4774
"2013-01-07:12 AM",18.0862
"2013-01-08:12 AM",26.0026
"2013-01-09:12 AM",30.3098
"2013-01-10:12 AM",25.3553
"2013-01-11:12 AM",14.9659
"2013-01-12:12 AM",4.6123
"2013-01-13:12 AM",2.2087
"2013-01-14:12 AM",2.1047
"2013-01-15:12 AM",11.4393
"2013-01-16:12 AM",12.2135
"2013-01-17:12 AM",10.9229
"2013-01-18:12 AM",14.1913
"2013-01-19:12 AM",12.8496
"2013-01-20:12 AM",13.4548
"2013-01-21:12 AM",15.1763
"2013-01-22:12 AM",16.1587
"2013-01-23:12 AM",20.973
"2013-01-24:12 AM",28.0087
"2013-01-25:12 AM",29.5563
"2013-01-26:12 AM",32.1944
"2013-01-27:12 AM",26.0033
"2013-01-28:12 AM",19.8127
"2013-01-29:12 AM",22.771
"2013-01-30:12 AM",26.6164
"2013-01-31:12 AM",29.6818
"2013-02-01:12 AM",29.9322
"2013-02-02:12 AM",26.2049
"2013-02-03:12 AM",25.5954
"2013-02-04:12 AM",26.3446
"2013-02-05:12 AM",29.1223
"2013-02-06:12 AM",27.4149
"2013-02-07:12 AM",24.6702
"2013-02-08:12 AM",25.3733
"2013-02-09:12 AM",24.0058
"2013-02-10:12 AM",21.8928
"2013-02-11:12 AM",16.671
"2013-02-12:12 AM",24.3252
"2013-02-13:12 AM",28.9035
"2013-02-14:12 AM",28.4529
"2013-02-15:12 AM",28.3608
"2013-02-16:12 AM",29.6452
"2013-02-17:12 AM",27.8299
"2013-02-18:12 AM",21.6397
"2013-02-19:12 AM",25.354
"2013-02-20:12 AM",24.8972
"2013-02-21:12 AM",20.3124
"2013-02-22:12 AM",23.2808
"2013-02-23:12 AM",24.9735
"2013-02-24:12 AM",19.0571
"2013-02-25:12 AM",20.5342
"2013-02-26:12 AM",20.656
"2013-02-27:12 AM",20.4202
"2013-02-28:12 AM",25.1386
"2013-03-01:12 AM",32.3609
"2013-03-02:12 AM",32.3906
"2013-03-03:12 AM",32.8737
"2013-03-04:12 AM",22.6065
"2013-03-05:12 AM",24.4405
"2013-03-06:12 AM",30.7063
"2013-03-07:12 AM",28.5193
"2013-03-08:12 AM",28.2517
"2013-03-09:12 AM",28.3752
"2013-03-10:12 AM",29.3304
"2013-03-11:12 AM",33.5637
"2013-03-12:12 AM",33.7125
"2013-03-13:12 AM",40.2361
"2013-03-14:12 AM",42.2557
"2013-03-15:12 AM",41.8246
"2013-03-16:12 AM",36.9012
"2013-03-17:12 AM",29.7502
"2013-03-18:12 AM",26.4189
"2013-03-19:12 AM",29.6125
"2013-03-20:12 AM",35.1169
"2013-03-21:12 AM",28.8108
"2013-03-22:12 AM",23.032
"2013-03-23:12 AM",20.1065
"2013-03-24:12 AM",21.2279
"2013-03-25:12 AM",26.5478
"2013-03-26:12 AM",33.7044
"2013-03-27:12 AM",35.8612
"2013-03-28:12 AM",39.6597
"2013-03-29:12 AM",40.2334
"2013-03-30:12 AM",41.5794
"2013-03-31:12 AM",43.0984
"2013-04-01:12 AM",43.2568
"2013-04-02:12 AM",43.0905
"2013-04-03:12 AM",44.6178
"2013-04-04:12 AM",46.335
"2013-04-05:12 AM",43.8249
"2013-04-06:12 AM",40.7655
"2013-04-07:12 AM",38.2442
"2013-04-08:12 AM",33.672
"2013-04-09:12 AM",32.2236
"2013-04-10:12 AM",36.1987
"2013-04-11:12 AM",38.4186
"2013-04-12:12 AM",38.1459
"2013-04-13:12 AM",36.4154
"2013-04-14:12 AM",29.5882
"2013-04-15:12 AM",29.3383
"2013-04-16:12 AM",27.7093
"2013-04-17:12 AM",27.9669
"2013-04-18:12 AM",31.6409
"2013-04-19:12 AM",36.0329
"2013-04-20:12 AM",39.0294
"2013-04-21:12 AM",38.4436
"2013-04-22:12 AM",34.162
"2013-04-23:12 AM",32.9389
"2013-04-24:12 AM",37.2396
"2013-04-25:12 AM",41.8629
"2013-04-26:12 AM",46.555
"2013-04-27:12 AM",50.6269
"2013-04-28:12 AM",48.4104
"2013-04-29:12 AM",43.6577
"2013-04-30:12 AM",34.4932
"2013-05-01:12 AM",33.8817
"2013-05-02:12 AM",40.1
"2013-05-03:12 AM",45.6013
"2013-05-04:12 AM",46.4439
"2013-05-05:12 AM",49.4105
"2013-05-06:12 AM",53.9449
"2013-05-07:12 AM",52.0689
"2013-05-08:12 AM",54.0574
"2013-05-09:12 AM",56.4699
"2013-05-10:12 AM",57.5636
"2013-05-11:12 AM",59.502
"2013-05-12:12 AM",63.8044
"2013-05-13:12 AM",61.5348
"2013-05-14:12 AM",56.0709
"2013-05-15:12 AM",53.6182
"2013-05-16:12 AM",51.3543
"2013-05-17:12 AM",48.0569
"2013-05-18:12 AM",46.9612
"2013-05-19:12 AM",45.4165
"2013-05-20:12 AM",48.8086
"2013-05-21:12 AM",52.1254
"2013-05-22:12 AM",43.7068
"2013-05-23:12 AM",41.7072
"2013-05-24:12 AM",43.4232
"2013-05-25:12 AM",48.2531
"2013-05-26:12 AM",49.3911
"2013-05-27:12 AM",48.2059
"2013-05-28:12 AM",45.6348
"2013-05-29:12 AM",44.9805
"2013-05-30:12 AM",44.9965
"2013-05-31:12 AM",46.0683
"2013-06-01:12 AM",50.1634
"2013-06-02:12 AM",53.9339
"2013-06-03:12 AM",50.8152
"2013-06-04:12 AM",52.9785
"2013-06-05:12 AM",56.4683
"2013-06-06:12 AM",61.4361
"2013-06-07:12 AM",63.4408
"2013-06-08:12 AM",61.8341
"2013-06-09:12 AM",62.8187
"2013-06-10:12 AM",64.5525
"2013-06-11:12 AM",61.1029
"2013-06-12:12 AM",57.8021
"2013-06-13:12 AM",54.1231
"2013-06-14:12 AM",48.7794
"2013-06-15:12 AM",53.2378
"2013-06-16:12 AM",60.6403
"2013-06-17:12 AM",63.5212
"2013-06-18:12 AM",63.2718
"2013-06-19:12 AM",51.7402
"2013-06-20:12 AM",46.3305
"2013-06-21:12 AM",48.6234
"2013-06-22:12 AM",49.7755
"2013-06-23:12 AM",55.5829
"2013-06-24:12 AM",56.7257
"2013-06-25:12 AM",53.4855
"2013-06-26:12 AM",59.5504
"2013-06-27:12 AM",65.8035
"2013-06-28:12 AM",71.0874
"2013-06-29:12 AM",74.239
"2013-06-30:12 AM",73.4497
"2013-07-01:12 AM",77.202
"2013-07-02:12 AM",78.0537
"2013-07-03:12 AM",74.8708
"2013-07-04:12 AM",69.5725
"2013-07-05:12 AM",66.2792
"2013-07-06:12 AM",64.8066
"2013-07-07:12 AM",67.2804
"2013-07-08:12 AM",68.0986
"2013-07-09:12 AM",67.8873
"2013-07-10:12 AM",72.255
"2013-07-11:12 AM",65.7813
"2013-07-12:12 AM",63.9799
"2013-07-13:12 AM",63.6651
"2013-07-14:12 AM",64.9053
"2013-07-15:12 AM",69.114
"2013-07-16:12 AM",71.2728
"2013-07-17:12 AM",72.5358
"2013-07-18:12 AM",70.7612
"2013-07-19:12 AM",70.9414
"2013-07-20:12 AM",71.865
"2013-07-21:12 AM",70.2682
"2013-07-22:12 AM",69.8851
"2013-07-23:12 AM",70.2131
"2013-07-24:12 AM",71.6752
"2013-07-25:12 AM",72.2937
"2013-07-26:12 AM",72.6577
"2013-07-27:12 AM",69.9199
"2013-07-28:12 AM",64.9917
"2013-07-29:12 AM",64.3977
"2013-07-30:12 AM",67.0235
"2013-07-31:12 AM",69.9357
"2013-08-01:12 AM",67.0788
"2013-08-02:12 AM",60.8257
"2013-08-03:12 AM",61.3625
"2013-08-04:12 AM",66.2648
"2013-08-05:12 AM",68.2495
"2013-08-06:12 AM",68.7094
"2013-08-07:12 AM",69.0127
"2013-08-08:12 AM",69.2933
"2013-08-09:12 AM",70.0423
"2013-08-10:12 AM",70.0448
"2013-08-11:12 AM",69.4551
"2013-08-12:12 AM",68.9704
"2013-08-13:12 AM",69.2452
"2013-08-14:12 AM",70.4266
"2013-08-15:12 AM",72.8551
"2013-08-16:12 AM",71.6535
"2013-08-17:12 AM",71.0706
"2013-08-18:12 AM",70.8508
"2013-08-19:12 AM",69.9528
"2013-08-20:12 AM",69.7847
"2013-08-21:12 AM",69.0201
"2013-08-22:12 AM",70.0624
"2013-08-23:12 AM",67.7115
"2013-08-24:12 AM",66.6401
"2013-08-25:12 AM",66.9798
"2013-08-26:12 AM",66.587
"2013-08-27:12 AM",67.2337
"2013-08-28:12 AM",68.6239
"2013-08-29:12 AM",70.1521
"2013-08-30:12 AM",68.2205
"2013-08-31:12 AM",67.7208
"2013-09-01:12 AM",71.0398
"2013-09-02:12 AM",69.2593
"2013-09-03:12 AM",67.0406
"2013-09-04:12 AM",68.9436
"2013-09-05:12 AM",68.1193
"2013-09-06:12 AM",64.2135
"2013-09-07:12 AM",60.6877
"2013-09-08:12 AM",60.2263
"2013-09-09:12 AM",60.1432
"2013-09-10:12 AM",62.6529
"2013-09-11:12 AM",66.162
"2013-09-12:12 AM",66.8187
"2013-09-13:12 AM",63.5191
"2013-09-14:12 AM",63.1749
"2013-09-15:12 AM",63.9207
"2013-09-16:12 AM",63.4739
"2013-09-17:12 AM",58.0933
"2013-09-18:12 AM",49.5129
"2013-09-19:12 AM",48.3688
"2013-09-20:12 AM",55.2646
"2013-09-21:12 AM",57.2162
"2013-09-22:12 AM",50.9805
"2013-09-23:12 AM",49.8447
"2013-09-24:12 AM",48.5733
"2013-09-25:12 AM",42.2537
"2013-09-26:12 AM",39.9544
"2013-09-27:12 AM",39.3764
"2013-09-28:12 AM",44.6335
"2013-09-29:12 AM",47.2451
"2013-09-30:12 AM",46.843
"2013-10-01:12 AM",43.6192
"2013-10-02:12 AM",40.6837
"2013-10-03:12 AM",36.8094
"2013-10-04:12 AM",36.6777
"2013-10-05:12 AM",38.8908
"2013-10-06:12 AM",44.7946
"2013-10-07:12 AM",48.6669
"2013-10-08:12 AM",42.6218
"2013-10-09:12 AM",40.3509
"2013-10-10:12 AM",40.9638
"2013-10-11:12 AM",39.9115
"2013-10-12:12 AM",40.757
"2013-10-13:12 AM",39.2281
"2013-10-14:12 AM",37.8225
"2013-10-15:12 AM",37.2106
"2013-10-16:12 AM",37.6144
"2013-10-17:12 AM",39.2211
"2013-10-18:12 AM",38.3133
"2013-10-19:12 AM",40.3871
"2013-10-20:12 AM",42.1628
"2013-10-21:12 AM",42.7766
"2013-10-22:12 AM",43.995
"2013-10-23:12 AM",44.4506
"2013-10-24:12 AM",44.8534
"2013-10-25:12 AM",44.4004
"2013-10-26:12 AM",43.4725
"2013-10-27:12 AM",42.8355
"2013-10-28:12 AM",38.2285
"2013-10-29:12 AM",34.3261
"2013-10-30:12 AM",32.3629
"2013-10-31:12 AM",33.4652
"2013-11-01:12 AM",36.617
"2013-11-02:12 AM",37.8477
"2013-11-03:12 AM",30.4201
"2013-11-04:12 AM",25.6357
"2013-11-05:12 AM",24.9845
"2013-11-06:12 AM",31.2298
"2013-11-07:12 AM",35.8635
"2013-11-08:12 AM",35.6695
"2013-11-09:12 AM",33.5966
"2013-11-10:12 AM",37.0296
"2013-11-11:12 AM",38.3736
"2013-11-12:12 AM",40.6314
"2013-11-13:12 AM",39.5053
"2013-11-14:12 AM",34.3632
"2013-11-15:12 AM",31.3709
"2013-11-16:12 AM",29.5767
"2013-11-17:12 AM",27.6283
"2013-11-18:12 AM",31.2624
"2013-11-19:12 AM",36.2116
"2013-11-20:12 AM",33.3957
"2013-11-21:12 AM",21.7879
"2013-11-22:12 AM",20.7585
"2013-11-23:12 AM",23.0549
"2013-11-24:12 AM",24.778
"2013-11-25:12 AM",27.7452
"2013-11-26:12 AM",29.9503
"2013-11-27:12 AM",30.7771
"2013-11-28:12 AM",31.2181
"2013-11-29:12 AM",30.2072
"2013-11-30:12 AM",31.6612
"2013-12-01:12 AM",33.6357
"2013-12-02:12 AM",36.248
"2013-12-03:12 AM",19.2094
"2013-12-04:12 AM",7.4464
"2013-12-05:12 AM",5.202
"2013-12-06:12 AM",5.18
"2013-12-07:12 AM",6.9894
"2013-12-08:12 AM",1.7512
"2013-12-09:12 AM",2.748
"2013-12-10:12 AM",8.2132
"2013-12-11:12 AM",10.6007
"2013-12-12:12 AM",16.1328
"2013-12-13:12 AM",19.7742
"2013-12-14:12 AM",23.8942
"2013-12-15:12 AM",24.1974
"2013-12-16:12 AM",23.6077
"2013-12-17:12 AM",24.4522
"2013-12-18:12 AM",24.6517
"2013-12-19:12 AM",21.0477
"2013-12-20:12 AM",15.2485
"2013-12-21:12 AM",22.8339
"2013-12-22:12 AM",25.558
"2013-12-23:12 AM",29.9935
"2013-12-24:12 AM",25.7389
"2013-12-25:12 AM",20.6011
"2013-12-26:12 AM",22.4377
"2013-12-27:12 AM",24.3266
"2013-12-28:12 AM",23.4968
"2013-12-29:12 AM",21.619
"2013-12-30:12 AM",24.1722
"2013-12-31:12 AM",27.927
"2014-01-01:12 AM",25.0506
"2014-01-02:12 AM",25.7693
"2014-01-03:12 AM",27.9093
"2014-01-04:12 AM",19.099
"2014-01-05:12 AM",13.6558
"2014-01-06:12 AM",16.3501
"2014-01-07:12 AM",22.3646
"2014-01-08:12 AM",26.0188
"2014-01-09:12 AM",27.3762
"2014-01-10:12 AM",27.9703
"2014-01-11:12 AM",31.6227
"2014-01-12:12 AM",26.8056
"2014-01-13:12 AM",30.0218
"2014-01-14:12 AM",28.1269
"2014-01-15:12 AM",27.6827
"2014-01-16:12 AM",26.0224
"2014-01-17:12 AM",25.3486
"2014-01-18:12 AM",24.7208
"2014-01-19:12 AM",25.1409
"2014-01-20:12 AM",23.842
"2014-01-21:12 AM",24.118
"2014-01-22:12 AM",23.5085
"2014-01-23:12 AM",22.4316
"2014-01-24:12 AM",20.8828
"2014-01-25:12 AM",22.6405
"2014-01-26:12 AM",22.0053
"2014-01-27:12 AM",23.3604
"2014-01-28:12 AM",20.7349
"2014-01-29:12 AM",27.5761
"2014-01-30:12 AM",28.2648
"2014-01-31:12 AM",20.6785
"2014-02-01:12 AM",19.5802
"2014-02-02:12 AM",18.6782
"2014-02-03:12 AM",19.4126
"2014-02-04:12 AM",10.4819
"2014-02-05:12 AM",3.9052
"2014-02-06:12 AM",2.5887
"2014-02-07:12 AM",17.0211
"2014-02-08:12 AM",23.9364
"2014-02-09:12 AM",28.1928
"2014-02-10:12 AM",25.9817
"2014-02-11:12 AM",29.4778
"2014-02-12:12 AM",31.2769
"2014-02-13:12 AM",34.4376
"2014-02-14:12 AM",30.5488
"2014-02-15:12 AM",34.5045
"2014-02-16:12 AM",32.5022
"2014-02-17:12 AM",29.1452
"2014-02-18:12 AM",30.7459
"2014-02-19:12 AM",28.0917
"2014-02-20:12 AM",23.4113
"2014-02-21:12 AM",27.2642
"2014-02-22:12 AM",23.634
"2014-02-23:12 AM",27.8065
"2014-02-24:12 AM",31.4908
"2014-02-25:12 AM",32.8591
"2014-02-26:12 AM",30.9166
"2014-02-27:12 AM",34.5598
"2014-02-28:12 AM",33.1423
"2014-03-01:12 AM",27.0556
"2014-03-02:12 AM",28.7024
"2014-03-03:12 AM",34.7958
"2014-03-04:12 AM",35.373
"2014-03-05:12 AM",35.1766
"2014-03-06:12 AM",39.1217
"2014-03-07:12 AM",34.4761
"2014-03-08:12 AM",32.8897
"2014-03-09:12 AM",37.8846
"2014-03-10:12 AM",38.2582
"2014-03-11:12 AM",31.7199
"2014-03-12:12 AM",30.4572
"2014-03-13:12 AM",33.9955
"2014-03-14:12 AM",33.9739
"2014-03-15:12 AM",34.3225
"2014-03-16:12 AM",38.5185
"2014-03-17:12 AM",34.1465
"2014-03-18:12 AM",27.8508
"2014-03-19:12 AM",29.2615
"2014-03-20:12 AM",31.6909
"2014-03-21:12 AM",27.6948
"2014-03-22:12 AM",29.0098
"2014-03-23:12 AM",32.317
"2014-03-24:12 AM",34.903
"2014-03-25:12 AM",41.0661
"2014-03-26:12 AM",38.1565
"2014-03-27:12 AM",33.5394
"2014-03-28:12 AM",33.8562
"2014-03-29:12 AM",38.7712
"2014-03-30:12 AM",34.8204
"2014-03-31:12 AM",32.0549
"2014-04-01:12 AM",31.5255
"2014-04-02:12 AM",31.721
"2014-04-03:12 AM",31.8468
"2014-04-04:12 AM",34.466
