"DateTime","(deg F) Mean Temperature (CFSR) at Nebraska, 2010-01-01 to 2019-03-14"
"2012-02-17:12 AM",32.8051
"2012-02-18:12 AM",29.3898
"2012-02-19:12 AM",32.0999
"2012-02-20:12 AM",34.5879
"2012-02-21:12 AM",33.1984
"2012-02-22:12 AM",41.1066
"2012-02-23:12 AM",37.2628
"2012-02-24:12 AM",31.6704
"2012-02-25:12 AM",31.7651
"2012-02-26:12 AM",37.693
"2012-02-27:12 AM",31.795
"2012-02-28:12 AM",38.9106
"2012-02-29:12 AM",35.5273
"2012-03-01:12 AM",36.4618
"2012-03-02:12 AM",33.7854
"2012-03-03:12 AM",32.4644
"2012-03-04:12 AM",40.8826
"2012-03-05:12 AM",43.2855
"2012-03-06:12 AM",56.2926
"2012-03-07:12 AM",44.7066
"2012-03-08:12 AM",37.1894
"2012-03-09:12 AM",44.5217
"2012-03-10:12 AM",52.6365
"2012-03-11:12 AM",49.5093
"2012-03-12:12 AM",53.5559
"2012-03-13:12 AM",60.0186
"2012-03-14:12 AM",62.9206
"2012-03-15:12 AM",62.3349
"2012-03-16:12 AM",65.1223
"2012-03-17:12 AM",67.1554
"2012-03-18:12 AM",67.9352
"2012-03-19:12 AM",60.6452
"2012-03-20:12 AM",49.6818
"2012-03-21:12 AM",51.933
"2012-03-22:12 AM",54.345
"2012-03-23:12 AM",54.3114
"2012-03-24:12 AM",59.4876
"2012-03-25:12 AM",59.9448
"2012-03-26:12 AM",67.3135
"2012-03-27:12 AM",63.6024
"2012-03-28:12 AM",60.0636
"2012-03-29:12 AM",61.4692
"2012-03-30:12 AM",62.2067
"2012-03-31:12 AM",69.5224
"2012-04-01:12 AM",72.7405
"2012-04-02:12 AM",61.7639
"2012-04-03:12 AM",49.6189
"2012-04-04:12 AM",51.638
"2012-04-05:12 AM",55.0033
"2012-04-06:12 AM",54.3425
"2012-04-07:12 AM",52.6386
"2012-04-08:12 AM",52.489
"2012-04-09:12 AM",52.185
"2012-04-10:12 AM",50.3442
"2012-04-11:12 AM",46.3827
"2012-04-12:12 AM",50.0121
"2012-04-13:12 AM",57.6306
"2012-04-14:12 AM",55.7969
"2012-04-15:12 AM",51.5574
"2012-04-16:12 AM",47.2012
"2012-04-17:12 AM",56.0568
"2012-04-18:12 AM",58.9827
"2012-04-19:12 AM",53.3561
"2012-04-20:12 AM",50.1813
"2012-04-21:12 AM",56.3673
"2012-04-22:12 AM",52.599
"2012-04-23:12 AM",58.3822
"2012-04-24:12 AM",72.3286
"2012-04-25:12 AM",73.801
"2012-04-26:12 AM",66.4702
"2012-04-27:12 AM",56.3248
"2012-04-28:12 AM",52.1944
"2012-04-29:12 AM",53.5926
"2012-04-30:12 AM",59.2155
"2012-05-01:12 AM",67.4101
"2012-05-02:12 AM",67.7854
"2012-05-03:12 AM",69.8929
"2012-05-04:12 AM",73.6831
"2012-05-05:12 AM",73.9499
"2012-05-06:12 AM",60.0712
"2012-05-07:12 AM",55.8858
"2012-05-08:12 AM",55.233
"2012-05-09:12 AM",58.7874
"2012-05-10:12 AM",69.6274
"2012-05-11:12 AM",57.4714
"2012-05-12:12 AM",53.1099
"2012-05-13:12 AM",58.9114
"2012-05-14:12 AM",65.3677
"2012-05-15:12 AM",68.6988
"2012-05-16:12 AM",67.0473
"2012-05-17:12 AM",75.5242
"2012-05-18:12 AM",76.2901
"2012-05-19:12 AM",64.1433
"2012-05-20:12 AM",59.1541
"2012-05-21:12 AM",65.4964
"2012-05-22:12 AM",75.7144
"2012-05-23:12 AM",69.5556
"2012-05-24:12 AM",60.1266
"2012-05-25:12 AM",53.3381
"2012-05-26:12 AM",69.3856
"2012-05-27:12 AM",75.1275
"2012-05-28:12 AM",66.501
"2012-05-29:12 AM",63.7948
"2012-05-30:12 AM",60.544
"2012-05-31:12 AM",55.4797
"2012-06-01:12 AM",57.7188
"2012-06-02:12 AM",68.5261
"2012-06-03:12 AM",77.0893
"2012-06-04:12 AM",77.6811
"2012-06-05:12 AM",77.4657
"2012-06-06:12 AM",76.5354
"2012-06-07:12 AM",74.8441
"2012-06-08:12 AM",75.9988
"2012-06-09:12 AM",80.6974
"2012-06-10:12 AM",72.5113
"2012-06-11:12 AM",67.5801
"2012-06-12:12 AM",68.6705
"2012-06-13:12 AM",77.2542
"2012-06-14:12 AM",80.1624
"2012-06-15:12 AM",75.5461
"2012-06-16:12 AM",73.1934
"2012-06-17:12 AM",81.2982
"2012-06-18:12 AM",87.7622
"2012-06-19:12 AM",86.2768
"2012-06-20:12 AM",69.1963
"2012-06-21:12 AM",68.3987
"2012-06-22:12 AM",75.1348
"2012-06-23:12 AM",82.6194
"2012-06-24:12 AM",84.8773
"2012-06-25:12 AM",83.6911
"2012-06-26:12 AM",88.3456
"2012-06-27:12 AM",91.5345
"2012-06-28:12 AM",87.0577
"2012-06-29:12 AM",89.2861
"2012-06-30:12 AM",87.2137
"2012-07-01:12 AM",86.7065
"2012-07-02:12 AM",88.5121
"2012-07-03:12 AM",88.8946
"2012-07-04:12 AM",90.745
"2012-07-05:12 AM",89.2206
"2012-07-06:12 AM",89.76
"2012-07-07:12 AM",77.4019
"2012-07-08:12 AM",75.6723
"2012-07-09:12 AM",75.6154
"2012-07-10:12 AM",75.9547
"2012-07-11:12 AM",78.1795
"2012-07-12:12 AM",81.667
"2012-07-13:12 AM",83.0201
"2012-07-14:12 AM",85.2604
"2012-07-15:12 AM",88.1276
"2012-07-16:12 AM",88.9075
"2012-07-17:12 AM",87.7419
"2012-07-18:12 AM",87.8522
"2012-07-19:12 AM",88.4701
"2012-07-20:12 AM",89.6889
"2012-07-21:12 AM",91.0146
"2012-07-22:12 AM",92.2987
"2012-07-23:12 AM",92.8629
"2012-07-24:12 AM",91.8469
"2012-07-25:12 AM",86.99
"2012-07-26:12 AM",80.5399
"2012-07-27:12 AM",79.5016
"2012-07-28:12 AM",84.8484
"2012-07-29:12 AM",84.2652
"2012-07-30:12 AM",82.2488
"2012-07-31:12 AM",84.87
"2012-08-01:12 AM",87.1203
"2012-08-02:12 AM",82.3667
"2012-08-03:12 AM",85.2559
"2012-08-04:12 AM",75.4218
"2012-08-05:12 AM",74.3634
"2012-08-06:12 AM",84.1048
"2012-08-07:12 AM",84.5704
"2012-08-08:12 AM",83.2473
"2012-08-09:12 AM",75.9488
"2012-08-10:12 AM",74.0701
"2012-08-11:12 AM",72.0585
"2012-08-12:12 AM",71.7598
"2012-08-13:12 AM",69.6058
"2012-08-14:12 AM",76.1641
"2012-08-15:12 AM",80.1534
"2012-08-16:12 AM",67.3695
"2012-08-17:12 AM",65.331
"2012-08-18:12 AM",66.6882
"2012-08-19:12 AM",65.5009
"2012-08-20:12 AM",69.7366
"2012-08-21:12 AM",75.3845
"2012-08-22:12 AM",81.3888
"2012-08-23:12 AM",81.2307
"2012-08-24:12 AM",75.3233
"2012-08-25:12 AM",72.6105
"2012-08-26:12 AM",74.6245
"2012-08-27:12 AM",80.0971
"2012-08-28:12 AM",85.2751
"2012-08-29:12 AM",87.8841
"2012-08-30:12 AM",87.058
"2012-08-31:12 AM",80.2791
"2012-09-01:12 AM",81.0963
"2012-09-02:12 AM",82.195
"2012-09-03:12 AM",79.3656
"2012-09-04:12 AM",80.4587
"2012-09-05:12 AM",75.6295
"2012-09-06:12 AM",75.1595
"2012-09-07:12 AM",66.0639
"2012-09-08:12 AM",64.8662
"2012-09-09:12 AM",64.9065
"2012-09-10:12 AM",75.2094
"2012-09-11:12 AM",80.186
"2012-09-12:12 AM",61.135
"2012-09-13:12 AM",58.7235
"2012-09-14:12 AM",63.9523
"2012-09-15:12 AM",67.7669
"2012-09-16:12 AM",69.9256
"2012-09-17:12 AM",59.9459
"2012-09-18:12 AM",59.2786
"2012-09-19:12 AM",68.9826
"2012-09-20:12 AM",61.7569
"2012-09-21:12 AM",65.2275
"2012-09-22:12 AM",57.3532
"2012-09-23:12 AM",56.881
"2012-09-24:12 AM",63.2268
"2012-09-25:12 AM",64.6117
"2012-09-26:12 AM",64.0458
"2012-09-27:12 AM",60.5957
"2012-09-28:12 AM",60.732
"2012-09-29:12 AM",62.2544
"2012-09-30:12 AM",64.4482
"2012-10-01:12 AM",60.8061
"2012-10-02:12 AM",58.3853
"2012-10-03:12 AM",65.0498
"2012-10-04:12 AM",46.5366
"2012-10-05:12 AM",39.1001
"2012-10-06:12 AM",35.4592
"2012-10-07:12 AM",37.0567
"2012-10-08:12 AM",50.992
"2012-10-09:12 AM",48.169
"2012-10-10:12 AM",46.5622
"2012-10-11:12 AM",50.2646
"2012-10-12:12 AM",43.9905
"2012-10-13:12 AM",58.4692
"2012-10-14:12 AM",59.2556
"2012-10-15:12 AM",60.809
"2012-10-16:12 AM",64.8334
"2012-10-17:12 AM",56.107
"2012-10-18:12 AM",46.3464
"2012-10-19:12 AM",46.9252
"2012-10-20:12 AM",55.7573
"2012-10-21:12 AM",59.7666
"2012-10-22:12 AM",52.7722
"2012-10-23:12 AM",57.0747
"2012-10-24:12 AM",50.679
"2012-10-25:12 AM",34.2975
"2012-10-26:12 AM",29.2338
"2012-10-27:12 AM",32.8284
"2012-10-28:12 AM",38.6805
"2012-10-29:12 AM",49.4425
"2012-10-30:12 AM",51.3943
"2012-10-31:12 AM",52.286
"2012-11-01:12 AM",54.03
"2012-11-02:12 AM",49.2823
"2012-11-03:12 AM",43.9495
"2012-11-04:12 AM",48.0362
"2012-11-05:12 AM",45.1173
"2012-11-06:12 AM",48.8313
"2012-11-07:12 AM",47.2059
"2012-11-08:12 AM",50.1458
"2012-11-09:12 AM",45.0358
"2012-11-10:12 AM",49.2926
"2012-11-11:12 AM",26.0938
"2012-11-12:12 AM",27.7353
"2012-11-13:12 AM",35.8471
"2012-11-14:12 AM",39.7326
"2012-11-15:12 AM",42.1007
"2012-11-16:12 AM",40.9545
"2012-11-17:12 AM",47.4935
"2012-11-18:12 AM",50.3263
"2012-11-19:12 AM",50.1285
"2012-11-20:12 AM",50.5456
"2012-11-21:12 AM",56.0347
"2012-11-22:12 AM",52.068
"2012-11-23:12 AM",32.5276
"2012-11-24:12 AM",39.7189
"2012-11-25:12 AM",40.3653
"2012-11-26:12 AM",29.4143
"2012-11-27:12 AM",28.162
"2012-11-28:12 AM",33.3833
"2012-11-29:12 AM",41.4059
"2012-11-30:12 AM",42.8457
"2012-12-01:12 AM",49.5687
"2012-12-02:12 AM",52.4322
"2012-12-03:12 AM",50.2648
"2012-12-04:12 AM",42.8202
"2012-12-05:12 AM",48.5064
"2012-12-06:12 AM",45.6708
"2012-12-07:12 AM",36.3488
"2012-12-08:12 AM",33.4292
"2012-12-09:12 AM",22.2251
"2012-12-10:12 AM",18.0878
"2012-12-11:12 AM",27.1744
"2012-12-12:12 AM",37.7539
"2012-12-13:12 AM",41.1244
"2012-12-14:12 AM",39.3044
"2012-12-15:12 AM",39.5715
"2012-12-16:12 AM",32.101
"2012-12-17:12 AM",32.7981
"2012-12-18:12 AM",38.3792
"2012-12-19:12 AM",30.5496
"2012-12-20:12 AM",21.8565
"2012-12-21:12 AM",24.9073
"2012-12-22:12 AM",28.4779
"2012-12-23:12 AM",22.9066
"2012-12-24:12 AM",15.9935
"2012-12-25:12 AM",8.4441
"2012-12-26:12 AM",7.4017
"2012-12-27:12 AM",13.6492
"2012-12-28:12 AM",13.1049
"2012-12-29:12 AM",17.5361
"2012-12-30:12 AM",21.5474
"2012-12-31:12 AM",18.637
"2013-01-01:12 AM",15.7082
"2013-01-02:12 AM",23.7416
"2013-01-03:12 AM",18.696
"2013-01-04:12 AM",20.9617
"2013-01-05:12 AM",24.7361
"2013-01-06:12 AM",25.3737
"2013-01-07:12 AM",28.4425
"2013-01-08:12 AM",31.2465
"2013-01-09:12 AM",34.2415
"2013-01-10:12 AM",36.0775
"2013-01-11:12 AM",35.2891
"2013-01-12:12 AM",15.9845
"2013-01-13:12 AM",7.8121
"2013-01-14:12 AM",9.3025
"2013-01-15:12 AM",15.0719
"2013-01-16:12 AM",30.9753
"2013-01-17:12 AM",30.5483
"2013-01-18:12 AM",36.6098
"2013-01-19:12 AM",38.9525
"2013-01-20:12 AM",27.189
"2013-01-21:12 AM",20.6379
"2013-01-22:12 AM",22.3331
"2013-01-23:12 AM",27.4986
"2013-01-24:12 AM",21.3516
"2013-01-25:12 AM",33.7447
"2013-01-26:12 AM",39.2623
"2013-01-27:12 AM",41.9666
"2013-01-28:12 AM",39.8437
"2013-01-29:12 AM",31.7664
"2013-01-30:12 AM",22.7264
"2013-01-31:12 AM",15.9337
"2013-02-01:12 AM",22.1895
"2013-02-02:12 AM",33.7671
"2013-02-03:12 AM",35.0955
"2013-02-04:12 AM",35.3163
"2013-02-05:12 AM",38.9975
"2013-02-06:12 AM",43.1067
"2013-02-07:12 AM",39.256
"2013-02-08:12 AM",36.1218
"2013-02-09:12 AM",38.1141
"2013-02-10:12 AM",32.961
"2013-02-11:12 AM",24.719
"2013-02-12:12 AM",27.3364
"2013-02-13:12 AM",33.2987
"2013-02-14:12 AM",33.1077
"2013-02-15:12 AM",24.8959
"2013-02-16:12 AM",29.9235
"2013-02-17:12 AM",39.0051
"2013-02-18:12 AM",34.5713
"2013-02-19:12 AM",24.9366
"2013-02-20:12 AM",20.9979
"2013-02-21:12 AM",19.1943
"2013-02-22:12 AM",18.8182
"2013-02-23:12 AM",24.1671
"2013-02-24:12 AM",30.3562
"2013-02-25:12 AM",26.1786
"2013-02-26:12 AM",25.0083
"2013-02-27:12 AM",28.2771
"2013-02-28:12 AM",27.9054
"2013-03-01:12 AM",28.4437
"2013-03-02:12 AM",33.2737
"2013-03-03:12 AM",40.8267
"2013-03-04:12 AM",37.5669
"2013-03-05:12 AM",28.4416
"2013-03-06:12 AM",29.5855
"2013-03-07:12 AM",37.8081
"2013-03-08:12 AM",39.4752
"2013-03-09:12 AM",41.5139
"2013-03-10:12 AM",26.0006
"2013-03-11:12 AM",29.1681
"2013-03-12:12 AM",30.7512
"2013-03-13:12 AM",35.344
"2013-03-14:12 AM",49.9827
"2013-03-15:12 AM",56.6285
"2013-03-16:12 AM",40.6409
"2013-03-17:12 AM",35.5321
"2013-03-18:12 AM",35.7697
"2013-03-19:12 AM",35.3493
"2013-03-20:12 AM",32.3227
"2013-03-21:12 AM",33.1725
"2013-03-22:12 AM",32.6822
"2013-03-23:12 AM",27.9991
"2013-03-24:12 AM",22.6852
"2013-03-25:12 AM",22.8337
"2013-03-26:12 AM",27.5061
"2013-03-27:12 AM",36.3787
"2013-03-28:12 AM",44.2949
"2013-03-29:12 AM",49.874
"2013-03-30:12 AM",52.3395
"2013-03-31:12 AM",47.9271
"2013-04-01:12 AM",37.9335
"2013-04-02:12 AM",42.0904
"2013-04-03:12 AM",45.0343
"2013-04-04:12 AM",47.4564
"2013-04-05:12 AM",55.629
"2013-04-06:12 AM",59.0675
"2013-04-07:12 AM",55.8739
"2013-04-08:12 AM",55.4659
"2013-04-09:12 AM",28.0686
"2013-04-10:12 AM",23.9619
"2013-04-11:12 AM",27.0955
"2013-04-12:12 AM",33.2337
"2013-04-13:12 AM",40.1326
"2013-04-14:12 AM",48.1075
"2013-04-15:12 AM",36.7243
"2013-04-16:12 AM",36.2514
"2013-04-17:12 AM",33.5597
"2013-04-18:12 AM",28.2375
"2013-04-19:12 AM",34.0513
"2013-04-20:12 AM",38.8746
"2013-04-21:12 AM",48.2434
"2013-04-22:12 AM",37.3397
"2013-04-23:12 AM",28.4083
"2013-04-24:12 AM",36.1886
"2013-04-25:12 AM",46.6297
"2013-04-26:12 AM",56.8294
"2013-04-27:12 AM",60.0543
"2013-04-28:12 AM",64.3339
"2013-04-29:12 AM",63.7207
"2013-04-30:12 AM",59.6898
"2013-05-01:12 AM",37.3674
"2013-05-02:12 AM",38.4354
"2013-05-03:12 AM",42.2067
"2013-05-04:12 AM",41.9268
"2013-05-05:12 AM",47.4494
"2013-05-06:12 AM",53.8966
"2013-05-07:12 AM",57.7558
"2013-05-08:12 AM",60.528
"2013-05-09:12 AM",57.2639
"2013-05-10:12 AM",58.0383
"2013-05-11:12 AM",55.2162
"2013-05-12:12 AM",56.8044
"2013-05-13:12 AM",69.5001
"2013-05-14:12 AM",77.8366
"2013-05-15:12 AM",70.086
"2013-05-16:12 AM",69.035
"2013-05-17:12 AM",72.4503
"2013-05-18:12 AM",69.9249
"2013-05-19:12 AM",64.7596
"2013-05-20:12 AM",56.4584
"2013-05-21:12 AM",51.9586
"2013-05-22:12 AM",52.1857
"2013-05-23:12 AM",55.4162
"2013-05-24:12 AM",60.4206
"2013-05-25:12 AM",71.5316
"2013-05-26:12 AM",72.2804
"2013-05-27:12 AM",72.027
"2013-05-28:12 AM",69.1169
"2013-05-29:12 AM",66.9425
"2013-05-30:12 AM",63.8852
"2013-05-31:12 AM",61.9345
"2013-06-01:12 AM",54.3384
"2013-06-02:12 AM",57.5127
"2013-06-03:12 AM",66.1172
"2013-06-04:12 AM",64.8442
"2013-06-05:12 AM",58.6128
"2013-06-06:12 AM",60.1043
"2013-06-07:12 AM",64.5265
"2013-06-08:12 AM",65.9921
"2013-06-09:12 AM",66.2187
"2013-06-10:12 AM",72.8017
"2013-06-11:12 AM",80.9467
"2013-06-12:12 AM",75.4354
"2013-06-13:12 AM",67.2159
"2013-06-14:12 AM",76.9386
"2013-06-15:12 AM",73.17
"2013-06-16:12 AM",72.3393
"2013-06-17:12 AM",71.6684
"2013-06-18:12 AM",72.5394
"2013-06-19:12 AM",75.4025
"2013-06-20:12 AM",79.464
"2013-06-21:12 AM",83.7786
"2013-06-22:12 AM",79.9293
"2013-06-23:12 AM",75.6523
"2013-06-24:12 AM",79.1339
"2013-06-25:12 AM",81.7288
"2013-06-26:12 AM",81.9394
"2013-06-27:12 AM",81.8339
"2013-06-28:12 AM",78.1549
"2013-06-29:12 AM",74.0386
"2013-06-30:12 AM",69.0895
"2013-07-01:12 AM",68.1881
"2013-07-02:12 AM",70.2538
"2013-07-03:12 AM",73.2501
"2013-07-04:12 AM",77.9176
"2013-07-05:12 AM",80.6018
"2013-07-06:12 AM",83.554
"2013-07-07:12 AM",82.4158
"2013-07-08:12 AM",80.8243
"2013-07-09:12 AM",84.9187
"2013-07-10:12 AM",79.6217
"2013-07-11:12 AM",81.5493
"2013-07-12:12 AM",86.2282
"2013-07-13:12 AM",86.9076
"2013-07-14:12 AM",77.0959
"2013-07-15:12 AM",75.6788
"2013-07-16:12 AM",76.1191
"2013-07-17:12 AM",78.8083
"2013-07-18:12 AM",84.1028
"2013-07-19:12 AM",82.4049
"2013-07-20:12 AM",78.3081
"2013-07-21:12 AM",79.1877
"2013-07-22:12 AM",83.2417
"2013-07-23:12 AM",76.539
"2013-07-24:12 AM",75.2166
"2013-07-25:12 AM",76.3619
"2013-07-26:12 AM",71.1621
"2013-07-27:12 AM",65.4307
"2013-07-28:12 AM",63.0003
"2013-07-29:12 AM",64.5256
"2013-07-30:12 AM",72.6978
"2013-07-31:12 AM",74.6604
"2013-08-01:12 AM",76.19
"2013-08-02:12 AM",77.4001
"2013-08-03:12 AM",72.2032
"2013-08-04:12 AM",73.4473
"2013-08-05:12 AM",78.2668
"2013-08-06:12 AM",79.9776
"2013-08-07:12 AM",76.2742
"2013-08-08:12 AM",71.6428
"2013-08-09:12 AM",72.3238
"2013-08-10:12 AM",74.0716
"2013-08-11:12 AM",76.7698
"2013-08-12:12 AM",74.691
"2013-08-13:12 AM",71.9107
"2013-08-14:12 AM",66.8473
"2013-08-15:12 AM",69.8871
"2013-08-16:12 AM",68.3578
"2013-08-17:12 AM",72.4995
"2013-08-18:12 AM",73.2112
"2013-08-19:12 AM",79.8726
"2013-08-20:12 AM",84.5854
"2013-08-21:12 AM",84.0992
"2013-08-22:12 AM",75.1089
"2013-08-23:12 AM",78.1561
"2013-08-24:12 AM",85.2629
"2013-08-25:12 AM",87.5529
"2013-08-26:12 AM",88.5625
"2013-08-27:12 AM",88.9291
"2013-08-28:12 AM",86.1728
"2013-08-29:12 AM",86.0194
"2013-08-30:12 AM",85.1022
"2013-08-31:12 AM",83.2577
"2013-09-01:12 AM",75.8984
"2013-09-02:12 AM",72.5956
"2013-09-03:12 AM",78.3693
"2013-09-04:12 AM",80.4421
"2013-09-05:12 AM",79.9695
"2013-09-06:12 AM",83.6168
"2013-09-07:12 AM",84.6412
"2013-09-08:12 AM",84.0693
"2013-09-09:12 AM",84.2947
"2013-09-10:12 AM",76.1495
"2013-09-11:12 AM",71.7814
"2013-09-12:12 AM",69.4783
"2013-09-13:12 AM",62.5451
"2013-09-14:12 AM",67.5052
"2013-09-15:12 AM",63.3601
"2013-09-16:12 AM",57.4862
"2013-09-17:12 AM",64.7004
"2013-09-18:12 AM",77.0076
"2013-09-19:12 AM",68.5357
"2013-09-20:12 AM",59.4966
"2013-09-21:12 AM",64.2803
"2013-09-22:12 AM",71.0841
"2013-09-23:12 AM",64.852
"2013-09-24:12 AM",61.9021
"2013-09-25:12 AM",64.8147
"2013-09-26:12 AM",70.7835
"2013-09-27:12 AM",65.7009
"2013-09-28:12 AM",55.2177
"2013-09-29:12 AM",62.2782
"2013-09-30:12 AM",69.0343
"2013-10-01:12 AM",66.1789
"2013-10-02:12 AM",66.2819
"2013-10-03:12 AM",59.2635
"2013-10-04:12 AM",53.5327
"2013-10-05:12 AM",39.6342
"2013-10-06:12 AM",46.0125
"2013-10-07:12 AM",56.0484
"2013-10-08:12 AM",64.364
"2013-10-09:12 AM",61.2142
"2013-10-10:12 AM",62.1979
"2013-10-11:12 AM",59.0029
"2013-10-12:12 AM",50.4104
"2013-10-13:12 AM",52.7761
"2013-10-14:12 AM",53.2612
"2013-10-15:12 AM",41.5915
"2013-10-16:12 AM",42.1912
"2013-10-17:12 AM",43.043
"2013-10-18:12 AM",39.8809
"2013-10-19:12 AM",44.7631
"2013-10-20:12 AM",50.0547
"2013-10-21:12 AM",43.9518
"2013-10-22:12 AM",47.8584
"2013-10-23:12 AM",45.0709
"2013-10-24:12 AM",40.2465
"2013-10-25:12 AM",44.9281
"2013-10-26:12 AM",47.2168
"2013-10-27:12 AM",51.5865
"2013-10-28:12 AM",43.0237
"2013-10-29:12 AM",39.0848
"2013-10-30:12 AM",40.5198
"2013-10-31:12 AM",43.6377
"2013-11-01:12 AM",45.7579
"2013-11-02:12 AM",44.0038
"2013-11-03:12 AM",49.3453
"2013-11-04:12 AM",44.5595
"2013-11-05:12 AM",36.5198
"2013-11-06:12 AM",31.5837
"2013-11-07:12 AM",36.6213
"2013-11-08:12 AM",46.3357
"2013-11-09:12 AM",45.446
"2013-11-10:12 AM",42.6675
"2013-11-11:12 AM",36.4426
"2013-11-12:12 AM",28.3566
"2013-11-13:12 AM",40.4659
"2013-11-14:12 AM",45.6082
"2013-11-15:12 AM",45.1177
"2013-11-16:12 AM",48.4614
"2013-11-17:12 AM",43.7598
"2013-11-18:12 AM",40.4757
"2013-11-19:12 AM",45.9918
"2013-11-20:12 AM",48.4151
"2013-11-21:12 AM",25.1762
"2013-11-22:12 AM",19.5127
"2013-11-23:12 AM",19.4472
"2013-11-24:12 AM",23.5045
"2013-11-25:12 AM",30.3147
"2013-11-26:12 AM",26.5878
"2013-11-27:12 AM",28.9904
"2013-11-28:12 AM",29.4402
"2013-11-29:12 AM",31.4686
"2013-11-30:12 AM",39.0616
"2013-12-01:12 AM",38.0523
"2013-12-02:12 AM",45.8467
"2013-12-03:12 AM",37.2564
"2013-12-04:12 AM",16.6905
"2013-12-05:12 AM",6.5491
"2013-12-06:12 AM",2.0485
"2013-12-07:12 AM",2.4089
"2013-12-08:12 AM",8.0888
"2013-12-09:12 AM",7.5182
"2013-12-10:12 AM",21.2806
"2013-12-11:12 AM",14.4225
"2013-12-12:12 AM",25.0093
"2013-12-13:12 AM",26.901
"2013-12-14:12 AM",25.1245
"2013-12-15:12 AM",32.92
"2013-12-16:12 AM",37.2155
"2013-12-17:12 AM",35.4281
"2013-12-18:12 AM",42.2496
"2013-12-19:12 AM",30.5427
"2013-12-20:12 AM",15.6866
"2013-12-21:12 AM",20.6382
"2013-12-22:12 AM",17.879
"2013-12-23:12 AM",10.6066
"2013-12-24:12 AM",22.4425
"2013-12-25:12 AM",28.4731
"2013-12-26:12 AM",33.5354
"2013-12-27:12 AM",38.3056
"2013-12-28:12 AM",39.126
"2013-12-29:12 AM",16.8422
"2013-12-30:12 AM",26.1306
"2013-12-31:12 AM",30.2761
"2014-01-01:12 AM",19.1703
"2014-01-02:12 AM",17.1995
"2014-01-03:12 AM",29.3063
"2014-01-04:12 AM",25.9032
"2014-01-05:12 AM",7.6834
"2014-01-06:12 AM",1.666
"2014-01-07:12 AM",22.0233
"2014-01-08:12 AM",21.6399
"2014-01-09:12 AM",25.432
"2014-01-10:12 AM",31.3345
"2014-01-11:12 AM",34.3407
"2014-01-12:12 AM",41.6901
"2014-01-13:12 AM",37.4587
"2014-01-14:12 AM",34.0696
"2014-01-15:12 AM",33.1189
"2014-01-16:12 AM",34.4556
"2014-01-17:12 AM",29.0622
"2014-01-18:12 AM",35.8057
"2014-01-19:12 AM",41.5042
"2014-01-20:12 AM",35.9591
"2014-01-21:12 AM",25.3094
"2014-01-22:12 AM",25.8481
"2014-01-23:12 AM",10.1925
"2014-01-24:12 AM",31.9487
"2014-01-25:12 AM",40.7896
"2014-01-26:12 AM",40.1387
"2014-01-27:12 AM",12.1766
"2014-01-28:12 AM",11.5876
"2014-01-29:12 AM",27.1002
"2014-01-30:12 AM",34.5031
"2014-01-31:12 AM",21.1194
"2014-02-01:12 AM",18.5304
"2014-02-02:12 AM",13.8897
"2014-02-03:12 AM",18.7122
"2014-02-04:12 AM",14.0342
"2014-02-05:12 AM",0.7723
"2014-02-06:12 AM",-2.0177
"2014-02-07:12 AM",4.5228
"2014-02-08:12 AM",17.9812
"2014-02-09:12 AM",11.6062
"2014-02-10:12 AM",6.9438
"2014-02-11:12 AM",17.3059
"2014-02-12:12 AM",27.6237
"2014-02-13:12 AM",35.8358
"2014-02-14:12 AM",32.1647
"2014-02-15:12 AM",35.9519
"2014-02-16:12 AM",36.59
"2014-02-17:12 AM",41.8766
"2014-02-18:12 AM",45.6822
"2014-02-19:12 AM",42.2294
"2014-02-20:12 AM",34.8096
"2014-02-21:12 AM",33.6094
"2014-02-22:12 AM",32.6887
"2014-02-23:12 AM",24.5167
"2014-02-24:12 AM",25.5094
"2014-02-25:12 AM",13.8441
"2014-02-26:12 AM",15.9147
"2014-02-27:12 AM",20.1871
"2014-02-28:12 AM",24.1731
"2014-03-01:12 AM",8.6538
"2014-03-02:12 AM",-0.2758
"2014-03-03:12 AM",12.2329
"2014-03-04:12 AM",29.0484
"2014-03-05:12 AM",29.1036
"2014-03-06:12 AM",37.1392
"2014-03-07:12 AM",36.3763
"2014-03-08:12 AM",31.6656
"2014-03-09:12 AM",46.605
"2014-03-10:12 AM",55.98
"2014-03-11:12 AM",43.6788
"2014-03-12:12 AM",38.7208
"2014-03-13:12 AM",46.1401
"2014-03-14:12 AM",48.549
"2014-03-15:12 AM",44.4124
"2014-03-16:12 AM",35.7534
"2014-03-17:12 AM",48.1087
"2014-03-18:12 AM",40.2904
"2014-03-19:12 AM",35.5014
"2014-03-20:12 AM",43.9596
"2014-03-21:12 AM",42.8223
"2014-03-22:12 AM",27.7169
"2014-03-23:12 AM",25.399
"2014-03-24:12 AM",31.3659
"2014-03-25:12 AM",31.0341
"2014-03-26:12 AM",44.3782
"2014-03-27:12 AM",40.6306
"2014-03-28:12 AM",35.6565
"2014-03-29:12 AM",42.2215
"2014-03-30:12 AM",56.3419
"2014-03-31:12 AM",47.2856
"2014-04-01:12 AM",33.7802
"2014-04-02:12 AM",34.7959
"2014-04-03:12 AM",35.4808
"2014-04-04:12 AM",36.0586
